st_tefferr2,st_raderr2,st_teff,pl_trandep,pl_orbpererr1,st_raderr1,pl_radeerr2,pl_insol,pl_trandeperr2,pl_insolerr1,st_tefferr1,pl_insolerr2,pl_trandeperr1,pl_orbper,pl_eqt,pl_orbpererr2,dec,ra,st_rad,pl_rade,pl_radeerr1,disposition,source,pl_rad_to_star_rad_ratio,pl_signal_significance
-155.0,-0.779,5209.0,1119.5,0.000572,0.779,-21.78,18.0,-29.3,26.83,155.0,-13.83,29.3,63.934965,525.0,-0.000572,43.693089,299.59305,1.595,44.59,21.78,FALSE POSITIVE,Kepler,27.956112852664578,38.208191126279864
-162.0,-0.78,6079.0,259.4,0.0002118,0.42,-1.72,103.72,-11.1,60.59,162.0,-65.66,11.1,38.4769457,814.0,-0.0002118,43.890968,283.19598,2.163,4.79,0.93,FALSE POSITIVE,Kepler,2.2145168747110495,23.36936936936937
-108.0,-4.943,4907.0,307.5,0.0001418,1.236,-8.94,1769.88,-8.1,277.18,28.0,-866.63,8.1,37.3228722,1654.0,-0.0001418,43.961658,284.51019,19.53,35.34,2.24,CONFIRMED,Kepler,1.8095238095238095,37.96296296296296
-176.0,-0.583,5792.0,230.8,2.115e-06,0.388,-1.37,3223.3,-6.5,2364.1,158.0,-2099.87,6.5,1.664980224,1921.0,-2.115e-06,43.960232,296.52682,1.567,3.68,0.91,FALSE POSITIVE,Kepler,2.3484365028717296,35.50769230769231
-210.0,-0.162,6047.0,272.9,0.0001412,0.323,-0.28,81.28,-25.4,75.91,189.0,-30.81,25.4,16.6094904,766.0,-0.0001412,43.930729,300.43979,1.05,1.82,0.56,FALSE POSITIVE,Kepler,1.7333333333333334,10.744094488188976
-177.0,-0.061,5894.0,54.6,8.635e-06,0.182,-0.26,4051.92,-8.1,2790.74,159.0,-1001.66,8.1,0.566789505,2038.0,-8.635e-06,42.61335,291.70721,0.784,3.37,0.78,FALSE POSITIVE,Kepler,4.298469387755102,6.740740740740741
-81.0,-0.42,6712.0,126.4,2.15e-05,0.28,-4.07,3542.64,-6.1,1355.29,70.0,-1528.87,6.1,2.62982665,1968.0,-2.15e-05,38.003319,293.20831,1.846,17.88,2.71,FALSE POSITIVE,Kepler,9.685807150595881,20.721311475409838
-150.0,-0.508,5609.0,116.8,2.815e-05,0.415,-0.57,1235.14,-18.2,1140.64,167.0,-804.81,18.2,2.69787749,1512.0,-2.815e-05,38.964069,291.69385,1.348,1.5,0.46,FALSE POSITIVE,Kepler,1.1127596439169138,6.417582417582418
-142.0,-0.06,5266.0,242.1,7.204e-05,0.103,-0.09,124.02,-21.7,54.94,142.0,-30.12,21.7,5.23340265,851.0,-7.204e-05,42.871109,282.04895,0.741,1.15,0.16,FALSE POSITIVE,Kepler,1.5519568151147098,11.15668202764977
-149.0,-0.161,5523.0,131.0,1.676e-05,0.261,-0.18,429.42,-5.6,336.23,149.0,-160.48,5.6,3.51289168,1161.0,-1.676e-05,50.248199,295.98465,0.981,1.12,0.3,FALSE POSITIVE,Kepler,1.141692150866463,23.392857142857146
-136.0,-0.055,5081.0,530.4,0.0,0.095,-0.13,30.1,0.0,13.09,166.0,-6.82,0.0,14.092583189,597.0,0.0,50.583881,291.65952,0.77,1.82,0.23,CONFIRMED,Kepler,2.3636363636363638,0.0
-214.0,-0.224,6078.0,140.6,0.0,0.308,-0.28,224.7,0.0,194.96,214.0,-100.16,0.0,9.087508013,987.0,0.0,42.75972,292.73621,1.119,1.37,0.37,FALSE POSITIVE,Kepler,1.224307417336908,0.0
-186.0,-0.098,5638.0,610.7,8.95e-07,0.229,-0.24,3546.43,-21.5,2857.77,186.0,-1095.49,21.5,0.65244373,1969.0,-8.95e-07,43.869068,292.39539,0.883,2.17,0.56,FALSE POSITIVE,Kepler,2.4575311438278593,28.4046511627907
-232.0,-0.105,6046.0,1049.5,2.286e-06,0.315,-3.25,1945.27,-10.3,1911.97,189.0,-621.81,10.3,1.332564704,1692.0,-2.286e-06,46.772869,295.2269,0.972,30.04,9.73,FALSE POSITIVE,Kepler,30.905349794238685,101.89320388349513
-182.0,-0.071,5524.0,426.2,3.395e-06,0.213,-4.18,456.22,-20.9,348.14,166.0,-121.31,20.9,2.636899795,1179.0,-3.395e-06,40.63467,297.55859,0.847,49.84,12.53,FALSE POSITIVE,Kepler,58.84297520661158,20.392344497607656
-179.0,-0.074,6024.0,231.6,1.037e-06,0.238,-1.51,4040.43,-3.2,3319.77,161.0,-1056.33,3.2,0.660629055,2032.0,-1.037e-06,43.047722,295.5495,0.849,17.38,4.88,FALSE POSITIVE,Kepler,20.471142520612485,72.375
-179.0,-0.129,5979.0,113.3,3.228e-06,0.3,-0.15,3477.17,-3.4,3064.27,161.0,-1142.63,3.4,0.885123683,1961.0,-3.228e-06,43.44302,298.83673,0.998,1.14,0.34,FALSE POSITIVE,Kepler,1.1422845691382764,33.3235294117647
-199.0,-0.642,6061.0,479.7,0.005469,0.428,-1.59,2.26,-44.6,1.77,181.0,-1.52,44.6,471.65421,313.0,-0.005469,42.983631,295.87747,1.653,4.11,1.07,FALSE POSITIVE,Kepler,2.4863883847549912,10.75560538116592
-158.0,-0.172,5874.0,111.6,3.228e-06,0.279,-0.19,2334.4,-4.9,1917.62,158.0,-901.14,4.9,1.221204888,1772.0,-3.228e-06,41.631531,298.84198,0.997,1.1,0.31,FALSE POSITIVE,Kepler,1.1033099297893683,22.77551020408163
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.90795753,0.0,0.0,41.72921,298.20071,0.0,0.0,0.0,FALSE POSITIVE,Kepler,0.0,0.0
-211.0,-0.631,6061.0,55.8,2.78e-06,0.421,-0.49,8768.54,-2.4,7060.19,211.0,-5859.63,2.4,0.959853772,2468.0,-2.78e-06,41.82563,298.55786,1.653,1.3,0.33,FALSE POSITIVE,Kepler,0.7864488808227466,23.25
-146.0,-0.045,4920.0,3992.4,9e-08,0.045,-0.52,1361.22,-18.2,410.79,146.0,-331.29,18.2,0.592243731,1551.0,-9e-08,45.46426,290.28094,0.591,6.77,0.51,CANDIDATE,Kepler,11.455160744500846,219.36263736263737
-191.0,-0.089,6045.0,343.5,0.006215,0.343,-0.18,16.4,-81.3,17.06,152.0,-4.54,81.3,46.882525,513.0,-0.006215,47.498089,297.89221,0.955,1.91,0.68,FALSE POSITIVE,Kepler,2.0,4.2250922509225095
-105.0,-0.289,5837.0,184.4,0.0001866,0.21,-0.39,92.2,-17.6,39.6,105.0,-38.9,17.6,20.7191626,790.0,-0.0001866,47.774399,281.27295,1.366,1.85,0.28,FALSE POSITIVE,Kepler,1.3543191800878478,10.477272727272727
-238.0,-0.575,6098.0,552.2,0.0688,0.431,-1.4,2.66,-71.9,2.19,195.0,-1.72,71.9,399.37587,326.0,-0.0688,43.497368,289.7308,1.618,3.93,1.05,CANDIDATE,Kepler,2.4289245982694685,7.680111265646731
-138.0,-0.055,5238.0,667.8,9.462e-05,0.176,-0.49,26.59,-36.3,19.39,169.0,-6.06,36.3,16.60973843,579.0,-9.462e-05,43.929539,300.4472,0.752,6.64,1.55,FALSE POSITIVE,Kepler,8.829787234042552,18.39669421487603
-316.0,-0.341,6988.0,538.0,0.00175,1.074,-1.03,58.78,-36.7,120.57,217.0,-27.84,36.7,54.323118,706.0,-0.00175,43.96748,300.79263,1.67,5.06,3.25,FALSE POSITIVE,Kepler,3.0299401197604787,14.659400544959126
-182.0,-0.063,5533.0,58570.0,1.561e-06,0.188,-1.51,145.32,-107.0,107.56,182.0,-37.55,107.0,5.803127153,886.0,-1.561e-06,44.052319,296.49356,0.795,19.04,4.5,FALSE POSITIVE,Kepler,23.949685534591193,547.3831775700935
-83.0,-0.053,5514.0,10984.0,3.463e-05,0.098,-43.78,15.2,-153.0,4.64,74.0,-2.58,153.0,35.51619219,504.0,-3.463e-05,44.102798,287.8569,0.871,719.49,80.95,FALSE POSITIVE,Kepler,826.0505166475316,71.79084967320262
-150.0,-0.097,5592.0,61953.0,3.3e-08,0.119,-4.97,3495.15,-62.1,1740.31,166.0,-1099.4,62.1,0.589049151,1959.0,-3.3e-08,44.472919,296.60672,0.771,39.51,6.09,FALSE POSITIVE,Kepler,51.245136186770424,997.6328502415458
-81.0,-0.052,5436.0,888.7,0.0003914,0.104,-0.19,4.91,-40.6,1.59,81.0,-0.81,40.6,80.2321467,380.0,-0.0003914,41.79668,282.86319,0.888,3.24,0.38,CONFIRMED,Kepler,3.6486486486486487,21.889162561576356
-195.0,-0.091,5952.0,1304.4,9.427e-05,0.273,-3.23,16.66,-80.1,14.7,160.0,-4.86,80.1,41.88970036,515.0,-9.427e-05,47.90807,295.46463,0.907,32.16,9.68,CANDIDATE,Kepler,35.457552370452035,16.284644194756556
-202.0,-0.114,6092.0,345.5,2.71e-06,0.341,-0.5,1466.9,-7.2,1428.09,165.0,-453.62,7.2,1.791406261,1579.0,-2.71e-06,41.381962,288.51645,1.028,4.51,1.5,FALSE POSITIVE,Kepler,4.3871595330739295,47.98611111111111
-170.0,-0.958,6168.0,117.6,1.243e-05,0.411,-1.08,13493.55,-13.7,6742.33,170.0,-8741.95,13.7,1.25483232,2748.0,-1.243e-05,39.891842,297.13702,2.572,2.89,0.46,FALSE POSITIVE,Kepler,1.1236391912908243,8.583941605839415
-139.0,-0.08,5193.0,286.2,3.463e-05,0.11,-0.14,118.73,-17.9,56.57,155.0,-33.59,17.9,5.71483873,842.0,-3.463e-05,44.171001,299.78946,0.755,1.26,0.18,FALSE POSITIVE,Kepler,1.6688741721854305,15.988826815642458
0.0,0.0,5780.0,509.5,0.00029,0.0,0.0,56.81,-70.7,0.0,0.0,0.0,70.7,17.5859472,700.0,-0.00029,42.790672,294.85565,1.0,2.24,0.0,FALSE POSITIVE,Kepler,2.24,7.206506364922206
-189.0,-0.203,6388.0,401.3,2.262e-06,0.377,-4.54,3837.83,-4.5,3400.73,157.0,-1470.49,4.5,1.332567005,2007.0,-2.262e-06,45.708881,292.60968,1.223,27.36,8.44,FALSE POSITIVE,Kepler,22.371218315617334,89.17777777777778
-86.0,-0.08,5757.0,126.9,8.193e-05,0.161,-0.1,116.56,-15.3,48.47,78.0,-23.4,15.3,10.32736351,838.0,-8.193e-05,47.5299,291.77164,1.017,1.25,0.2,CONFIRMED,Kepler,1.2291052114060965,8.294117647058824
-186.0,-0.082,5718.0,529.0,1.388e-05,0.246,-0.19,549.8,-16.6,470.3,169.0,-155.31,16.6,2.54557259,1234.0,-1.388e-05,43.403519,298.8461,0.863,1.97,0.56,FALSE POSITIVE,Kepler,2.282734646581692,31.86746987951807
-232.0,-0.106,6063.0,275.2,1.027e-06,0.318,-0.18,4778.23,-9.8,4558.89,190.0,-1501.92,9.8,0.704541784,2121.0,-1.027e-06,43.208172,288.08798,1.012,1.72,0.54,FALSE POSITIVE,Kepler,1.699604743083004,28.08163265306122
-179.0,-0.057,5176.0,9094.6,4.3e-07,0.097,-2.3,1560.69,-47.6,761.29,179.0,-418.21,47.6,0.697996932,1604.0,-4.3e-07,40.69503,299.33234,0.695,28.06,3.92,FALSE POSITIVE,Kepler,40.37410071942446,191.06302521008405
-177.0,-1.127,6487.0,919.1,2.585e-05,0.451,-34.1,2067.13,-6.9,1031.16,177.0,-1401.08,6.9,6.63449721,1719.0,-2.585e-05,38.862282,295.73996,2.817,85.25,13.65,FALSE POSITIVE,Kepler,30.262690805821794,133.20289855072463
-104.0,-0.309,5725.0,498.0,0.0003585,0.206,-0.83,9.12,-11.9,3.81,104.0,-4.01,11.9,110.9215892,443.0,-0.0003585,49.287521,285.90607,1.384,3.71,0.55,FALSE POSITIVE,Kepler,2.6806358381502893,41.84873949579832
-157.0,-0.063,5798.0,761.7,2.038e-05,0.189,-1.73,287.4,-8.5,209.45,157.0,-70.45,8.5,3.88673217,1050.0,-2.038e-05,39.562359,294.34216,0.767,21.04,5.18,FALSE POSITIVE,Kepler,27.431551499348107,89.61176470588236
-126.0,-0.254,6309.0,5817.3,6.3e-08,0.254,-2.42,3765.46,-9.1,1865.84,114.0,-1429.2,9.1,1.544928892,1997.0,-6.3e-08,39.618999,294.19211,1.412,13.43,2.41,CONFIRMED,Kepler,9.511331444759207,639.2637362637363
-237.0,-0.133,6215.0,519.3,4.015e-05,0.332,-0.39,134.04,-21.3,124.72,172.0,-46.48,21.3,11.76921923,868.0,-4.015e-05,40.074581,292.79404,1.052,3.12,0.99,FALSE POSITIVE,Kepler,2.9657794676806084,24.38028169014084
-259.0,-0.116,6197.0,36830.0,9.631e-06,0.349,-5.64,21.86,-89.2,22.36,194.0,-7.33,89.2,44.638983058,551.0,-9.631e-06,40.073051,293.02615,1.035,50.33,16.97,FALSE POSITIVE,Kepler,48.6280193236715,412.89237668161434
-169.0,-0.093,5621.0,187.2,4.108e-06,0.233,-0.19,1439.3,-20.0,1153.94,169.0,-420.74,20.0,1.236866732,1569.0,-4.108e-06,49.44677,296.68945,0.879,1.75,0.46,CANDIDATE,Kepler,1.9908987485779295,9.36
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.95980475,0.0,0.0,48.26231,291.97382,0.0,0.0,0.0,FALSE POSITIVE,Kepler,0.0,0.0
-239.0,-0.128,6268.0,130.0,8.421e-06,0.384,-0.15,1622.18,-15.7,1669.96,173.0,-537.97,15.7,1.926888595,1619.0,-8.421e-06,48.38747,297.53055,1.1,1.31,0.46,FALSE POSITIVE,Kepler,1.190909090909091,8.280254777070065
-78.0,-0.058,3526.0,788.0,0.0002289,0.048,-0.16,0.89,-63.1,0.33,71.0,-0.3,63.1,34.1420506,248.0,-0.0002289,49.437328,286.54001,0.383,1.06,0.13,CONFIRMED,Kepler,2.7676240208877285,12.48811410459588
-161.0,-0.061,5834.0,203.3,3.27e-07,0.272,-0.09,12357.89,-10.5,12283.45,152.0,-2935.33,10.5,0.241842544,2689.0,-3.27e-07,43.135841,288.24615,0.797,1.16,0.4,FALSE POSITIVE,Kepler,1.455457967377666,19.361904761904764
-261.0,-0.129,6249.0,191.6,2.341e-06,0.362,-0.18,4616.69,-13.5,4713.14,196.0,-1601.66,13.5,0.865759153,2100.0,-2.341e-06,41.484871,289.25012,1.076,1.53,0.52,FALSE POSITIVE,Kepler,1.4219330855018586,14.192592592592591
-144.0,-0.052,5376.0,136.8,6.947e-06,0.122,-0.06,823.09,-13.2,437.65,160.0,-186.16,13.2,1.332035996,1365.0,-6.947e-06,46.540909,285.20944,0.73,0.85,0.14,CANDIDATE,Kepler,1.1643835616438356,10.363636363636365
0.0,0.0,2703.0,1679.0,3.364e-05,0.0,0.0,0.47,-134.0,0.0,0.0,0.0,134.0,8.68910764,211.0,-3.364e-05,41.830421,292.50378,0.118,0.49,0.0,CONFIRMED,Kepler,4.152542372881356,12.529850746268657
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63624396,0.0,0.0,40.898788,297.15662,0.0,0.0,0.0,FALSE POSITIVE,Kepler,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4040248,0.0,0.0,42.9944,281.11948,0.0,0.0,0.0,FALSE POSITIVE,Kepler,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.81101738,0.0,0.0,47.242329,286.65024,0.0,0.0,0.0,FALSE POSITIVE,Kepler,0.0,0.0
-131.0,-0.16,5970.0,160.4,2.988e-05,0.195,-0.2,224.47,-7.4,101.21,107.0,-70.19,7.4,8.71980135,987.0,-2.988e-05,49.305161,284.4335,1.2,1.53,0.25,CONFIRMED,Kepler,1.2750000000000001,21.675675675675674
-131.0,-0.16,5970.0,116.4,4.701e-05,0.195,-0.17,300.58,-6.7,135.53,107.0,-93.99,6.7,7.00821787,1062.0,-4.701e-05,49.305161,284.4335,1.2,1.29,0.21,CONFIRMED,Kepler,1.0750000000000002,17.37313432835821
-193.0,-0.121,6455.0,1027.1,2.96e-07,0.338,-3.65,5162.98,-8.5,4528.85,154.0,-1540.17,8.5,0.903583394,2162.0,-2.96e-07,43.501202,288.17081,1.101,33.18,10.19,FALSE POSITIVE,Kepler,30.13623978201635,120.83529411764705
-153.0,-0.052,5072.0,321.1,1.987e-06,0.096,-0.1,997.75,-18.7,433.33,153.0,-233.66,18.7,0.99014722,1433.0,-1.987e-06,46.133911,289.20413,0.747,1.34,0.17,FALSE POSITIVE,Kepler,1.7938420348058903,17.171122994652407
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.61227705,0.0,0.0,47.858952,292.44772,0.0,0.0,0.0,FALSE POSITIVE,Kepler,0.0,0.0
-173.0,-0.091,5747.0,80.6,2.718e-06,0.273,-0.08,3022.82,-4.5,2672.1,156.0,-857.71,4.5,0.77359329,1890.0,-2.718e-06,43.014149,296.23697,0.907,0.82,0.25,FALSE POSITIVE,Kepler,0.9040793825799338,17.91111111111111
-138.0,-0.066,5088.0,119.2,3.33e-07,0.081,-0.07,5019.53,-5.1,1934.52,153.0,-1288.18,5.1,0.306937807,2142.0,-3.33e-07,42.823421,287.73572,0.741,0.82,0.09,FALSE POSITIVE,Kepler,1.106612685560054,23.372549019607845
-149.0,-0.187,5552.0,78.9,1.284e-06,0.304,-0.2,4063.57,-6.3,3514.37,149.0,-1622.22,6.3,0.716531851,2034.0,-1.284e-06,42.434368,298.29819,1.03,1.11,0.33,CANDIDATE,Kepler,1.0776699029126213,12.523809523809526
-203.0,-0.147,6173.0,211.3,1.48e-06,0.342,-0.23,7053.67,-10.4,6525.9,166.0,-2444.51,10.4,0.637487312,2334.0,-1.48e-06,48.410851,285.5463,1.083,1.75,0.56,FALSE POSITIVE,Kepler,1.615881809787627,20.317307692307693
-145.0,-0.064,5552.0,292.5,1.377e-05,0.353,-0.11,160.68,-15.3,205.76,166.0,-37.5,15.3,5.71489488,908.0,-1.377e-05,44.811562,283.97751,0.833,1.41,0.59,FALSE POSITIVE,Kepler,1.6926770708283314,19.11764705882353
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.76967007,0.0,0.0,38.335579,290.91119,0.0,0.0,0.0,FALSE POSITIVE,Kepler,0.0,0.0
-140.0,-0.719,5537.0,64.5,0.002406,1.049,-0.57,20.44,-10.2,39.47,169.0,-14.22,10.2,76.642481,542.0,-0.002406,42.813919,287.57117,1.714,1.36,0.84,FALSE POSITIVE,Kepler,0.7934655775962661,6.3235294117647065
-174.0,-0.144,5029.0,568.4,2.123e-05,0.481,-0.34,149.23,-40.7,249.82,192.0,-56.64,40.7,5.47715718,892.0,-2.123e-05,46.316551,284.34274,0.93,2.17,1.12,CANDIDATE,Kepler,2.333333333333333,13.965601965601964
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.45736853,0.0,0.0,44.900021,291.95999,0.0,0.0,0.0,FALSE POSITIVE,Kepler,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.49361221,0.0,0.0,48.645279,286.71564,0.0,0.0,0.0,FALSE POSITIVE,Kepler,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4296786,0.0,0.0,48.11438,297.29269,0.0,0.0,0.0,FALSE POSITIVE,Kepler,0.0,0.0
-210.0,-0.075,5825.0,210.3,0.0001085,0.455,-0.13,218.94,-35.9,314.73,175.0,-58.15,35.9,5.9703813,981.0,-0.0001085,46.698341,290.17618,0.965,1.69,0.79,FALSE POSITIVE,Kepler,1.7512953367875648,5.857938718662953
-82.0,-0.086,5495.0,30.2,6.315e-05,0.115,-0.05,138.36,-3.1,44.63,74.0,-30.35,3.1,7.57299816,875.0,-6.315e-05,46.296951,297.14883,0.961,0.53,0.06,CANDIDATE,Kepler,0.5515088449531739,9.741935483870968
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.95383243,0.0,0.0,43.244049,282.23969,0.0,0.0,0.0,FALSE POSITIVE,Kepler,0.0,0.0
-92.0,-0.021,4580.0,745.4,0.0001311,0.046,-0.07,5.61,-24.1,1.32,92.0,-0.76,24.1,32.376183,392.0,-0.0001311,46.582191,285.25366,0.675,2.26,0.16,CONFIRMED,Kepler,3.3481481481481477,30.92946058091286
-105.0,-0.256,5791.0,1628.1,0.001795,0.209,-1.22,2.51,-49.6,1.13,117.0,-0.98,49.6,284.063137,321.0,-0.001795,46.988239,289.34143,1.336,6.36,0.99,CONFIRMED,Kepler,4.7604790419161676,32.824596774193544
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.68366098,0.0,0.0,46.637909,288.28134,0.0,0.0,0.0,FALSE POSITIVE,Kepler,0.0,0.0
-173.0,-0.199,5754.0,160.8,1.554e-05,0.298,-0.29,445.13,-11.8,355.98,156.0,-181.14,11.8,4.30908594,1172.0,-1.554e-05,46.159409,294.29269,1.097,1.62,0.44,FALSE POSITIVE,Kepler,1.4767547857793986,13.627118644067798
-147.0,-0.067,5637.0,144.3,0.004154,0.265,-0.08,7.74,-18.8,7.27,147.0,-1.87,18.8,57.104588,425.0,-0.004154,46.88168,291.38715,0.821,0.98,0.31,FALSE POSITIVE,Kepler,1.1936662606577346,7.675531914893617
-152.0,-0.061,5614.0,1291.9,6e-08,0.182,-0.53,4962.18,-5.7,3449.39,152.0,-1186.68,5.7,0.422015793,2136.0,-6e-08,41.371151,286.92056,0.777,6.69,1.57,FALSE POSITIVE,Kepler,8.610038610038611,226.64912280701756
-232.0,-0.118,6116.0,104.7,3.275e-06,0.355,-0.12,3715.61,-5.6,3586.43,169.0,-1187.79,5.6,0.945825494,1989.0,-3.275e-06,42.286572,292.01581,1.084,1.14,0.38,FALSE POSITIVE,Kepler,1.0516605166051658,18.696428571428573
-185.0,-0.072,5334.0,264.5,2.116e-06,0.1,-0.13,2135.8,-24.5,1069.3,204.0,-627.68,24.5,0.676715927,1735.0,-2.116e-06,39.683929,294.34518,0.733,1.29,0.18,FALSE POSITIVE,Kepler,1.7598908594815825,10.795918367346939
-85.0,-0.046,4786.0,106.4,3.836e-05,0.027,-0.04,113.62,-11.0,16.03,76.0,-20.11,11.0,4.64490141,832.0,-3.836e-05,48.340778,282.34305,0.77,0.76,0.03,CANDIDATE,Kepler,0.987012987012987,9.672727272727274
-213.0,-0.107,6459.0,60.8,2.5e-06,0.447,-0.09,8812.63,-3.6,11127.21,164.0,-2613.13,3.6,0.576441813,2471.0,-2.5e-06,38.442619,289.82767,1.038,0.82,0.35,FALSE POSITIVE,Kepler,0.789980732177264,16.88888888888889
-64.0,-0.04,3553.0,235.3,5.69e-07,0.036,-0.07,301.79,-8.5,85.41,56.0,-78.85,8.5,0.423854275,1062.0,-5.69e-07,40.986141,288.71979,0.368,0.58,0.05,FALSE POSITIVE,Kepler,1.576086956521739,27.68235294117647
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.43731228,0.0,0.0,37.279861,292.3407,0.0,0.0,0.0,FALSE POSITIVE,Kepler,0.0,0.0
-211.0,-0.104,5907.0,1433.7,2.06e-07,0.312,-3.5,4160.84,-8.1,4037.6,176.0,-1297.75,8.1,0.692693892,2050.0,-2.06e-07,49.073139,295.56525,0.964,32.44,10.5,FALSE POSITIVE,Kepler,33.65145228215768,177.0
-187.0,-0.087,5390.0,846.8,6.06e-07,0.12,-0.46,2026.85,-23.6,1111.64,206.0,-639.01,23.6,0.768934934,1713.0,-6.06e-07,49.882469,289.92453,0.777,4.09,0.63,FALSE POSITIVE,Kepler,5.263835263835263,35.881355932203384
-232.0,-0.11,6072.0,118.8,7.724e-06,0.33,-0.12,2998.77,-8.2,3033.87,189.0,-972.29,8.2,0.998212785,1888.0,-7.724e-06,44.975422,293.61337,0.988,1.1,0.36,FALSE POSITIVE,Kepler,1.1133603238866399,14.487804878048781
-142.0,-0.109,5231.0,150.2,3.289e-06,0.12,-0.13,2145.14,-14.2,1029.95,174.0,-679.83,14.2,0.764863517,1733.0,-3.289e-06,51.208599,290.08478,0.86,1.04,0.15,CONFIRMED,Kepler,1.2093023255813955,10.577464788732394
-191.0,-0.135,5862.0,122.6,1.822e-06,0.315,-0.15,4599.89,-8.5,4038.86,156.0,-1541.14,8.5,0.710894157,2098.0,-1.822e-06,47.816399,297.94925,1.049,1.16,0.35,FALSE POSITIVE,Kepler,1.105815061963775,14.423529411764704
-232.0,-1.423,6456.0,23.5,4.016e-06,0.699,-0.7,64294.62,-2.3,45066.11,190.0,-48672.31,2.3,0.537839241,4061.0,-4.016e-06,52.19809,289.46765,3.03,1.49,0.34,FALSE POSITIVE,Kepler,0.49174917491749176,10.217391304347826
-188.0,-0.098,5970.0,456.8,2.77e-07,0.293,-0.24,9009.0,-11.6,8591.22,167.0,-2701.03,11.6,0.373684977,2490.0,-2.77e-07,45.527168,291.38965,0.908,2.25,0.73,FALSE POSITIVE,Kepler,2.4779735682819384,39.37931034482759
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.10118564,0.0,0.0,44.063541,290.41016,0.0,0.0,0.0,FALSE POSITIVE,Kepler,0.0,0.0
-182.0,-0.038,5257.0,247.9,1.825e-06,0.083,-0.06,2074.18,-18.1,960.01,182.0,-480.56,18.1,0.544962596,1719.0,-1.825e-06,41.876862,297.10153,0.639,1.03,0.13,FALSE POSITIVE,Kepler,1.6118935837245696,13.696132596685082
-179.0,-0.059,6024.0,114.6,2.344e-06,0.236,-0.07,3179.14,-9.5,2713.42,179.0,-747.27,9.5,0.769127296,1917.0,-2.344e-06,43.28648,293.57123,0.831,0.9,0.25,FALSE POSITIVE,Kepler,1.0830324909747293,12.063157894736841
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.56791218,0.0,0.0,49.584629,287.62094,0.0,0.0,0.0,FALSE POSITIVE,Kepler,0.0,0.0
-129.0,-0.059,4791.0,405.5,2.002e-05,0.054,-0.13,124.3,-37.4,36.62,143.0,-29.87,37.4,4.09578199,851.0,-2.002e-05,37.974548,292.03348,0.742,1.64,0.12,CONFIRMED,Kepler,2.210242587601078,10.842245989304812
-131.0,-0.16,5970.0,482.9,0.0005466,0.195,-0.35,9.71,-14.2,4.39,107.0,-3.03,14.2,91.9401253,450.0,-0.0005466,49.305161,284.4335,1.2,2.62,0.43,CONFIRMED,Kepler,2.1833333333333336,34.00704225352113
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.57337995,0.0,0.0,41.627468,298.81332,0.0,0.0,0.0,FALSE POSITIVE,Kepler,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0097245,0.0,0.0,47.932018,291.63528,0.0,0.0,0.0,FALSE POSITIVE,Kepler,0.0,0.0
-76.0,-0.028,3805.0,710.0,1.039e-05,0.028,-0.07,24.38,-53.3,4.61,61.0,-4.36,53.3,4.5770016,567.0,-1.039e-05,51.154121,288.87436,0.497,1.33,0.08,CONFIRMED,Kepler,2.676056338028169,13.320825515947467
-148.0,-0.099,5559.0,79.7,0.0001784,0.136,-0.09,49.51,-5.6,26.95,165.0,-15.51,5.6,14.4540329,676.0,-0.0001784,43.012428,294.95102,0.79,0.72,0.13,CONFIRMED,Kepler,0.9113924050632911,14.23214285714286
