st_tefferr2,st_raderr2,st_teff,pl_trandep,pl_orbpererr1,st_raderr1,pl_radeerr2,pl_insol,pl_trandeperr2,pl_insolerr1,st_tefferr1,pl_insolerr2,pl_trandeperr1,pl_orbper,pl_eqt,pl_orbpererr2,dec,ra,st_rad,pl_rade,pl_radeerr1,disposition,source,pl_rad_to_star_rad_ratio,pl_signal_significance
-154.0,-0.156,5709.0,32.7,0.0,0.253,-0.09,3227.02,0.0,2560.06,154.0,-1216.51,0.0,0.822314545,1922.0,0.0,39.565659,297.55054,0.938,0.54,0.15,FALSE POSITIVE,Kepler,0.5756929637526653,0.0
-151.0,-1.129,5023.0,560310.0,2.187e-06,1.027,-89.75,51.25,-238.0,91.99,151.0,-45.14,238.0,31.005392846,682.0,-2.187e-06,39.661469,284.04434,1.784,141.82,81.65,FALSE POSITIVE,Kepler,79.49551569506725,2354.2436974789916
-72.0,-0.041,3624.0,3001.0,3.323e-05,0.038,-1.41,41.37,-282.0,11.35,58.0,-10.51,282.0,2.189097,647.0,-3.323e-05,39.690639,285.89905,0.406,13.92,1.3,FALSE POSITIVE,Kepler,34.285714285714285,10.641843971631205
-96.0,-4.535,4029.0,728.8,9.575e-05,10.581,-11.43,6014.16,-42.2,9891.63,157.0,-2666.95,42.2,17.51191534,2246.0,-9.575e-05,39.613361,292.92682,20.888,52.64,26.66,FALSE POSITIVE,Kepler,2.520107238605898,17.270142180094783
-161.0,-0.119,5942.0,244.7,0.04224,0.361,-0.19,0.68,-37.1,0.76,165.0,-0.22,37.1,521.10826,231.0,-0.04224,39.691681,293.23929,0.947,1.5,0.57,CANDIDATE,Kepler,1.5839493136219642,6.5956873315363875
-107.0,-2.601,4764.0,6907.1,0.0003342,3.901,-22.66,389.15,-96.9,685.2,142.0,-251.62,96.9,41.3701638,1133.0,-0.0003342,39.690128,293.86234,6.883,59.95,33.97,FALSE POSITIVE,Kepler,8.709864884498039,71.28070175438596
-218.0,-0.302,6600.0,481370.0,7.8e-08,0.247,-22.35,4556.14,-228.0,2983.83,178.0,-2425.75,228.0,1.306220168,2095.0,-7.8e-08,39.64283,294.99365,1.124,83.16,18.27,FALSE POSITIVE,Kepler,73.98576512455514,2111.2719298245615
-144.0,-0.084,5689.0,295.1,0.02751,0.369,-0.15,0.38,-39.7,0.48,156.0,-0.09,39.7,631.632,201.0,-0.02751,39.609322,295.34366,0.894,1.56,0.64,FALSE POSITIVE,Kepler,1.74496644295302,7.433249370277078
-208.0,-0.333,6343.0,41596.0,7.5e-08,0.407,-18.19,9947.96,-60.6,8374.75,170.0,-4853.1,60.6,0.756511623,2549.0,-7.5e-08,40.341228,298.71249,1.417,77.4,22.23,FALSE POSITIVE,Kepler,54.62244177840508,686.4026402640263
-136.0,-2.651,5096.0,7473.8,3.596e-06,1.767,-120.6,1893.11,-21.7,1197.77,53.0,-1234.69,21.7,10.845286549,1682.0,-3.596e-06,40.314751,298.99789,7.023,319.52,80.39,FALSE POSITIVE,Kepler,45.496226683753385,344.41474654377885
-144.0,-0.032,4869.0,136390.0,3.612e-05,0.025,-1.39,5.55,-931.0,1.28,144.0,-1.19,931.0,32.45541269,392.0,-3.612e-05,40.498619,284.69308,0.543,23.48,1.08,FALSE POSITIVE,Kepler,43.24125230202578,146.49838882921588
-224.0,-0.117,6181.0,98.4,2.949e-05,0.327,-0.12,689.16,-11.8,643.11,168.0,-222.12,11.8,3.39401963,1306.0,-2.949e-05,40.418301,288.03058,1.029,1.03,0.32,CANDIDATE,Kepler,1.000971817298348,8.338983050847457
-152.0,-0.157,5661.0,563290.0,2.518e-06,0.269,-12.07,241.42,-618.0,193.24,152.0,-88.3,618.0,5.917085496,1005.0,-2.518e-06,40.497189,289.34967,0.987,75.86,20.67,FALSE POSITIVE,Kepler,76.85916919959473,911.4724919093851
-149.0,-0.132,5530.0,232350.0,6.4e-08,0.227,-6.79,2174.51,-228.0,1674.66,165.0,-759.33,228.0,0.958871144,1743.0,-6.4e-08,40.46183,290.09079,0.892,45.91,11.68,FALSE POSITIVE,Kepler,51.468609865470846,1019.078947368421
-341.0,-0.22,7296.0,1148.0,0.0001018,1.19,-0.91,26335.17,-421.0,69464.72,226.0,-10507.27,421.0,0.5402463,3249.0,-0.0001018,40.41156,290.79919,1.498,6.2,4.92,FALSE POSITIVE,Kepler,4.138851802403204,2.7268408551068886
-62.0,-0.688,5216.0,32.3,9.265e-06,0.84,-0.39,17822.99,-1.9,9957.03,67.0,-6335.25,1.9,1.288046428,2945.0,-9.265e-06,40.44767,291.05292,3.871,2.18,0.48,FALSE POSITIVE,Kepler,0.5631619736502196,17.0
-288.0,-0.542,6873.0,82364.0,5.74e-07,0.596,-29.62,2150.58,-95.5,2025.88,216.0,-1215.99,95.5,4.200206781,1737.0,-5.74e-07,41.510712,298.06311,1.923,105.07,32.56,FALSE POSITIVE,Kepler,54.63858554342173,862.4502617801047
-182.0,-0.14,6063.0,36700.0,4.34e-07,0.227,-4.13,272.7,-32.8,205.86,182.0,-99.65,32.8,6.091954982,1036.0,-4.34e-07,41.567429,298.62177,0.913,26.96,6.71,FALSE POSITIVE,Kepler,29.529025191675792,1118.9024390243903
-75.0,-0.114,5600.0,61.5,5.469e-05,0.152,-0.08,263.79,-7.3,101.96,75.0,-65.78,7.3,5.52507406,1028.0,-5.469e-05,41.633072,284.12134,1.037,0.8,0.12,CANDIDATE,Kepler,0.7714561234329799,8.424657534246576
-168.0,-0.055,5227.0,4147.0,0.02646,0.2,-422.8,0.31,-640.0,0.26,204.0,-0.07,640.0,485.52409,191.0,-0.02646,41.668598,290.07434,0.8,6149.09,1537.0,FALSE POSITIVE,Kepler,7686.3625,6.4796875
-186.0,-0.06,5297.0,199900.0,1.02e-07,0.111,-3.52,1654.36,-240.0,873.76,186.0,-448.84,240.0,0.76647343,1628.0,-1.02e-07,41.66721,291.1915,0.722,42.33,6.5,FALSE POSITIVE,Kepler,58.62880886426593,832.9166666666666
-230.0,-0.102,6029.0,93.5,0.0002932,0.306,-0.11,307.32,-8.6,298.22,188.0,-97.41,8.6,5.2439783,1068.0,-0.0002932,41.697842,291.82001,0.956,1.03,0.33,FALSE POSITIVE,Kepler,1.0774058577405858,10.872093023255815
-218.0,-0.08,6212.0,93.5,0.0002988,0.255,-0.08,296.41,-13.1,267.16,196.0,-84.95,13.1,5.2436639,1059.0,-0.0002988,41.624439,291.92285,0.862,0.88,0.26,FALSE POSITIVE,Kepler,1.0208816705336428,7.137404580152672
-139.0,-0.061,4634.0,128.6,0.0001632,0.05,-0.07,72.18,-14.2,20.18,125.0,-19.1,14.2,5.2438269,743.0,-0.0001632,41.630718,291.92297,0.689,0.76,0.05,FALSE POSITIVE,Kepler,1.1030478955007257,9.056338028169014
-156.0,-0.154,6045.0,7.5,6.607e-06,0.342,-0.04,7279.54,-0.9,7188.53,150.0,-2588.52,0.9,0.56678702,2356.0,-6.607e-06,42.50993,291.58624,0.999,0.27,0.1,FALSE POSITIVE,Kepler,0.2702702702702703,8.333333333333334
-185.0,-0.066,5376.0,99.5,5.741e-05,0.143,-0.07,477.24,-10.0,280.24,185.0,-127.54,10.0,2.19642864,1193.0,-5.741e-05,42.564838,291.83594,0.806,0.79,0.14,FALSE POSITIVE,Kepler,0.9801488833746899,9.95
-194.0,-0.335,6438.0,266550.0,2.87e-07,0.302,-21.59,2448.43,-152.0,1721.41,174.0,-1272.22,152.0,2.19635512,1793.0,-2.87e-07,42.558521,291.84366,1.273,82.04,19.46,FALSE POSITIVE,Kepler,64.44619010212098,1753.6184210526317
-196.0,-0.418,5957.0,72976.0,2.864e-06,0.38,-21.68,65.88,-38.5,59.97,196.0,-39.63,38.5,26.718417546,727.0,-2.864e-06,42.522102,296.12494,1.286,66.69,19.71,FALSE POSITIVE,Kepler,51.85847589424572,1895.4805194805194
-238.0,-1.764,6315.0,110.6,3.654e-06,1.042,-2.01,53910.99,-6.2,57117.66,223.0,-45507.57,6.2,0.615787196,3886.0,-3.654e-06,42.587559,296.41483,3.075,3.5,1.19,FALSE POSITIVE,Kepler,1.1382113821138211,17.838709677419352
0.0,0.0,5780.0,560.0,0.07383,0.0,0.0,0.58,-104.0,0.0,0.0,0.0,104.0,548.08441,222.0,-0.07383,42.623707,280.96588,1.0,2.35,0.0,FALSE POSITIVE,Kepler,2.35,5.384615384615385
-198.0,-0.591,6256.0,123360.0,4.51e-07,0.394,-22.28,3030.64,-220.0,2496.24,220.0,-2040.23,220.0,2.213964145,1891.0,-4.51e-07,42.600914,284.31378,1.514,57.06,14.85,FALSE POSITIVE,Kepler,37.68824306472919,560.7272727272727
-195.0,-0.32,6534.0,36.3,9.005e-06,0.763,-0.22,1627.1,-3.8,2541.56,147.0,-756.19,3.8,3.226232203,1620.0,-9.005e-06,42.67696,286.84534,1.437,1.01,0.54,CANDIDATE,Kepler,0.7028531663187195,9.552631578947368
-207.0,-0.091,6267.0,110950.0,2.8e-08,0.273,-4.33,3066.26,0.0,2671.67,169.0,-890.11,0.0,1.025534511,1896.0,-2.8e-08,43.774761,295.40265,0.919,43.68,12.97,FALSE POSITIVE,Kepler,47.52992383025027,0.0
-204.0,-0.121,6387.0,236250.0,1.56e-07,0.338,-6.0,287.83,-22.2,259.94,157.0,-88.7,22.2,7.64941291,1050.0,-1.56e-07,43.718182,295.44434,1.076,53.4,16.78,FALSE POSITIVE,Kepler,49.628252788104085,10641.891891891892
-200.0,-0.127,6067.0,71071.0,7.11e-07,0.296,-6.5,102.2,-13.9,88.92,163.0,-34.15,13.9,13.174807933,811.0,-7.11e-07,43.750172,295.63474,0.997,51.06,15.16,FALSE POSITIVE,Kepler,51.213640922768306,5113.0215827338125
-211.0,-0.114,6063.0,372.0,2.389e-06,0.286,-2.97,5290.98,-154.0,4424.94,169.0,-1675.26,154.0,0.655094658,2173.0,-2.389e-06,43.72493,297.01382,1.012,26.41,7.46,FALSE POSITIVE,Kepler,26.09683794466403,2.4155844155844157
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33287187,0.0,0.0,43.789322,297.09592,0.0,0.0,0.0,FALSE POSITIVE,Kepler,0.0,0.0
-185.0,-0.441,6163.0,62962.0,1.29e-07,0.361,-21.78,10725.15,-137.0,8399.87,167.0,-6396.05,137.0,0.692239369,2594.0,-1.29e-07,43.79594,299.20007,1.358,67.05,17.82,FALSE POSITIVE,Kepler,49.374079528718696,459.57664233576645
-167.0,-0.58,5575.0,77832.0,1.113e-06,0.475,-30.08,115.15,-24.6,115.38,167.0,-79.37,24.6,17.030857558,836.0,-1.113e-06,43.760342,299.82162,1.423,73.8,24.64,FALSE POSITIVE,Kepler,51.86226282501757,3163.90243902439
-203.0,-0.56,6749.0,32.5,0.0,0.458,-0.35,5269.29,0.0,3512.39,169.0,-2848.99,0.0,2.352446342,2173.0,0.0,43.867352,282.15485,2.003,1.24,0.28,CANDIDATE,Kepler,0.619071392910634,0.0
-286.0,-0.144,6860.0,415020.0,7.11e-06,0.312,-10.41,47.15,-341.0,32.86,167.0,-15.76,341.0,43.797829003,668.0,-7.11e-06,44.83852,295.93079,1.292,93.43,22.57,FALSE POSITIVE,Kepler,72.31424148606811,1217.0674486803518
-242.0,-0.248,6292.0,294550.0,3.59e-07,0.341,-26.86,806.64,-196.0,680.27,198.0,-366.24,196.0,4.254417651,1360.0,-3.59e-07,44.870342,296.17844,1.235,133.79,36.95,FALSE POSITIVE,Kepler,108.331983805668,1502.8061224489795
-284.0,-0.453,6794.0,488410.0,1.13e-06,0.503,-33.8,238.5,-174.0,207.28,189.0,-129.86,174.0,18.778162159,1002.0,-1.13e-06,44.874432,298.87222,1.71,127.57,37.52,FALSE POSITIVE,Kepler,74.60233918128655,2806.9540229885056
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25451792,0.0,0.0,44.801235,299.50754,0.0,0.0,0.0,FALSE POSITIVE,Kepler,0.0,0.0
-89.0,-1.178,5017.0,173950.0,1.52e-07,0.634,-67.71,11307.3,-95.4,4213.53,52.0,-5765.39,95.4,1.575710265,2630.0,-1.52e-07,44.806961,301.30865,4.293,246.75,36.44,FALSE POSITIVE,Kepler,57.47728860936408,1823.3752620545072
-157.0,-0.075,5810.0,364350.0,4.27e-07,0.176,-5.04,541.27,-627.0,362.91,157.0,-144.87,627.0,2.534740757,1230.0,-4.27e-07,44.989731,283.43408,0.781,52.52,11.84,FALSE POSITIVE,Kepler,67.247119078105,581.1004784688995
-177.0,-0.142,5941.0,28618.0,1.67e-05,0.231,-6.67,22.2,-75.5,16.47,159.0,-8.15,75.5,37.59406667,554.0,-1.67e-05,44.96336,284.44827,0.917,43.08,10.86,FALSE POSITIVE,Kepler,46.979280261723005,379.04635761589407
-243.0,-0.474,6313.0,19.7,0.0001748,0.474,-0.32,1438.97,-0.6,1266.31,177.0,-831.78,0.6,3.6972959,1571.0,-0.0001748,44.910477,285.04236,1.594,1.07,0.32,FALSE POSITIVE,Kepler,0.671267252195734,32.833333333333336
-183.0,-0.095,6109.0,70873.0,4.47e-07,0.266,-3.46,224.32,-53.2,192.96,183.0,-64.16,53.2,6.855624762,987.0,-4.47e-07,44.959969,288.88599,0.931,33.93,9.69,FALSE POSITIVE,Kepler,36.44468313641246,1332.1992481203006
-198.0,-0.097,6053.0,11852.0,6.15e-05,0.291,-1.58,7.96,-62.0,7.14,162.0,-2.34,62.0,80.7060641,428.0,-6.15e-05,46.306911,287.96375,0.949,15.47,4.75,FALSE POSITIVE,Kepler,16.3013698630137,191.16129032258064
-198.0,-0.097,6053.0,136.0,1.321e-05,0.291,-0.13,981.63,-11.9,881.06,162.0,-288.97,11.9,2.17814513,1428.0,-1.321e-05,46.306911,287.96375,0.949,1.22,0.37,FALSE POSITIVE,Kepler,1.285563751317176,11.428571428571429
-183.0,-0.24,6126.0,304070.0,3.92e-07,0.33,-15.84,4147.85,-1705.0,3417.5,165.0,-1820.43,1705.0,1.089077111,2045.0,-3.92e-07,46.324139,288.02032,1.176,77.59,21.77,FALSE POSITIVE,Kepler,65.97789115646259,178.34017595307918
-138.0,-0.066,5096.0,37.4,8.619e-06,0.081,-0.04,917.78,-5.2,354.84,153.0,-236.14,5.2,1.089057762,1404.0,-8.619e-06,46.379551,288.06711,0.737,0.44,0.05,FALSE POSITIVE,Kepler,0.5970149253731344,7.192307692307692
-166.0,-0.055,4331.0,594.0,3.003e-06,0.041,-0.14,1724.34,-38.4,504.35,151.0,-483.07,38.4,0.379412331,1643.0,-3.003e-06,46.322498,289.87915,0.666,1.59,0.09,FALSE POSITIVE,Kepler,2.3873873873873874,15.46875
-191.0,-0.07,5459.0,1943.6,4.35e-07,0.163,-2.34,2897.54,-13.6,1926.34,191.0,-806.74,13.6,0.585940879,1873.0,-4.35e-07,46.304871,289.99408,0.797,26.57,5.43,FALSE POSITIVE,Kepler,33.3375156838143,142.91176470588235
-164.0,-0.065,5497.0,109.3,6.13e-05,0.152,-0.06,243.14,-14.1,138.15,147.0,-60.96,14.1,3.90735046,1007.0,-6.13e-05,46.365768,292.82965,0.809,0.83,0.16,CANDIDATE,Kepler,1.0259579728059331,7.75177304964539
-316.0,-0.291,7257.0,25.2,9.883e-06,0.54,-0.15,23676.16,-2.7,23849.25,230.0,-10301.81,2.7,0.646523404,3163.0,-9.883e-06,46.342331,293.05569,1.631,0.85,0.28,FALSE POSITIVE,Kepler,0.5211526670754139,9.333333333333332
-139.0,-0.077,5134.0,37224.0,2.24e-07,0.077,-3.64,2003.98,-266.0,792.55,170.0,-571.42,266.0,0.626431697,1709.0,-2.24e-07,47.706791,299.09528,0.721,34.05,3.63,FALSE POSITIVE,Kepler,47.22607489597781,139.93984962406014
-178.0,-0.475,6472.0,245990.0,1.51e-07,0.428,-24.28,2560.78,-113.0,1962.53,146.0,-1441.09,113.0,2.696354974,1815.0,-1.51e-07,47.818989,283.76651,1.579,80.71,21.88,FALSE POSITIVE,Kepler,51.11462951234959,2176.902654867257
-78.0,-0.043,5751.0,541.4,0.00877,0.138,-0.1,0.81,-46.0,0.31,78.0,-0.11,46.0,377.501257,242.0,-0.00877,47.81105,285.6409,0.94,2.16,0.32,CANDIDATE,Kepler,2.297872340425532,11.769565217391303
-152.0,-0.193,5691.0,79330.0,1.61e-06,0.29,-10.06,78.43,-48.4,64.64,152.0,-31.94,48.4,14.762889172,759.0,-1.61e-06,47.867298,288.55362,1.031,53.72,15.11,FALSE POSITIVE,Kepler,52.10475266731329,1639.0495867768595
-183.0,-1.257,5446.0,71.9,0.0001326,1.136,-1.56,1305.08,-5.2,1967.04,196.0,-1049.27,5.2,4.5638537,1533.0,-0.0001326,47.845261,290.67877,2.39,2.97,1.41,FALSE POSITIVE,Kepler,1.2426778242677825,13.826923076923078
-243.0,-0.41,6781.0,45.1,5.3e-06,0.336,-0.3,6722.29,-4.9,4102.75,182.0,-3440.04,4.9,1.463775066,2308.0,-5.3e-06,47.83942,292.47604,1.651,1.2,0.24,FALSE POSITIVE,Kepler,0.726832222895215,9.204081632653061
-250.0,-0.378,6328.0,56616.0,2.58e-07,0.421,-32.07,452.03,-9.4,390.47,181.0,-241.75,9.4,8.098754149,1176.0,-2.58e-07,47.83535,292.49185,1.45,123.02,35.72,FALSE POSITIVE,Kepler,84.84137931034483,6022.978723404255
-140.0,-0.08,5237.0,7339.5,4.7e-08,0.089,-3.25,2476.75,-5.3,1018.83,156.0,-708.94,5.3,0.587938916,1800.0,-4.7e-08,47.877399,296.82581,0.74,29.98,3.6,FALSE POSITIVE,Kepler,40.513513513513516,1384.811320754717
-263.0,-0.107,6168.0,433.6,0.01933,0.32,-0.22,1.97,-72.8,2.05,219.0,-0.67,72.8,246.87131,302.0,-0.01933,44.61866,290.7782,0.96,2.02,0.68,FALSE POSITIVE,Kepler,2.104166666666667,5.956043956043956
0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.63,0.0,128.69,0.0,-61.53,0.0,0.71957289,0.0,0.0,49.858589,289.73761,0.0,0.0,0.0,FALSE POSITIVE,Kepler,0.0,0.0
-345.0,-1.009,7279.0,226980.0,1.64e-07,0.543,-49.94,16893.61,-226.0,10976.1,230.0,-11623.88,226.0,1.559090282,2905.0,-1.64e-07,49.841808,296.97705,2.624,129.87,26.87,FALSE POSITIVE,Kepler,49.49314024390244,1004.3362831858407
-138.0,-0.061,4205.0,109.1,1.852e-05,0.05,-0.07,159.62,-17.7,52.24,125.0,-47.87,17.7,1.81993557,907.0,-1.852e-05,49.968361,288.5928,0.578,0.66,0.06,FALSE POSITIVE,Kepler,1.1418685121107268,6.163841807909605
-261.0,-0.226,6720.0,43.1,4.563e-06,0.453,-0.15,14401.76,-3.4,13652.09,161.0,-5836.12,3.4,0.612888148,2796.0,-4.563e-06,49.955441,292.29239,1.368,0.93,0.31,FALSE POSITIVE,Kepler,0.6798245614035088,12.676470588235295
-76.0,-0.719,5092.0,10308.0,1.501e-06,0.654,-30.3,448.22,-7.4,211.09,60.0,-180.2,7.4,15.541358818,1174.0,-1.501e-06,49.928791,294.74091,3.54,149.19,27.57,FALSE POSITIVE,Kepler,42.144067796610166,1392.972972972973
-66.0,-0.389,5530.0,47.1,0.0001483,0.259,-0.27,388.54,-5.6,170.24,82.0,-178.56,5.6,7.1969168,1132.0,-0.0001483,49.978352,296.73917,1.575,1.1,0.18,CANDIDATE,Kepler,0.6984126984126985,8.410714285714286
-202.0,-0.344,6290.0,75.6,0.0002311,0.622,-0.3,235.16,-10.9,314.23,170.0,-118.57,10.9,12.8177012,999.0,-0.0002311,49.990059,297.52872,1.385,1.21,0.55,FALSE POSITIVE,Kepler,0.8736462093862816,6.935779816513761
-227.0,-0.856,6389.0,103970.0,1.43e-07,0.461,-45.84,4536.51,-33.1,3222.97,181.0,-3303.99,33.1,2.274628199,2092.0,-1.43e-07,50.06509,290.39725,1.947,104.26,24.68,FALSE POSITIVE,Kepler,53.54904982023626,3141.087613293051
-58.0,-0.331,4850.0,633.0,0.001547,0.537,-0.8,71.36,-39.5,21.94,63.0,-12.6,39.5,85.338393,741.0,-0.001547,44.686241,291.90042,4.696,11.4,1.31,FALSE POSITIVE,Kepler,2.4275979557069847,16.025316455696203
-84.0,-0.653,7079.0,47751.0,2.204e-06,0.436,-14.86,2942.15,-71.7,1224.38,74.0,-1355.56,71.7,5.499941793,1878.0,-2.204e-06,38.06913,293.16495,2.634,59.94,9.92,FALSE POSITIVE,Kepler,22.75626423690205,665.9832635983263
-149.0,-0.174,5566.0,101310.0,4.86e-07,0.261,-6.13,659.45,-166.0,522.55,149.0,-261.58,166.0,2.629870555,1291.0,-4.86e-07,38.009029,293.20734,0.967,34.05,9.19,FALSE POSITIVE,Kepler,35.211995863495346,610.3012048192771
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1767.45,0.0,2046.45,0.0,-777.12,0.0,1.97362159,0.0,0.0,38.164829,285.72971,0.0,0.0,0.0,FALSE POSITIVE,Kepler,0.0,0.0
-82.0,-0.027,5508.0,65.4,4.034e-06,0.101,-0.02,1680.03,-6.7,543.9,74.0,-197.91,6.7,0.947554749,1633.0,-4.034e-06,38.16761,286.07114,0.84,0.67,0.08,CANDIDATE,Kepler,0.7976190476190477,9.761194029850747
-189.0,-0.273,6316.0,227140.0,2.69e-07,0.409,-16.8,496.41,-29.2,439.42,158.0,-218.43,29.2,6.62761199,1204.0,-2.69e-07,38.171021,287.0257,1.333,82.03,25.17,FALSE POSITIVE,Kepler,61.537884471117785,7778.767123287671
-270.0,-0.155,6520.0,574.5,0.001128,0.362,-0.38,28.51,-67.7,24.34,158.0,-10.19,67.7,50.271927,589.0,-0.001128,38.134579,292.40063,1.215,2.94,0.88,CANDIDATE,Kepler,2.4197530864197527,8.485967503692763
-199.0,-0.865,6590.0,85952.0,2.003e-06,0.466,-25.96,250.21,-40.5,143.12,179.0,-156.59,40.5,28.597880332,1014.0,-2.003e-06,38.12608,293.26636,2.474,74.25,13.98,FALSE POSITIVE,Kepler,30.012126111560224,2122.2716049382716
-149.0,-0.214,5527.0,326630.0,6.891e-06,0.321,-14.25,28.96,-287.0,26.07,166.0,-12.32,287.0,30.476518853,592.0,-6.891e-06,38.285721,286.00308,1.073,71.42,21.36,FALSE POSITIVE,Kepler,66.56104380242311,1138.0836236933799
-187.0,-0.061,5432.0,103790.0,0.000236,0.132,-4.15,0.81,-152.0,0.47,187.0,-0.22,152.0,252.1638623,242.0,-0.000236,39.60907,295.92361,0.745,50.74,8.99,FALSE POSITIVE,Kepler,68.10738255033557,682.828947368421
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2156.64,0.0,4706.59,0.0,-836.53,0.0,2.23416013,0.0,0.0,39.655231,297.65744,0.0,0.0,0.0,FALSE POSITIVE,Kepler,0.0,0.0
-136.0,-0.079,5068.0,179040.0,1.32e-06,0.079,-4.3,16.62,-61.7,6.33,151.0,-4.77,61.7,22.271198511,515.0,-1.32e-06,39.784538,283.98602,0.73,39.79,4.31,FALSE POSITIVE,Kepler,54.50684931506849,2901.7828200972444
-162.0,-0.115,5442.0,213900.0,5.003e-06,0.154,-5.36,5.61,-70.1,3.32,178.0,-1.91,70.1,73.894163515,392.0,-5.003e-06,39.758839,293.6817,0.841,39.18,7.17,FALSE POSITIVE,Kepler,46.58739595719382,3051.3552068473614
-300.0,-0.242,7141.0,247560.0,2.16e-07,0.524,-15.18,9953.28,-380.0,9865.54,200.0,-3965.08,380.0,1.124033822,2547.0,-2.16e-07,39.752838,294.76398,1.563,98.04,32.87,FALSE POSITIVE,Kepler,62.725527831094055,651.4736842105264
-211.0,-0.417,6331.0,2363.8,1.136e-06,0.341,-15.0,1797.72,-11.0,1404.17,192.0,-1060.02,11.0,2.796661168,1661.0,-1.136e-06,39.742748,295.99811,1.326,47.68,12.26,FALSE POSITIVE,Kepler,35.957767722473605,214.8909090909091
-145.0,-0.063,4464.0,512470.0,1.22e-06,0.029,-4.78,15.84,-240.0,3.42,132.0,-4.29,240.0,15.288709179,509.0,-1.22e-06,39.70768,297.284,0.719,54.56,2.2,FALSE POSITIVE,Kepler,75.88317107093185,2135.2916666666665
-205.0,-0.109,5930.0,30746.0,2.37e-07,0.305,-5.17,1195.13,-24.5,1131.33,184.0,-375.84,24.5,1.83592242,1501.0,-2.37e-07,39.783886,297.8519,0.976,46.3,14.46,FALSE POSITIVE,Kepler,47.43852459016393,1254.938775510204
0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.77,0.0,100.35,0.0,-101.48,0.0,1.15495063,0.0,0.0,39.870491,283.70551,0.0,0.0,0.0,FALSE POSITIVE,Kepler,0.0,0.0
-274.0,-1.51,7128.0,212.2,0.00198,0.403,-2.44,93.05,-30.7,35.71,224.0,-64.05,30.7,128.208643,792.0,-0.00198,44.270512,290.80057,3.811,6.15,0.65,CANDIDATE,Kepler,1.6137496720020994,6.912052117263843
-236.0,-0.114,6142.0,93.8,9.622e-06,0.341,-0.12,1911.54,-14.1,1839.71,171.0,-614.1,14.1,1.516372183,1686.0,-9.622e-06,40.458981,293.98837,1.046,1.06,0.35,FALSE POSITIVE,Kepler,1.0133843212237095,6.652482269503546
-368.0,-0.372,8144.0,262980.0,2.29e-07,0.454,-20.32,1380.83,0.0,977.32,226.0,-635.93,0.0,8.784575777,1555.0,-2.29e-07,40.45219,294.38223,1.914,104.57,24.81,FALSE POSITIVE,Kepler,54.63427377220481,0.0
-193.0,-0.144,6469.0,38119.0,1.05e-07,0.431,-6.77,2048.37,-10.0,2099.34,145.0,-645.35,10.0,1.949700508,1716.0,-1.05e-07,40.459629,294.77219,1.193,56.11,20.27,FALSE POSITIVE,Kepler,47.03269069572506,3811.9
-153.0,-0.096,5152.0,2749.5,9.34e-06,0.096,-3.56,57.93,-31.3,24.08,153.0,-18.36,31.3,9.948701373,704.0,-9.34e-06,40.4771,295.08017,0.786,29.19,3.57,FALSE POSITIVE,Kepler,37.13740458015267,87.84345047923323
-250.0,-0.362,6526.0,315520.0,8e-08,0.442,-21.03,1560.4,-39.9,1373.7,181.0,-798.11,39.9,3.457078812,1603.0,-8e-08,40.406204,295.49411,1.482,86.12,25.69,FALSE POSITIVE,Kepler,58.11066126855601,7907.769423558898
-297.0,-2.889,5467.0,617990.0,1.056e-06,1.156,-406.9,4283.18,-518.0,4276.57,267.0,-3999.94,518.0,3.735993484,2063.0,-1.056e-06,40.473099,296.83719,4.055,571.07,162.8,FALSE POSITIVE,Kepler,140.83107274969177,1193.030888030888
-214.0,-0.192,6463.0,71.2,9.814e-05,0.384,-0.16,453.27,-8.0,406.47,155.0,-171.57,8.0,6.63448023,1177.0,-9.814e-05,40.429661,296.92773,1.225,1.04,0.33,CANDIDATE,Kepler,0.8489795918367347,8.9
-151.0,-0.072,4995.0,162.4,0.0008546,0.065,-0.09,31.93,-13.4,11.05,151.0,-9.22,13.4,12.4239677,606.0,-0.0008546,40.490452,297.6394,0.698,0.87,0.08,FALSE POSITIVE,Kepler,1.2464183381088827,12.119402985074627
-144.0,-0.054,4794.0,465920.0,4.6e-08,0.06,-4.03,1220.53,-404.0,429.85,144.0,-318.79,404.0,0.639721284,1505.0,-4.6e-08,40.478142,298.08188,0.625,46.59,4.47,FALSE POSITIVE,Kepler,74.54400000000001,1153.2673267326732
-87.0,-0.035,5869.0,44.7,1.916e-05,0.121,-0.02,1750.61,-3.7,586.89,70.0,-221.78,3.7,1.25338826,1651.0,-1.916e-05,41.632351,294.18524,0.942,0.64,0.08,FALSE POSITIVE,Kepler,0.6794055201698515,12.08108108108108
