pl_trandeperr2,dec,pl_orbpererr1,st_rad,st_raderr1,pl_radeerr2,pl_orbper,pl_trandep,st_tefferr1,pl_insol,pl_rade,pl_insolerr1,pl_trandeperr1,pl_insolerr2,ra,st_teff,pl_eqt,pl_orbpererr2,st_raderr2,pl_radeerr1,st_tefferr2,disposition,source,pl_rad_to_star_rad_ratio,pl_signal_significance
-371.763,-58.058789,0.000124,1.18,0.06,-0.899163,15.5523703,723.0,128.6,861.828,3.54892,0.0,371.763,0.0,183.61147,5759.0,1509.0,-0.000124,-0.06,0.899163,-128.6,CANDIDATE,TESS,3.0075593220338983,1.9447874048789149
-42.0998,-48.140748,8.6e-06,1.94,0.08,-0.279664,3.6249482,748.0,100.9,332.475,5.1321,0.0,42.0998,0.0,190.158097,4935.7,1189.0,-8.6e-06,-0.08,0.279664,-100.9,CANDIDATE,TESS,2.6454123711340207,17.767305307863694
-57.1926,-43.953561,3.55e-05,2.48,0.11,-0.452494,5.6177467,670.0,124.3,233.759,5.60938,0.0,57.1926,0.0,187.651542,6315.0,1089.0,-3.55e-05,-0.11,0.452494,-124.3,CANDIDATE,TESS,2.261846774193548,11.714802264628641
-248.2248,-24.42739,0.0004781,1.6616499,0.0947234,-0.9640704,3.3779614,7198.7471125,133.074,1619.4059744,14.3326751,0.0,248.2248,0.0,191.702821,6113.0,1617.9261106,-0.0004781,-0.0947234,0.9640704,-133.074,CONFIRMED,TESS,8.625568538836008,29.00091816973969
-4659.986,-61.446859,0.0003463,0.817544,0.0,-2.0446618,1.4328255,51089.4348604,124.0,528.4147032,18.2238418,0.0,4659.986,0.0,163.101036,4588.0,1222.8226457,-0.0003463,0.0,2.0446618,-124.0,CONFIRMED,TESS,22.29096146507099,10.963430976058726
-257.7042,-69.344177,0.00029,1.89911,0.0898845,-1.5380366,8.5473,2857.1912379,130.1,742.9187125,10.3970349,0.0,257.7042,0.0,132.767883,6619.0,1331.5426262,-0.00029,-0.0898845,1.5380366,-130.1,CANDIDATE,TESS,5.4746880907372395,11.087096127653332
-174.14355,-52.933311,5.13e-05,1.56062,0.0801985,-1.0049143,6.1079575,14668.3220679,128.22,527.4088544,19.1369245,0.0,174.14355,0.0,84.858988,5681.0,1222.2403125,-5.13e-05,-0.0801985,1.0049143,-128.22,CANDIDATE,TESS,12.262385782573594,84.2312107907528
-93.17087,-45.659108,3e-07,1.0280499,0.0486734,-0.778972,0.7888389,22614.8958863,0.0,3170.9888441,16.4131054,0.0,93.17087,0.0,148.416767,5568.0,1913.8964113,-3e-07,-0.0486734,0.778972,0.0,CONFIRMED,TESS,15.965280868175755,242.72496206486
-78.4733,-41.135631,7.1e-06,2.05,0.07,-0.578038,6.9153868,5765.0,89.6,2475.48,15.9616,0.0,78.4733,0.0,121.454664,6649.3,1965.0,-7.1e-06,-0.07,0.578038,-89.6,CANDIDATE,TESS,7.786146341463415,73.4644777268192
-252.26306,-40.835896,0.0003679,1.33729,0.0659899,-0.5455733,6.9593972,4826.8656037,0.0,341.0877558,9.3800527,0.0,252.26306,0.0,207.526001,5854.0,1096.0649295,-0.0003679,-0.0659899,0.5455733,0.0,CONFIRMED,TESS,7.014224812867814,19.13425455038879
-152.95926,-56.715996,2.78e-05,1.53146,0.0829172,-0.7918215,3.2706204,7558.7070106,45.2,1366.8847119,13.5836554,0.0,152.95926,0.0,74.756626,5933.0,1550.7890331,-2.78e-05,-0.0829172,0.7918215,-45.2,CANDIDATE,TESS,8.86974220678307,49.416472141667
-37.6916,-61.182993,4.8e-05,2.31,0.11,-0.350518,3.6342494,380.0,135.9,973.329,4.36152,0.0,37.6916,0.0,209.162375,5829.0,1556.0,-4.8e-05,-0.11,0.350518,-135.9,CANDIDATE,TESS,1.8881038961038958,10.081821944412017
-58.1651,-33.249367,1.28e-05,1.46,0.08,-0.28185,2.6141047,695.0,132.2,787.265,3.60255,0.0,58.1651,0.0,241.922414,5650.0,1475.0,-1.28e-05,-0.08,0.28185,-132.2,CANDIDATE,TESS,2.4675,11.948745897453971
-44.8632,-68.384542,0.0001195,1.9,0.08,-0.307819,10.1298877,634.0,135.6,371.461,3.76774,0.0,44.8632,0.0,223.62771,6802.0,1223.0,-0.0001195,-0.08,0.307819,-135.6,CANDIDATE,TESS,1.983021052631579,14.13184971201341
-117.709,-41.559703,9.76e-05,1.39,0.07,-0.362215,12.9623248,2427.0,126.5,69.6232,5.94559,0.0,117.709,0.0,213.667189,5996.0,804.0,-9.76e-05,-0.07,0.362215,-126.5,CANDIDATE,TESS,4.277402877697842,20.618644283784587
-73.7726,-45.012267,0.0001016,1.23,0.06,-0.25235,12.5383316,846.0,128.8,60.8025,3.44886,0.0,73.7726,0.0,228.503044,6018.0,777.0,-0.0001016,-0.06,0.25235,-128.8,CANDIDATE,TESS,2.803951219512195,11.467672279409971
-111.444,-52.831718,4.52e-05,0.72,0.06,-0.238346,9.5327064,1177.0,124.6,22.3356,2.39108,0.0,111.444,0.0,216.133991,4504.0,605.0,-4.52e-05,-0.06,0.238346,-124.6,CANDIDATE,TESS,3.3209444444444447,10.561358170919924
-169.988,-62.169938,0.000132,1.22,0.06,-0.394604,733.3796728,2996.0,134.0,25.9335,6.17234,0.0,169.988,0.0,202.157881,5878.0,628.0,-0.000132,-0.06,0.394604,-134.0,CANDIDATE,TESS,5.059295081967213,17.624773513424476
-86.57887,-9.806443,3e-07,0.757649,0.0747613,-1.2943878,0.8134733,25866.83474,0.0,680.8952697,13.1118363,0.0,86.57887,0.0,154.908187,4400.0,1302.836235,-3e-07,-0.0747613,1.2943878,0.0,CONFIRMED,TESS,17.30595077667891,298.7661393594072
-126.754,-38.690224,7.7e-06,3.95,0.0,0.0,3.1739329,1590.0,122.0,68.2123,15.5264,0.0,126.754,0.0,245.224446,4999.0,800.0,-7.7e-06,0.0,0.0,-122.0,CANDIDATE,TESS,3.93073417721519,12.543982832888902
-187.53929,-32.363352,0.0005437,2.1987801,0.115779,-1.0582447,4.0947485,5981.4894009,67.1,2355.1265087,17.3607607,0.0,187.53929,0.0,220.299751,5983.0,1776.737668,-0.0005437,-0.115779,1.0582447,-67.1,CANDIDATE,TESS,7.8956329921305,31.894593399068537
-162.92564,-55.712303,0.0001059,1.84636,0.103915,-1.1568129,2.4053036,11063.0791519,133.643,2283.8953939,19.9376761,0.0,162.92564,0.0,212.200442,5476.0,1763.1481335,-0.0001059,-0.103915,1.1568129,-133.643,CANDIDATE,TESS,10.798368736324445,67.90262816767208
-56.21139,-56.156449,0.0001164,1.71105,0.0789799,-0.7646022,3.9854465,8800.6144816,128.9,1257.4270919,16.4220671,0.0,56.21139,0.0,205.817879,5904.0,1518.7645545,-0.0001164,-0.0789799,0.7646022,-128.9,CANDIDATE,TESS,9.597654714941118,156.5628332905484
-117.49211,-34.057153,5.63e-05,1.46319,0.081691,-1.4169456,0.8778729,1704.0444879,129.78,7881.8722822,6.173706,0.0,117.49211,0.0,218.729436,6210.0,2403.1290748,-5.63e-05,-0.081691,1.4169456,-129.78,CANDIDATE,TESS,4.219346769729153,14.5034801732644
-305.93555,-40.167615,0.0012448,1.89487,0.177528,-1.9151498,7.5837846,3059.0689425,130.9,817.5602045,10.7098887,0.0,305.93555,0.0,225.706366,6457.0,1363.7968578,-0.0012448,-0.177528,1.9151498,-130.9,CANDIDATE,TESS,5.652044045237932,9.999063340301577
-749.0587,-34.496057,0.000596,0.912363,0.0493869,-9.698448,4.9486116,6987.092161,133.48,219.1762514,10.6945832,0.0,749.0587,0.0,219.042483,5524.0,981.3368862,-0.000596,-0.0493869,9.698448,-133.48,CANDIDATE,TESS,11.721851061474435,9.327829929750498
-313.3618,-58.476742,0.001604,1.47515,0.0660302,-0.8924608,17.4368079,15418.7232538,131.986,155.7889305,18.6840757,0.0,313.3618,0.0,194.684003,6332.0,901.0603895,-0.001604,-0.0660302,0.8924608,-131.986,CANDIDATE,TESS,12.665881910314207,49.20422097971099
-681.855,-46.780305,8e-07,0.53,0.02,-0.645731,5.9337178,36149.0,157.0,3.66917,19.9345,0.0,681.855,0.0,184.800928,3322.0,385.0,-8e-07,-0.02,0.645731,-157.0,CANDIDATE,TESS,37.612264150943396,53.015670487127025
-169.49892,-33.218503,5.9e-06,1.28306,0.0608568,-0.6644163,4.5696698,9861.079392,188.0,616.12218,13.0582928,0.0,169.49892,0.0,147.4067,6122.0,1270.6807784,-5.9e-06,-0.0608568,0.6644163,-188.0,CONFIRMED,TESS,10.177460757875703,58.17783023042271
-259.193,-45.743629,4.24e-05,1.34,0.07,-0.537523,10.9799801,4626.0,110.4,72.3255,8.3173,0.0,259.193,0.0,190.438688,5754.2,812.0,-4.24e-05,-0.07,0.537523,-110.4,CANDIDATE,TESS,6.206940298507462,17.847704220407188
-106.878,-42.826302,5.95e-05,1.01,0.05,-0.255598,11.5379235,1405.0,132.7,90.3933,3.827,0.0,106.878,0.0,206.394609,5835.0,859.0,-5.95e-05,-0.05,0.255598,-132.7,CANDIDATE,TESS,3.789108910891089,13.145829824659893
-382.797,-34.634937,2.39e-05,1.84,0.0,0.0,3.6462287,6153.0,122.0,721.653,14.2198,0.0,382.797,0.0,200.007062,5707.0,1443.0,-2.39e-05,0.0,0.0,-122.0,CANDIDATE,TESS,7.728152173913043,16.073793681768663
-566.67,-55.318965,3.81e-05,1.59,0.07,-0.901241,8.1618477,4647.0,137.6,150.654,11.849,0.0,566.67,0.0,191.300944,7238.0,976.0,-3.81e-05,-0.07,0.901241,-137.6,CANDIDATE,TESS,7.452201257861635,8.200539996823549
-283.386,-56.329798,5.99e-05,1.54,0.07,-0.622804,13.0953097,3028.0,127.1,21.487,8.3339,0.0,283.386,0.0,156.512015,6103.0,599.0,-5.99e-05,-0.07,0.622804,-127.1,CANDIDATE,TESS,5.411623376623377,10.685072657082564
-164.278,-59.413143,2.99e-05,1.3,0.06,-0.41593,3.3047459,1724.0,127.1,1949.35,4.70927,0.0,164.278,0.0,187.583215,6636.0,1851.0,-2.99e-05,-0.06,0.41593,-127.1,CANDIDATE,TESS,3.6225153846153844,10.494405824273489
-658.202,-58.659028,0.0001107,0.92,0.0,0.0,19.3111424,18500.0,125.0,30.3232,9.91342,0.0,658.202,0.0,164.927622,5850.0,653.0,-0.0001107,0.0,0.0,-125.0,CANDIDATE,TESS,10.77545652173913,28.106872966049934
-24688.5,-41.47389,2.83e-05,0.77,0.05,-5.88719,729.9391752,10806.0,124.5,7.21802,15.2287,0.0,24688.5,0.0,189.630031,5136.9,456.0,-2.83e-05,-0.05,5.88719,-124.5,CANDIDATE,TESS,19.777532467532467,0.43769366304149704
-175.862,-37.073844,9.9e-06,0.54,0.02,-0.160383,2.7543175,1368.0,157.0,36.9545,2.11364,0.0,175.862,0.0,188.132336,3573.0,686.0,-9.9e-06,-0.02,0.160383,-157.0,CANDIDATE,TESS,3.9141481481481484,7.778826579931993
-462.2,-54.315121,1.52e-05,1.63,0.0,0.0,3.4732477,6428.0,122.0,935.315,13.0505,0.0,462.2,0.0,167.212209,7081.0,1540.0,-1.52e-05,0.0,0.0,-122.0,CANDIDATE,TESS,8.006441717791411,13.907399394201645
-158.44,-34.681865,7.3e-06,1.6,0.08,-0.49726,4.7192734,1557.0,199.0,156.343,7.15211,0.0,158.44,0.0,150.152654,6521.0,985.0,-7.3e-06,-0.08,0.49726,-199.0,FALSE POSITIVE,TESS,4.47006875,9.827063872759405
-137.195,-32.33691,9.33e-05,2.04,0.12,-0.680447,10.9600975,4111.0,126.1,215.895,9.91407,0.0,137.195,0.0,185.624262,5586.7,1067.0,-9.33e-05,-0.12,0.680447,-126.1,CANDIDATE,TESS,4.859838235294118,29.96464885746565
-153.596,-50.56653,1.74e-05,1.2,0.06,-0.368736,4.9156665,2218.0,131.5,197.609,5.59825,0.0,153.596,0.0,176.397049,5656.0,1044.0,-1.74e-05,-0.06,0.368736,-131.5,CANDIDATE,TESS,4.665208333333334,14.440480220839085
-201.269,-46.386792,9.26e-05,2.85,0.22,-1.29539,19.6500878,2605.0,166.7,64.2887,14.4539,0.0,201.269,0.0,201.899291,8968.0,788.0,-9.26e-05,-0.22,1.29539,-166.7,CANDIDATE,TESS,5.071543859649123,12.942877442626534
-369.246,-62.793024,1.34e-05,1.7,0.05,-0.647229,7.447404,6142.0,141.0,106.276,13.1669,0.0,369.246,0.0,154.698501,7936.0,894.0,-1.34e-05,-0.05,0.647229,-141.0,CANDIDATE,TESS,7.745235294117648,16.63389718507445
-401.943,-62.975497,1.49e-05,1.57,0.07,-0.75825,3.6850751,4456.0,126.4,214.472,10.2036,0.0,401.943,0.0,149.911356,5860.0,1066.0,-1.49e-05,-0.07,0.75825,-126.4,CANDIDATE,TESS,6.499108280254776,11.086149031081522
-2061.81,-45.647015,9.87e-05,1.31,0.06,-2.22858,13.4364908,4735.0,136.6,690.534,9.8672,0.0,2061.81,0.0,170.889648,6229.0,1428.0,-9.87e-05,-0.06,2.22858,-136.6,FALSE POSITIVE,TESS,7.532213740458015,2.2965258680479774
-101.729,-63.494029,1.65e-05,2.34,0.11,-0.640826,5.0953453,5956.0,127.8,1011.51,12.0431,0.0,101.729,0.0,147.396642,6269.0,1571.0,-1.65e-05,-0.11,0.640826,-127.8,CANDIDATE,TESS,5.146623931623933,58.547710092500665
-615.199,-35.418044,4.03e-05,0.91,0.05,-0.561998,17.0116833,9188.0,131.0,23.9943,8.55494,0.0,615.199,0.0,191.679388,5668.0,616.0,-4.03e-05,-0.05,0.561998,-131.0,CANDIDATE,TESS,9.401032967032966,14.935004770813999
-4786.8,-56.782537,0.0004522,0.62,0.02,-0.955721,1.7988855,38230.0,157.0,48.1876,13.2509,0.0,4786.8,0.0,202.23874,3458.0,734.0,-0.0004522,-0.02,0.955721,-157.0,CANDIDATE,TESS,21.37241935483871,7.986546335756664
-375.138,-53.310061,9.6e-06,1.78,0.0,0.0,3.0589547,12864.0,122.0,1967.9,17.6594,0.0,375.138,0.0,171.473891,6821.0,1855.0,-9.6e-06,0.0,0.0,-122.0,CANDIDATE,TESS,9.921011235955056,34.29138077187595
-1489.33,-34.681446,5.9e-06,1.42,0.07,-1.93768,4.7192771,2856.0,192.0,515.984,9.68968,0.0,1489.33,0.0,150.153861,5990.0,1327.0,-5.9e-06,-0.07,1.93768,-192.0,CANDIDATE,TESS,6.823718309859155,1.9176408183545621
-5808.9,-44.04327,5.93e-05,1.37,0.0,0.0,7.0911739,8187.0,122.0,1526.19,14.5208,0.0,5808.9,0.0,186.345676,5924.0,1741.0,-5.93e-05,0.0,0.0,-122.0,CANDIDATE,TESS,10.599124087591239,1.4093890409543977
-90.7118,-57.071089,6.08e-05,3.74,0.0,0.0,5.7881587,1372.0,122.0,1170.98,11.6578,0.0,90.7118,0.0,154.896239,5668.0,1629.0,-6.08e-05,0.0,0.0,-122.0,CANDIDATE,TESS,3.1170588235294114,15.12482389281218
-15964.7,-34.090596,2.7e-05,1.14,0.06,-7.67349,9.5098954,6596.0,130.8,50.8044,16.5009,0.0,15964.7,0.0,190.637818,5478.0,743.0,-2.7e-05,-0.06,7.67349,-130.8,CANDIDATE,TESS,14.47447368421053,0.4131615376424236
-924.171,-49.291192,3.07e-05,0.98,0.05,-0.771581,8.4325164,8796.0,123.2,26.3135,9.45527,0.0,924.171,0.0,203.604407,5300.0,630.0,-3.07e-05,-0.05,0.771581,-123.2,CANDIDATE,TESS,9.648234693877551,9.517719123408979
-540.214,-29.800642,0.0005692,1.66,0.09,-1.05111,2.67581,9116.0,131.7,709.373,15.7041,0.0,540.214,0.0,205.607979,6171.0,1437.0,-0.0005692,-0.09,1.05111,-131.7,CANDIDATE,TESS,9.460301204819277,16.874794063093514
-123.894,-60.083478,3.88e-05,0.89,0.05,-0.260366,7.5138657,1104.0,123.1,42.4479,3.23033,0.0,123.894,0.0,143.94571,5139.0,711.0,-3.88e-05,-0.05,0.260366,-123.1,CANDIDATE,TESS,3.6295842696629212,8.910843140103637
-320.503,-54.738876,4.08e-05,1.14,0.05,-0.54761,26.1622122,6329.0,138.3,44.9857,10.1227,0.0,320.503,0.0,166.728463,6139.0,721.0,-4.08e-05,-0.05,0.54761,-138.3,CANDIDATE,TESS,8.879561403508772,19.747085050685953
-283.038,-33.265959,1.6e-06,1.09,0.05,-0.443924,0.9097915,3698.0,131.1,1085.74,6.92737,0.0,283.038,0.0,190.978266,5822.0,1599.0,-1.6e-06,-0.05,0.443924,-131.1,CANDIDATE,TESS,6.355385321100917,13.065383446745667
-451.093,-46.173632,4.16e-05,1.49,0.07,-0.769173,10.8089555,6392.0,133.9,95.8499,11.7906,0.0,451.093,0.0,184.349287,6876.0,871.0,-4.16e-05,-0.07,0.769173,-133.9,CANDIDATE,TESS,7.913154362416107,14.17002702325241
-264.6818,-40.041874,0.0002083,0.202097,0.0060383,-0.3106976,2.2059167,2594.7383621,64.0,9.6425737,1.0369208,0.0,264.6818,0.0,205.923928,3087.0,449.4361398,-0.0002083,-0.0060383,0.3106976,-64.0,CANDIDATE,TESS,5.1308074835351345,9.803236800188
-60.82712,-5.079485,6.2e-06,1.41549,0.0622965,-0.5259388,9.2897006,6241.2619064,0.0,327.8306693,11.4812614,0.0,60.82712,0.0,166.429628,6055.0,1085.2558727,-6.2e-06,-0.0622965,0.5259388,0.0,CONFIRMED,TESS,8.111156843213305,102.60656605803464
-102.839,-69.651839,1.48e-05,1.01,0.06,-0.304298,3.8030207,2103.0,128.1,221.979,4.18884,0.0,102.839,0.0,187.441996,5035.0,1075.0,-1.48e-05,-0.06,0.304298,-128.1,CANDIDATE,TESS,4.147366336633663,20.449440387401665
-5388.26,-62.347402,5.27e-05,0.38,0.01,-0.573561,32.5444769,101822.0,157.0,0.130568,11.9952,0.0,5388.26,0.0,101.568127,3230.0,167.0,-5.27e-05,-0.01,0.573561,-157.0,CANDIDATE,TESS,31.566315789473684,18.897009424192596
-143.497,-71.183844,5.9e-06,1.72,0.1,-0.560367,1.5840089,1137.0,130.3,296.761,5.90757,0.0,143.497,0.0,174.171991,5188.0,1156.0,-5.9e-06,-0.1,0.560367,-130.3,CANDIDATE,TESS,3.4346337209302327,7.923510596040335
-293.465,-55.270452,5.12e-05,2.37,0.12,-0.989942,5.015806,4470.0,131.3,2429.4,14.6529,0.0,293.465,0.0,204.212654,7155.0,1955.0,-5.12e-05,-0.12,0.989942,-131.3,CANDIDATE,TESS,6.182658227848101,15.231799362786024
-355.39,-25.55393,9.2e-06,1.54,0.11,-1.02796,3.917482,8397.0,121.3,511.088,13.4773,0.0,355.39,0.0,220.652699,6466.0,1324.0,-9.2e-06,-0.11,1.02796,-121.3,CANDIDATE,TESS,8.751493506493507,23.62756408452686
-1571.56,-66.264426,8.86e-05,0.87,0.0,0.0,12.2981251,14968.0,136.0,95.5652,9.70951,0.0,1571.56,0.0,230.389105,5614.0,871.0,-8.86e-05,0.0,0.0,-136.0,CANDIDATE,TESS,11.16035632183908,9.5242943317468
-2314.59,-44.354316,5.8e-06,1.34,0.0,0.0,2.5354002,11001.0,123.0,529.415,15.299,0.0,2314.59,0.0,215.116596,5526.0,1336.0,-5.8e-06,0.0,0.0,-123.0,CANDIDATE,TESS,11.417164179104477,4.752893601026531
-169.213,-69.344992,4.82e-05,1.69,0.08,-0.544562,11.1860909,4416.0,130.0,353.841,10.3662,0.0,169.213,0.0,167.584824,6520.0,1208.0,-4.82e-05,-0.08,0.544562,-130.0,CANDIDATE,TESS,6.133846153846154,26.097285669540756
-974.887,-32.719293,7.6e-06,0.99,0.06,-0.911105,7.3144752,19146.0,129.4,17.6496,13.336,0.0,974.887,0.0,218.944637,5137.0,571.0,-7.6e-06,-0.06,0.911105,-129.4,CANDIDATE,TESS,13.470707070707071,19.63919920975457
-841.322,-54.400652,6.84e-05,1.01,0.0,0.0,12.9414603,13164.0,122.0,58.6863,10.6791,0.0,841.322,0.0,217.985495,5832.0,771.0,-6.84e-05,0.0,0.0,-122.0,CANDIDATE,TESS,10.573366336633663,15.646803483089709
-64.40354,-34.989907,2.2e-06,1.47741,0.0742387,-0.6635232,4.0860495,7083.7091188,0.0,1434.7738788,13.0323437,0.0,64.40354,0.0,158.22503,6580.0,1569.6962289,-2.2e-06,-0.0742387,0.6635232,0.0,CONFIRMED,TESS,8.821074515537326,109.98943720795471
-132.122,-49.275979,4e-06,1.57,0.07,-0.65901,3.1651539,8746.0,128.4,1222.01,14.2867,0.0,132.122,0.0,224.571478,6396.0,1647.0,-4e-06,-0.07,0.65901,-128.4,CANDIDATE,TESS,9.099808917197452,66.19639424168571
-251.448,-73.522601,1.15e-05,1.36,0.07,-0.648967,6.5568726,8511.0,133.7,160.545,12.6672,0.0,251.448,0.0,229.883712,6139.0,991.0,-1.15e-05,-0.07,0.648967,-133.7,CANDIDATE,TESS,9.314117647058822,33.84795265820368
-302.909,-33.969293,1.1e-06,1.2,0.1,-1.20505,2.3207203,12787.0,125.2,135.481,14.0426,0.0,302.909,0.0,229.294897,4390.0,950.0,-1.1e-06,-0.1,1.20505,-125.2,CANDIDATE,TESS,11.702166666666667,42.213998263504884
-1633.56,-66.810824,7.2e-06,1.42,0.0,0.0,2.5001306,16650.0,122.0,570.926,17.7461,0.0,1633.56,0.0,237.006147,6158.0,1361.0,-7.2e-06,0.0,0.0,-122.0,CANDIDATE,TESS,12.49725352112676,10.192463086755307
-2311.3,-65.289713,2.63e-05,0.94,0.05,-1.18521,25.0709977,12286.0,127.6,13.367,11.9941,0.0,2311.3,0.0,81.700204,5624.0,532.0,-2.63e-05,-0.05,1.18521,-127.6,CANDIDATE,TESS,12.75968085106383,5.315623242331156
-638.063,-45.54122,5.5e-06,0.99,0.05,-0.64675,3.5911377,13850.0,128.5,184.928,11.6235,0.0,638.063,0.0,230.134223,6094.0,1027.0,-5.5e-06,-0.05,0.64675,-128.5,CANDIDATE,TESS,11.74090909090909,21.70632053574647
-2636.39,-79.454095,2.1e-06,0.58,0.07,-1.49714,1.1235117,48991.0,157.0,66.6916,12.5587,0.0,2636.39,0.0,220.664082,3505.0,796.0,-2.1e-06,-0.07,1.49714,-157.0,CANDIDATE,TESS,21.65293103448276,18.5826072773755
-161.944,-64.822103,2.49e-05,1.56,0.07,-0.472239,4.315664,3530.0,132.8,2834.56,8.30372,0.0,161.944,0.0,195.799598,6707.0,2032.0,-2.49e-05,-0.07,0.472239,-132.8,CANDIDATE,TESS,5.322897435897436,21.79765844983451
-121.01435,-59.005736,0.0011875,1.90288,0.0925125,-0.8036091,35.7890963,2255.7900517,128.9,95.0227177,9.2051754,0.0,121.01435,0.0,84.885928,6218.9,796.2998086,-0.0011875,-0.0925125,0.8036091,-128.9,CANDIDATE,TESS,4.837496531573194,18.640682296768937
-184.229,-70.892253,1.5e-06,1.64,0.08,-0.80647,1.6930171,10940.0,130.7,2086.88,16.2172,0.0,184.229,0.0,163.506946,6010.0,1882.0,-1.5e-06,-0.08,0.80647,-130.7,CANDIDATE,TESS,9.888536585365854,59.3826162004896
-795.546,-31.927233,1.7e-06,1.18,0.05,-1.44458,1.0014437,416.0,80.0,28733.4,4.71785,0.0,795.546,0.0,160.180141,6380.0,3627.0,-1.7e-06,-0.05,1.44458,-80.0,FALSE POSITIVE,TESS,3.998177966101695,0.5229113087112498
-525.895,-53.575927,2.93e-05,1.83,0.0,0.0,3.8647617,7591.0,122.0,1263.12,13.7097,0.0,525.895,0.0,207.195682,6119.0,1660.0,-2.93e-05,0.0,0.0,-122.0,CANDIDATE,TESS,7.491639344262294,14.43444033504787
-133.989,-65.507496,1.54e-05,0.69,0.06,-0.268882,4.2807848,2031.0,120.6,60.9199,2.8386,0.0,133.989,0.0,88.963569,4354.0,778.0,-1.54e-05,-0.06,0.268882,-120.6,CANDIDATE,TESS,4.113913043478261,15.157960728119471
-164.986,-54.279518,0.000178,1.17,0.0,0.0,37.8575614,5180.0,122.0,32.4592,7.35774,0.0,164.986,0.0,96.949049,5980.0,664.0,-0.000178,0.0,0.0,-122.0,CANDIDATE,TESS,6.288666666666667,31.396603348162877
-1034.87,-57.150013,0.0008788,1.16,0.0,0.0,3.1791661,16245.0,122.0,1190.1,12.9563,0.0,1034.87,0.0,207.421621,6452.0,1636.0,-0.0008788,0.0,0.0,-122.0,CANDIDATE,TESS,11.169224137931035,15.697623856136522
-163.299,-61.443076,4.1e-05,2.01,0.1,-0.638045,10.3031578,3072.0,136.6,132.955,11.0446,0.0,163.299,0.0,198.888298,6387.0,946.0,-4.1e-05,-0.1,0.638045,-136.6,CANDIDATE,TESS,5.494825870646767,18.81211764922014
-329.092,-68.521148,2.15e-05,1.61,0.07,-0.746823,5.4863844,8862.0,129.0,719.754,14.247,0.0,329.092,0.0,221.805701,6498.0,1442.0,-2.15e-05,-0.07,0.746823,-129.0,CANDIDATE,TESS,8.849068322981365,26.92864001555796
-5061.15,-39.909393,9.83e-05,0.45,0.01,-0.616245,1.2864856,104433.0,157.0,46.706,14.0003,0.0,5061.15,0.0,231.025033,3172.0,728.0,-9.83e-05,-0.01,0.616245,-157.0,CANDIDATE,TESS,31.111777777777775,20.634243205595567
-902.698,-68.716999,2.93e-05,1.56,0.07,-1.09561,4.8934688,9659.0,128.2,975.759,15.84,0.0,902.698,0.0,179.587735,6332.0,1557.0,-2.93e-05,-0.07,1.09561,-128.2,CANDIDATE,TESS,10.153846153846153,10.700145563632578
-344.459,-35.230579,3.78e-05,1.09,0.06,-0.625776,18.184189,9343.0,125.7,20.0861,9.90639,0.0,344.459,0.0,225.83705,5265.0,589.0,-3.78e-05,-0.06,0.625776,-125.7,CONFIRMED,TESS,9.08843119266055,27.123692514929207
-2379.54,-38.861661,0.0014001,0.59,0.03,-0.730028,4.3664669,26747.0,157.0,20.3906,9.52505,0.0,2379.54,0.0,223.135822,3598.0,592.0,-0.0014001,-0.03,0.730028,-157.0,CANDIDATE,TESS,16.144152542372883,11.24040780991284
-132.80658,-8.511083,6.4e-06,0.512361,0.0152398,-0.4014483,2.5989031,1953.2615465,64.0,48.4615319,2.4312854,0.0,132.80658,0.0,160.065852,3719.0,672.9286739,-6.4e-06,-0.0152398,0.4014483,-64.0,CONFIRMED,TESS,4.745258518895858,14.707566044543876
-161.41327,-8.511083,1.22e-05,0.512361,0.0152398,-0.1998548,4.6955986,1969.101717,64.0,22.0222982,2.6626375,0.0,161.41327,0.0,160.065852,3719.0,552.5039779,-1.22e-05,-0.0152398,0.1998548,-64.0,CONFIRMED,TESS,5.1967997173867655,12.199131564585736
-145.70102,-8.511083,3.26e-05,0.512361,0.0152398,-0.5570875,7.1024749,1317.715762,64.0,12.6834573,1.9895244,0.0,145.70102,0.0,160.065852,3719.0,481.3147406,-3.26e-05,-0.0152398,0.5570875,-64.0,CONFIRMED,TESS,3.883051988734506,9.043970742277576
-332.127,-51.927424,4.18e-05,1.2,0.0,0.0,7.7103227,6083.0,122.0,410.215,8.52513,0.0,332.127,0.0,210.847138,6617.0,1253.0,-4.18e-05,0.0,0.0,-122.0,CANDIDATE,TESS,7.104275000000001,18.315283009210333
-421.215,-57.331284,1.04e-05,1.41,0.06,-0.70564,3.4714821,9502.0,132.1,1049.57,13.2477,0.0,421.215,0.0,206.35273,6604.0,1585.0,-1.04e-05,-0.06,0.70564,-132.1,CANDIDATE,TESS,9.395531914893617,22.55855085882507
-106.319,-65.8513,4.8e-05,3.34,0.17,-0.856679,5.8778295,1326.0,126.7,316.166,11.2784,0.0,106.319,0.0,221.42572,5965.0,1174.0,-4.8e-05,-0.17,0.856679,-126.7,CANDIDATE,TESS,3.376766467065868,12.471900601021455
-60.2363,-62.725017,2.48e-05,0.73,0.04,-0.163219,6.5479496,988.0,111.6,98.978,2.28629,0.0,60.2363,0.0,63.937745,4853.5,878.0,-2.48e-05,-0.04,0.163219,-111.6,CANDIDATE,TESS,3.1319041095890414,16.402069848247653
