pl_trandeperr2,dec,pl_orbpererr1,st_rad,st_raderr1,pl_radeerr2,pl_orbper,pl_trandep,st_tefferr1,pl_insol,pl_rade,pl_insolerr1,pl_trandeperr1,pl_insolerr2,ra,st_teff,pl_eqt,pl_orbpererr2,st_raderr2,pl_radeerr1,st_tefferr2,disposition,source,pl_rad_to_star_rad_ratio,pl_signal_significance
-73.0,44.38578,0.0002808,0.783,0.122,-0.23,50.5715805,1282.6,158.0,6.44,2.74,3.24,73.0,-1.66,282.0174,5262.0,406.0,-0.0002808,-0.066,0.43,-158.0,FALSE POSITIVE,Kepler,3.499361430395913,17.56986301369863
-43.8,39.232571,0.0002229,1.244,0.205,-3.11,16.2707207,468.0,79.0,110.79,28.42,47.43,43.8,-27.69,294.94009,6117.0,827.0,-0.0002229,-0.136,4.68,-85.0,CANDIDATE,Kepler,22.84565916398714,10.684931506849315
-14.9,50.937561,5.327e-06,1.05,0.341,-0.2,2.032319072,315.5,171.0,1333.35,1.87,1277.72,14.9,-427.18,289.18668,6156.0,1542.0,-5.327e-06,-0.114,0.61,-236.0,CONFIRMED,Kepler,1.780952380952381,21.174496644295303
-54.8,39.376942,3.61e-07,1.51,0.399,-24.19,4.100870416,123520.0,187.0,939.61,82.46,760.99,54.8,-532.96,287.16486,5923.0,1413.0,-3.61e-07,-0.443,21.79,-208.0,FALSE POSITIVE,Kepler,54.609271523178805,2254.014598540146
-16.1,43.26078,2.044e-05,0.909,0.213,-0.25,4.35407371,277.1,162.0,279.53,1.63,199.23,16.1,-103.12,290.74432,5455.0,1043.0,-2.044e-05,-0.142,0.39,-162.0,CONFIRMED,Kepler,1.793179317931793,17.211180124223603
-22.7,48.982159,9.54e-05,0.642,0.051,-0.13,11.32269749,311.0,123.0,22.24,1.51,6.58,22.7,-5.82,287.65741,4563.0,554.0,-9.54e-05,-0.056,0.12,-136.0,CONFIRMED,Kepler,2.35202492211838,13.700440528634362
-40.4,46.618271,6.013e-05,0.831,0.201,-0.24,13.71218522,786.7,182.0,49.26,2.47,37.19,40.4,-14.05,294.53354,5550.0,676.0,-6.013e-05,-0.08,0.6,-182.0,CONFIRMED,Kepler,2.972322503008424,19.472772277227726
-3.0,40.142422,8.2e-05,1.963,0.273,-0.45,12.14684625,70.7,116.0,342.49,1.75,138.03,3.0,-168.51,298.9917,5877.0,1097.0,-8.2e-05,-0.507,0.25,-116.0,CONFIRMED,Kepler,0.891492613346918,23.566666666666666
-4.6,51.35445,5.655e-05,1.169,0.197,-0.06,7.46718958,75.7,98.0,271.25,1.04,123.26,4.6,-53.59,288.0593,6161.0,1035.0,-5.655e-05,-0.07,0.17,-147.0,CONFIRMED,Kepler,0.8896492728828058,16.456521739130437
-8.2,37.411968,6.847e-05,1.263,0.232,-0.21,5.42204257,79.1,122.0,527.11,1.39,272.08,8.2,-178.89,286.3443,6123.0,1222.0,-6.847e-05,-0.19,0.26,-134.0,CANDIDATE,Kepler,1.10055423594616,9.646341463414634
-37.8,46.373619,0.0006649,0.788,0.027,-0.17,48.8882668,462.8,76.0,5.23,2.96,0.73,37.8,-0.88,284.74792,4821.0,386.0,-0.0006649,-0.046,0.1,-76.0,CONFIRMED,Kepler,3.7563451776649743,12.243386243386245
-21.6,38.805882,0.0004368,1.107,0.338,-0.4,51.1319346,382.3,189.0,20.36,2.43,18.86,21.6,-8.01,285.21985,6071.0,542.0,-0.0004368,-0.182,0.74,-210.0,CONFIRMED,Kepler,2.1951219512195124,17.699074074074073
-120.0,48.226959,0.003484,0.848,0.299,-0.16,133.516435,510.0,150.0,3.3,2.01,3.37,120.0,-0.81,292.02341,5989.0,344.0,-0.003484,-0.067,0.71,-175.0,FALSE POSITIVE,Kepler,2.3702830188679243,4.25
-29.7,37.387058,0.0002066,0.759,0.05,-0.06,39.8312536,388.8,100.0,7.33,1.46,1.68,29.7,-1.16,286.28595,5026.0,420.0,-0.0002066,-0.034,0.1,-100.0,CONFIRMED,Kepler,1.9235836627140974,13.090909090909092
-20.0,45.972401,5.287e-06,0.369,0.05,-0.24,9.549277089,1826.9,71.0,4.62,1.57,1.83,20.0,-1.58,284.92184,3547.0,374.0,-5.287e-06,-0.056,0.21,-80.0,CONFIRMED,Kepler,4.254742547425474,91.345
-4.9,37.61348,0.0002662,2.517,0.602,-1.31,24.1073172,104.2,182.0,304.22,2.74,216.75,4.9,-233.31,292.09332,6585.0,1065.0,-0.0002662,-1.204,0.65,-250.0,CANDIDATE,Kepler,1.0885975367500995,21.26530612244898
-33.5,48.82259,2.499e-05,0.516,0.03,-0.23,17.60461401,2292.1,75.0,4.07,2.64,0.87,33.5,-0.98,290.40149,3744.0,362.0,-2.499e-05,-0.046,0.15,-83.0,CONFIRMED,Kepler,5.116279069767442,68.42089552238805
-21.7,45.11092,2.279e-06,0.764,0.056,-0.15,1.228721184,465.6,148.0,728.99,1.62,217.0,21.7,-190.2,291.85318,4897.0,1324.0,-2.279e-06,-0.07,0.12,-133.0,FALSE POSITIVE,Kepler,2.1204188481675392,21.456221198156683
-81.9,46.415871,0.0004175,0.813,0.161,-0.16,51.5738653,900.7,175.0,7.12,2.41,4.5,81.9,-1.66,292.70343,5380.0,417.0,-0.0004175,-0.057,0.48,-159.0,CANDIDATE,Kepler,2.9643296432964332,10.997557997557998
-18.1,43.859638,3.937e-05,0.959,0.285,-0.15,4.69505576,240.0,168.0,343.6,1.49,302.1,18.1,-101.75,290.68524,5999.0,1098.0,-3.937e-05,-0.095,0.44,-210.0,CONFIRMED,Kepler,1.553701772679875,13.259668508287291
-42.1,41.234505,7.45e-07,0.656,0.059,-0.16,0.569115976,796.9,169.0,1504.24,1.8,548.72,42.1,-425.21,290.65125,4788.0,1589.0,-7.45e-07,-0.059,0.16,-169.0,FALSE POSITIVE,Kepler,2.74390243902439,18.928741092636578
-14.9,38.707668,3.897e-06,0.92,0.264,-0.53,7.258450123,3714.7,154.0,141.3,5.53,119.36,14.9,-39.14,290.63651,5638.0,880.0,-3.897e-06,-0.088,1.59,-171.0,FALSE POSITIVE,Kepler,6.010869565217392,249.30872483221475
-9.7,50.51659,9.735e-05,0.885,0.207,-0.15,6.0959841,112.7,157.0,225.07,0.99,156.06,9.7,-81.32,296.1181,5826.0,988.0,-9.735e-05,-0.138,0.23,-157.0,FALSE POSITIVE,Kepler,1.11864406779661,11.61855670103093
-6.6,44.531712,0.000258,1.081,0.165,-0.16,22.9221181,140.3,106.0,51.7,1.33,22.06,6.6,-15.18,291.57898,5897.0,684.0,-0.000258,-0.135,0.21,-118.0,CONFIRMED,Kepler,1.2303422756706754,21.25757575757576
-5.6,47.378521,9.86e-05,2.886,0.522,-1.16,16.10474503,124.1,116.0,425.93,3.21,216.78,5.6,-265.84,297.21579,5822.0,1159.0,-9.86e-05,-1.044,0.58,-116.0,CONFIRMED,Kepler,1.1122661122661122,22.160714285714285
-15.7,42.977741,5.316e-05,0.982,0.129,-0.11,7.42697378,205.2,75.0,154.52,1.4,54.13,15.7,-31.74,297.07037,5573.0,899.0,-5.316e-05,-0.08,0.19,-83.0,CONFIRMED,Kepler,1.4256619144602851,13.070063694267516
-4.5,46.79081,3.763e-06,0.832,0.084,-0.08,0.874629873,68.1,152.0,1538.25,0.72,558.75,4.5,-452.88,290.30295,5099.0,1597.0,-3.763e-06,-0.094,0.08,-137.0,FALSE POSITIVE,Kepler,0.8653846153846154,15.133333333333333
-10.0,43.1824,2.489e-05,0.93,0.253,-0.15,5.46091846,172.0,171.0,353.34,1.25,282.84,10.0,-112.05,295.78381,6319.0,1106.0,-2.489e-05,-0.108,0.34,-209.0,FALSE POSITIVE,Kepler,1.3440860215053763,17.2
-11.2,44.60873,1.095e-05,0.633,0.05,-0.08,3.17323012,204.5,133.0,112.21,0.88,34.57,11.2,-29.23,284.82803,4500.0,830.0,-1.095e-05,-0.055,0.07,-133.0,CONFIRMED,Kepler,1.3902053712480253,18.258928571428573
-16.5,44.60873,0.0001073,0.633,0.05,-0.08,13.2970695,219.7,133.0,16.64,0.91,5.13,16.5,-4.33,284.82803,4500.0,515.0,-0.0001073,-0.055,0.07,-133.0,CONFIRMED,Kepler,1.4375987361769353,13.315151515151515
-1.4,49.040272,1.947e-06,1.198,0.067,-0.11,5.398752862,346.5,78.0,398.33,2.21,70.22,1.4,-58.48,291.03232,5790.0,1140.0,-1.947e-06,-0.061,0.12,-78.0,CONFIRMED,Kepler,1.8447412353923205,247.50000000000003
-7.8,42.841888,3.197e-05,1.065,0.34,-0.12,5.26648126,97.8,168.0,420.53,1.07,393.91,7.8,-131.88,293.96689,6204.0,1155.0,-3.197e-05,-0.121,0.35,-206.0,FALSE POSITIVE,Kepler,1.0046948356807512,12.538461538461538
-30.3,38.181702,1.745e-05,0.795,0.043,-0.16,2.67596808,420.6,170.0,234.19,1.57,65.47,30.3,-70.09,294.0704,4732.0,998.0,-1.745e-05,-0.079,0.08,-170.0,FALSE POSITIVE,Kepler,1.9748427672955975,13.881188118811881
-3.9,51.057301,7.9e-05,3.324,0.613,-0.56,7.41683033,72.6,69.0,973.85,3.36,470.28,3.9,-338.44,290.62183,4938.0,1425.0,-7.9e-05,-0.551,0.62,-79.0,CONFIRMED,Kepler,1.0108303249097472,18.615384615384613
-23.9,41.516331,1.291e-06,0.356,0.057,-0.1,0.727331746,357.4,69.0,122.92,0.67,56.11,23.9,-44.24,283.40195,3460.0,849.0,-1.291e-06,-0.057,0.11,-83.0,CONFIRMED,Kepler,1.8820224719101126,14.95397489539749
-16.6,51.347939,3.298e-06,0.816,0.031,-0.09,1.302017467,290.5,79.0,772.73,1.37,114.29,16.6,-140.9,295.90921,4948.0,1344.0,-3.298e-06,-0.054,0.05,-79.0,CONFIRMED,Kepler,1.6789215686274512,17.5
-25.4,40.00116,6.58e-05,0.764,0.132,-0.13,8.63050092,325.8,159.0,70.63,1.43,38.58,25.4,-18.38,289.37704,5352.0,739.0,-6.58e-05,-0.066,0.24,-159.0,CONFIRMED,Kepler,1.8717277486910993,12.826771653543307
-13.3,41.77771,7.771e-05,0.911,0.237,-0.16,12.49117388,189.9,155.0,80.08,1.36,61.35,13.3,-24.58,287.13828,5753.0,763.0,-7.771e-05,-0.11,0.36,-155.0,FALSE POSITIVE,Kepler,1.4928649835345775,14.278195488721805
-20.9,43.949162,1.633e-05,0.963,0.289,-0.17,3.27645723,323.0,162.0,482.56,1.71,427.92,20.9,-143.26,284.90573,5812.0,1195.0,-1.633e-05,-0.096,0.52,-203.0,CONFIRMED,Kepler,1.7757009345794392,15.454545454545455
-37.8,49.378109,0.0001074,0.806,0.182,-0.17,16.0573291,575.0,152.0,41.04,2.27,27.54,37.8,-9.61,296.75339,5644.0,645.0,-0.0001074,-0.061,0.51,-152.0,CONFIRMED,Kepler,2.8163771712158807,15.211640211640212
-21.9,46.991638,6.334e-05,1.023,0.345,-0.22,8.44326557,359.5,191.0,179.79,1.97,184.06,21.9,-60.45,284.28259,6081.0,934.0,-6.334e-05,-0.115,0.67,-255.0,FALSE POSITIVE,Kepler,1.9257086999022484,16.41552511415525
-14.6,39.783829,1.753e-05,0.788,0.028,-0.08,4.60300256,302.5,76.0,122.02,1.32,17.28,14.6,-21.85,294.6647,4821.0,848.0,-1.753e-05,-0.051,0.05,-76.0,CONFIRMED,Kepler,1.6751269035532994,20.71917808219178
-28.9,39.922272,4.411e-05,1.095,0.346,-0.28,16.9329284,488.3,174.0,93.34,2.46,86.9,28.9,-30.31,290.06293,6310.0,793.0,-4.411e-05,-0.123,0.78,-239.0,FALSE POSITIVE,Kepler,2.2465753424657535,16.896193771626297
-23.8,45.711891,6.862e-05,0.69,0.074,-0.13,12.00089667,420.7,157.0,37.81,1.47,14.41,23.8,-9.49,285.82233,5195.0,632.0,-6.862e-05,-0.059,0.16,-141.0,CONFIRMED,Kepler,2.130434782608696,17.676470588235293
-5.5,41.502659,1.294e-06,5.847,1.018,-29.73,1.169010526,165.9,71.0,47688.8,91.91,21249.18,5.5,-27122.71,289.93927,5944.0,3766.0,-1.294e-06,-1.891,16.0,-88.0,FALSE POSITIVE,Kepler,15.719172225072684,30.163636363636364
-7.1,49.379768,6.033e-06,0.872,0.042,-0.07,1.916940872,105.1,83.0,571.25,0.89,98.36,7.1,-118.56,294.88965,5083.0,1246.0,-6.033e-06,-0.072,0.05,-76.0,CONFIRMED,Kepler,1.0206422018348624,14.80281690140845
-9.1,50.075588,3.069e-05,0.939,0.282,-0.11,5.05661302,137.9,176.0,286.32,1.15,257.92,9.1,-85.76,294.22446,5926.0,1049.0,-3.069e-05,-0.094,0.35,-211.0,CONFIRMED,Kepler,1.2247071352502663,15.153846153846155
-20.8,44.37178,0.0002829,0.967,0.284,-0.18,24.3344939,323.1,169.0,41.3,1.74,35.82,20.8,-12.53,296.89484,6091.0,647.0,-0.0002829,-0.101,0.51,-211.0,CONFIRMED,Kepler,1.7993795243019648,15.533653846153847
-45.3,41.43594,0.001563,0.803,0.028,-0.17,131.187921,915.9,78.0,1.54,2.34,0.22,45.3,-0.31,298.59482,4898.0,284.0,-0.001563,-0.06,0.09,-88.0,CONFIRMED,Kepler,2.914072229140722,20.218543046357617
-3.1,45.41748,1.487e-05,1.15,0.174,-0.15,2.17489806,74.8,77.0,1187.26,1.08,472.47,3.1,-351.9,297.78647,5749.0,1496.0,-1.487e-05,-0.159,0.17,-77.0,FALSE POSITIVE,Kepler,0.9391304347826088,24.129032258064516
-15.8,40.685242,0.0002406,0.899,0.051,-0.16,25.8859397,217.1,85.0,20.35,1.66,3.9,15.8,-4.56,287.70688,5190.0,542.0,-0.0002406,-0.083,0.09,-77.0,CONFIRMED,Kepler,1.846496106785317,13.740506329113924
-40.7,44.873428,0.0002554,0.941,0.281,-0.22,28.6253502,652.7,154.0,25.54,2.38,22.32,40.7,-7.15,285.80322,5774.0,573.0,-0.0002554,-0.088,0.71,-188.0,CONFIRMED,Kepler,2.5292242295430394,16.036855036855037
-2.2,46.44978,7.603e-05,2.163,0.133,-0.13,6.98141327,38.0,81.0,865.81,1.42,163.01,2.2,-181.18,284.59372,6054.0,1384.0,-7.603e-05,-0.193,0.09,-72.0,CONFIRMED,Kepler,0.6564956079519186,17.27272727272727
-7.0,40.13979,6.017e-06,1.076,0.335,-0.14,1.319677953,100.7,168.0,2729.71,1.13,2484.88,7.0,-896.63,298.34653,6306.0,1843.0,-6.017e-06,-0.134,0.36,-205.0,FALSE POSITIVE,Kepler,1.0501858736059477,14.385714285714286
-13.4,39.598591,4.416e-05,1.005,0.27,-0.26,8.94337724,215.1,181.0,188.93,1.48,153.04,13.4,-76.13,296.45575,6074.0,946.0,-4.416e-05,-0.18,0.4,-181.0,CONFIRMED,Kepler,1.4726368159203982,16.05223880597015
-22.9,46.246181,3.957e-06,11.895,3.211,-0.91,0.827151296,272.4,87.0,168151.39,19.1,124864.13,22.9,-21987.17,288.18198,4452.0,5171.0,-3.957e-06,-0.567,5.15,-47.0,CANDIDATE,Kepler,1.605716687683901,11.895196506550217
-22.4,46.56654,8.001e-06,0.537,0.03,-0.22,12.282998287,2794.7,77.0,8.14,2.83,1.68,22.4,-1.78,284.94098,3879.0,431.0,-8.001e-06,-0.041,0.16,-85.0,CONFIRMED,Kepler,5.270018621973929,124.76339285714286
-8.8,47.731091,4.62e-07,0.847,0.181,-0.1,0.328686504,171.9,177.0,6891.11,1.11,4649.57,8.8,-1838.14,288.41684,5430.0,2324.0,-4.62e-07,-0.077,0.24,-160.0,FALSE POSITIVE,Kepler,1.310507674144038,19.534090909090907
-40.8,49.962269,6.398e-06,0.576,0.022,-0.17,6.383159135,2313.2,74.0,18.73,2.73,3.1,40.8,-3.66,285.57434,3757.0,530.0,-6.398e-06,-0.036,0.1,-82.0,CONFIRMED,Kepler,4.739583333333334,56.69607843137255
-4.5,48.335949,5.44e-05,1.238,0.256,-0.06,5.57654782,53.6,74.0,462.81,0.92,244.02,4.5,-85.69,290.02591,6187.0,1183.0,-5.44e-05,-0.091,0.2,-80.0,CONFIRMED,Kepler,0.7431340872374799,11.911111111111111
-51.5,44.48819,0.0008968,1.149,0.19,-0.44,115.6863392,945.9,78.0,6.09,3.52,2.64,51.5,-1.68,291.2681,5800.0,401.0,-0.0008968,-0.142,0.58,-87.0,CONFIRMED,Kepler,3.063533507397737,18.366990291262134
-29.2,45.588558,2.544e-05,0.82,0.188,-0.12,3.81371423,281.0,166.0,264.63,1.37,185.31,29.2,-71.19,291.39786,5547.0,1029.0,-2.544e-05,-0.075,0.32,-166.0,CONFIRMED,Kepler,1.6707317073170733,9.623287671232877
-59.1,49.915058,0.0003079,0.398,0.049,-0.21,38.0970717,913.3,71.0,0.81,1.58,0.3,59.1,-0.25,294.36609,3554.0,242.0,-0.0003079,-0.054,0.2,-80.0,CONFIRMED,Kepler,3.969849246231156,15.453468697123519
-44.9,43.720329,4.594e-05,0.834,0.238,-0.19,11.6191707,700.4,158.0,77.43,2.21,64.84,44.9,-20.46,299.06168,5870.0,756.0,-4.594e-05,-0.074,0.63,-175.0,CANDIDATE,Kepler,2.6498800959232613,15.599109131403118
-32.4,46.29567,1.857e-06,1.03,0.341,-1.01,2.637574744,5423.5,171.0,868.86,9.16,850.3,32.4,-273.05,293.6701,6108.0,1385.0,-1.857e-06,-0.114,3.03,-214.0,FALSE POSITIVE,Kepler,8.893203883495145,167.39197530864197
-33.6,47.444939,0.0002813,0.598,0.05,-0.12,38.2292037,605.8,121.0,3.92,1.51,1.2,33.6,-1.0,290.83627,4544.0,359.0,-0.0002813,-0.05,0.13,-135.0,CANDIDATE,Kepler,2.525083612040134,18.0297619047619
-15.4,44.55275,0.0001047,0.796,0.049,-0.12,16.3012727,259.5,145.0,22.73,1.54,6.08,15.4,-5.29,285.29575,4873.0,557.0,-0.0001047,-0.06,0.09,-130.0,CONFIRMED,Kepler,1.934673366834171,16.850649350649352
-8.3,37.5373,9.754e-05,1.218,0.203,-0.14,13.32354078,116.6,98.0,136.61,1.32,61.54,8.3,-36.81,286.62576,6113.0,872.0,-9.754e-05,-0.125,0.22,-147.0,CONFIRMED,Kepler,1.083743842364532,14.048192771084336
-18.2,45.98024,6.585e-06,1.096,0.333,-0.23,2.607545159,351.5,172.0,993.79,2.07,892.81,18.2,-318.55,287.79385,6147.0,1431.0,-6.585e-06,-0.119,0.62,-236.0,CONFIRMED,Kepler,1.888686131386861,19.313186813186814
-23.4,44.900021,1.562e-05,0.87,0.037,-0.16,3.24417541,371.9,81.0,283.66,1.84,44.72,23.4,-61.51,291.95999,5094.0,1047.0,-1.562e-05,-0.075,0.08,-81.0,CONFIRMED,Kepler,2.1149425287356323,15.893162393162394
-87.1,44.124199,0.002753,0.797,0.355,-3.9,176.845697,431.6,205.0,1.69,42.05,2.38,87.1,-0.46,294.39749,5592.0,291.0,-0.002753,-0.074,18.73,-169.0,CANDIDATE,Kepler,52.760351317440396,4.955223880597016
-13.6,44.959209,3.007e-05,0.883,0.275,-0.1,6.85567248,197.7,156.0,153.07,1.27,140.03,13.6,-37.99,288.88123,5734.0,897.0,-3.007e-05,-0.069,0.39,-173.0,FALSE POSITIVE,Kepler,1.4382785956964892,14.536764705882353
-16.5,47.025162,2.379e-05,0.654,0.068,-0.06,2.28607282,261.8,124.0,186.39,1.01,66.38,16.5,-39.17,297.22394,4583.0,942.0,-2.379e-05,-0.04,0.11,-124.0,FALSE POSITIVE,Kepler,1.54434250764526,15.866666666666667
-1.9,49.040272,3.459e-05,1.198,0.067,-0.04,9.60505976,55.0,78.0,185.15,0.91,32.63,1.9,-27.19,291.03232,5790.0,941.0,-3.459e-05,-0.061,0.05,-78.0,CONFIRMED,Kepler,0.7595993322203674,28.947368421052634
-16.2,47.964771,2.884e-05,0.725,0.122,-0.07,3.54789928,185.3,160.0,224.45,0.99,119.85,16.2,-50.87,296.96017,5399.0,987.0,-2.884e-05,-0.052,0.16,-144.0,FALSE POSITIVE,Kepler,1.3655172413793104,11.438271604938272
-29.5,49.616859,0.0001149,0.91,0.28,-0.2,18.0243482,441.2,161.0,51.44,1.98,46.44,29.5,-14.74,297.24017,5955.0,683.0,-0.0001149,-0.093,0.61,-179.0,CANDIDATE,Kepler,2.1758241758241756,14.95593220338983
-41.2,49.106659,0.0001733,0.716,0.077,-0.1,16.4793229,479.1,162.0,19.62,1.53,7.78,41.2,-4.56,296.72305,4908.0,537.0,-0.0001733,-0.049,0.17,-148.0,CANDIDATE,Kepler,2.1368715083798886,11.62864077669903
-9.8,44.932461,1.919e-05,1.271,0.216,-0.17,3.65690909,107.4,81.0,828.52,1.32,367.2,9.8,-234.28,293.50049,6078.0,1368.0,-1.919e-05,-0.162,0.23,-90.0,CONFIRMED,Kepler,1.038552321007081,10.959183673469388
-55.9,46.62664,0.0008497,0.819,0.032,-0.16,88.0712769,885.4,79.0,2.79,2.4,0.43,55.9,-0.51,292.30743,4939.0,330.0,-0.0008497,-0.055,0.09,-79.0,CONFIRMED,Kepler,2.9304029304029307,15.838998211091234
-8.9,41.40781,8.452e-05,2.605,0.447,-1.03,8.38395796,108.5,75.0,645.64,3.24,290.81,8.9,-364.83,292.12521,5405.0,1285.0,-8.452e-05,-0.831,0.56,-86.0,CONFIRMED,Kepler,1.2437619961612285,12.191011235955056
-5.6,47.02039,1.076e-05,1.374,0.221,-0.23,1.68189051,83.2,70.0,2432.14,1.27,1005.66,5.6,-880.04,289.95651,5827.0,1790.0,-1.076e-05,-0.246,0.2,-79.0,CONFIRMED,Kepler,0.9243085880640465,14.85714285714286
-17.9,46.941589,8.864e-05,0.876,0.254,-0.18,8.59000355,298.1,155.0,119.26,1.82,101.2,17.9,-33.02,298.75491,5817.0,843.0,-8.864e-05,-0.085,0.52,-172.0,FALSE POSITIVE,Kepler,2.077625570776256,16.653631284916205
-8.3,43.244049,0.0005173,0.983,0.143,-0.08,44.9977604,170.2,70.0,15.74,1.59,5.91,8.3,-2.25,282.23969,5871.0,508.0,-0.0005173,-0.045,0.23,-88.0,CONFIRMED,Kepler,1.6174974567650051,20.506024096385538
-2.4,49.10622,6.195e-05,1.994,0.371,-0.34,7.12815163,45.9,113.0,839.5,1.36,428.34,2.4,-401.83,284.42273,6311.0,1373.0,-6.195e-05,-0.495,0.25,-126.0,CONFIRMED,Kepler,0.6820461384152458,19.125
-12.5,41.769581,1.482e-05,0.918,0.275,-0.2,2.10081629,169.1,175.0,852.78,1.65,768.81,12.5,-282.51,291.87799,5815.0,1378.0,-1.482e-05,-0.11,0.49,-210.0,CANDIDATE,Kepler,1.7973856209150325,13.527999999999999
-4.1,47.259159,1.019e-06,2.082,0.46,-6.89,0.872952088,137.3,192.0,23715.46,25.5,15617.95,4.1,-12681.5,289.80298,7102.0,3165.0,-1.019e-06,-0.563,5.64,-235.0,FALSE POSITIVE,Kepler,12.247838616714699,33.487804878048784
-12.3,40.13699,2.517e-05,2.476,0.402,-1.14,7.01074295,222.8,78.0,1054.63,3.76,448.28,12.3,-567.41,290.6333,5814.0,1453.0,-2.517e-05,-0.747,0.61,-78.0,CONFIRMED,Kepler,1.5185783521809368,18.11382113821138
-9.9,50.621471,0.0001282,1.299,0.209,-0.34,17.2922631,203.1,71.0,101.22,2.13,41.84,9.9,-33.67,296.37692,5936.0,809.0,-0.0001282,-0.209,0.35,-79.0,CONFIRMED,Kepler,1.6397228637413395,20.515151515151516
-26.3,41.874908,0.0006466,0.904,0.121,-0.08,94.289223,505.4,67.0,4.39,2.11,1.53,26.3,-0.61,287.06638,5632.0,369.0,-0.0006466,-0.038,0.29,-92.0,CONFIRMED,Kepler,2.3340707964601766,19.216730038022813
-26.3,42.378479,3.997e-05,1.131,0.335,-0.42,14.02634692,403.6,184.0,108.07,2.66,96.95,26.3,-41.63,286.25165,5970.0,822.0,-3.997e-05,-0.18,0.79,-205.0,CONFIRMED,Kepler,2.3519009725906277,15.346007604562738
0.0,40.57798,0.0,0.94,0.253,-0.34,12.425866431,257.9,161.0,71.19,2.12,57.69,0.0,-25.84,297.58801,5428.0,741.0,0.0,-0.148,0.56,-145.0,FALSE POSITIVE,Kepler,2.2553191489361706,0.0
-5.7,41.27924,0.0002261,1.782,0.344,-0.41,25.5433704,138.6,119.0,84.0,2.11,46.41,5.7,-33.15,292.88528,5422.0,772.0,-0.0002261,-0.344,0.41,-98.0,CONFIRMED,Kepler,1.1840628507295172,24.31578947368421
-24.5,39.596519,0.0007913,10.472,0.696,-1.06,33.8542586,253.3,97.0,730.99,15.96,173.54,24.5,-146.52,294.78235,4553.0,1326.0,-0.0007913,-0.696,1.06,-97.0,FALSE POSITIVE,Kepler,1.5240641711229947,10.338775510204082
-34.2,49.256432,0.0004749,0.9,0.258,-0.24,45.0909201,436.3,156.0,13.27,2.44,11.16,34.2,-3.77,292.11517,5790.0,487.0,-0.0004749,-0.086,0.7,-190.0,CONFIRMED,Kepler,2.711111111111111,12.757309941520466
-15.7,46.692799,0.0001234,0.818,0.143,-0.21,15.0539886,221.5,162.0,46.3,1.44,25.51,15.7,-16.14,298.95032,5475.0,665.0,-0.0001234,-0.117,0.25,-162.0,CONFIRMED,Kepler,1.76039119804401,14.108280254777071
-5.2,41.820068,2.007e-05,0.848,0.185,-0.11,3.67936863,85.9,172.0,361.27,0.92,242.82,5.2,-114.83,298.35361,5676.0,1112.0,-2.007e-05,-0.108,0.2,-154.0,CANDIDATE,Kepler,1.0849056603773586,16.51923076923077
-7.1,41.820068,0.0001035,0.848,0.185,-0.1,7.4464635,78.0,172.0,141.12,0.77,94.85,7.1,-44.85,298.35361,5676.0,879.0,-0.0001035,-0.108,0.17,-154.0,CANDIDATE,Kepler,0.9080188679245284,10.985915492957748
-68.1,44.982529,0.003488,0.874,0.044,-0.24,159.388788,1033.0,84.0,1.65,2.73,0.29,68.1,-0.36,293.6394,5135.0,289.0,-0.003488,-0.076,0.14,-77.0,CONFIRMED,Kepler,3.123569794050343,15.168869309838474
-83.1,44.921108,1.601e-06,0.328,0.04,-0.19,1.565412613,2754.6,69.0,41.85,1.73,15.16,83.1,-10.74,282.25021,3464.0,648.0,-1.601e-06,-0.036,0.22,-55.0,CONFIRMED,Kepler,5.274390243902439,33.148014440433215
-120.0,44.921108,1.247e-05,0.328,0.04,-0.18,5.14892346,2355.0,69.0,8.54,1.72,3.09,120.0,-2.19,282.25021,3464.0,436.0,-1.247e-05,-0.036,0.21,-55.0,CONFIRMED,Kepler,5.24390243902439,19.625
-6.1,38.385078,4.183e-06,1.067,0.35,-0.2,0.730943372,134.7,193.0,5461.14,1.37,5439.02,6.1,-2061.35,289.7934,6143.0,2190.0,-4.183e-06,-0.15,0.44,-257.0,FALSE POSITIVE,Kepler,1.2839737582005626,22.081967213114755
-18.7,42.520489,3.96e-07,0.73,0.079,-1.51,0.515552803,1224.1,176.0,2508.21,13.96,1022.97,18.7,-776.48,281.55936,5068.0,1807.0,-3.96e-07,-0.079,1.51,-176.0,FALSE POSITIVE,Kepler,19.123287671232877,65.45989304812834
-14.7,47.490921,6.821e-06,0.86,0.222,-2.23,2.522590567,210.2,150.0,499.07,25.82,379.16,14.7,-129.54,288.75073,5591.0,1205.0,-6.821e-06,-0.074,6.66,-166.0,CONFIRMED,Kepler,30.02325581395349,14.299319727891156
-10.7,42.636051,6.397e-05,1.176,0.183,-0.26,6.73968289,142.0,82.0,246.9,1.48,102.89,10.7,-86.42,280.82339,5511.0,1011.0,-6.397e-05,-0.203,0.23,-71.0,CONFIRMED,Kepler,1.2585034013605443,13.271028037383179
-4.5,48.706211,4.572e-05,1.171,0.06,-0.13,41.74598855,421.8,71.0,27.58,2.4,4.37,4.5,-4.06,289.6644,5978.0,584.0,-4.572e-05,-0.06,0.12,-80.0,CONFIRMED,Kepler,2.049530315969257,93.73333333333333
