st_teff,st_raderr2,st_tefferr1,st_tefferr2,pl_insolerr2,pl_insol,pl_radeerr1,pl_trandep,pl_eqt,st_rad,pl_orbpererr2,pl_insolerr1,pl_rade,pl_radeerr2,pl_trandeperr1,st_raderr1,pl_orbpererr1,dec,ra,pl_orbper,pl_trandeperr2,disposition,source,pl_rad_to_star_rad_ratio,pl_signal_significance
3765.0,-0.047,75.0,-83.0,-3.51,14.46,0.06,359.3,497.0,0.521,-4.132e-05,2.98,1.0,-0.09,39.2,0.029,4.132e-05,45.136589,293.51108,7.05429483,-39.2,CONFIRMED,Kepler,1.9193857965451055,9.165816326530612
4671.0,-0.034,139.0,-153.0,-36.72,157.05,0.03,106.7,903.0,0.528,-1.155e-05,38.78,0.55,-0.03,7.6,0.028,1.155e-05,45.071442,298.41931,2.27050106,-7.6,CANDIDATE,Kepler,1.0416666666666667,14.039473684210527
5242.0,-0.046,84.0,-73.0,-2.71,17.69,0.12,365.3,523.0,0.856,-0.0001582,4.04,1.59,-0.08,19.4,0.063,0.0001582,49.102322,296.55005,26.7838935,-19.4,CONFIRMED,Kepler,1.8574766355140189,18.829896907216497
6499.0,-0.127,174.0,-232.0,-9.87,31.54,0.76,373.1,604.0,1.169,-0.0004995,30.18,2.32,-0.25,25.1,0.382,0.0004995,46.662209,297.37509,45.126216,-25.1,CONFIRMED,Kepler,1.984602224123182,14.864541832669323
5073.0,-0.049,168.0,-152.0,-8.17,35.99,0.24,631.7,625.0,0.748,-7.096e-05,16.45,1.86,-0.12,45.7,0.098,7.096e-05,51.375858,287.52203,11.94019101,-45.7,CONFIRMED,Kepler,2.486631016042781,13.822757111597374
6453.0,-0.165,146.0,-194.0,-346.83,999.6,0.34,83.1,1434.0,1.17,-2.523e-05,862.47,1.1,-0.16,4.4,0.357,2.523e-05,50.24025,295.96283,3.51295674,-4.4,FALSE POSITIVE,Kepler,0.9401709401709403,18.886363636363633
4891.0,-0.056,78.0,-87.0,-1.13,5.81,0.1,886.4,396.0,0.805,-0.0003548,0.82,2.78,-0.19,58.9,0.028,0.0003548,48.806721,285.23245,48.4313003,-58.9,CONFIRMED,Kepler,3.4534161490683224,15.049235993208828
3834.0,-0.041,77.0,-84.0,-3.47,15.87,0.13,1765.9,509.0,0.539,-5.921e-06,3.28,2.25,-0.17,19.2,0.03,5.921e-06,40.591789,292.29459,7.203855862,-19.2,CONFIRMED,Kepler,4.174397031539889,91.97395833333334
5168.0,-0.04,102.0,-102.0,-15.35,90.19,0.04,92.9,786.0,0.769,-4.473e-05,20.15,0.73,-0.04,7.5,0.049,4.473e-05,41.208599,291.62878,6.73808701,-7.5,CONFIRMED,Kepler,0.9492847854356307,12.386666666666667
6418.0,-0.132,179.0,-268.0,-106.18,315.8,0.82,418.5,1075.0,1.171,-6.59e-05,315.48,2.45,-0.28,49.3,0.396,6.59e-05,40.728001,295.0174,7.57571414,-49.3,FALSE POSITIVE,Kepler,2.0922288642186166,8.488843813387424
6063.0,-0.59,163.0,-163.0,-759.98,1303.61,0.39,115.8,1532.0,1.855,-1.934e-05,733.42,2.11,-0.67,7.3,0.344,1.934e-05,40.726452,294.50977,4.76887671,-7.3,FALSE POSITIVE,Kepler,1.1374663072776279,15.863013698630137
5316.0,-0.072,186.0,-186.0,-236.82,775.18,2.46,2651.8,1346.0,0.685,-1.114e-06,311.13,23.45,-2.47,34.5,0.072,1.114e-06,44.119942,298.77756,1.347512632,-34.5,FALSE POSITIVE,Kepler,34.23357664233576,76.86376811594204
5547.0,-0.07,149.0,-166.0,-992.07,3827.79,0.28,259.1,2009.0,0.82,-8.08e-07,2451.16,1.32,-0.11,7.1,0.176,8.08e-07,46.012402,295.46658,0.512581697,-7.1,FALSE POSITIVE,Kepler,1.6097560975609757,36.49295774647888
5370.0,-0.113,159.0,-143.0,-19.43,59.51,0.17,151.0,708.0,0.845,-8.498e-05,30.99,1.03,-0.14,13.2,0.138,8.498e-05,39.66798,288.77112,12.07760884,-13.2,FALSE POSITIVE,Kepler,1.2189349112426036,11.43939393939394
5988.0,-3.232,335.0,-503.0,-1750.19,2442.24,3.51,565.9,1793.0,8.841,-8.276e-05,1705.42,20.83,-7.62,19.5,1.492,8.276e-05,50.909149,291.28772,18.55581565,-19.5,CANDIDATE,Kepler,2.3560683180635675,29.02051282051282
5991.0,-0.139,161.0,-179.0,-35.0,104.37,7.54,725.6,815.0,1.039,-3.699e-05,88.95,25.95,-3.47,52.0,0.302,3.699e-05,42.40329,281.26013,13.33094869,-52.0,CANDIDATE,Kepler,24.975938402309914,13.953846153846154
5262.0,-0.061,184.0,-184.0,-24.99,91.0,0.37,1112.6,787.0,0.714,-2.353e-05,49.41,2.35,-0.2,56.1,0.114,2.353e-05,49.960892,285.57492,6.38315744,-56.1,FALSE POSITIVE,Kepler,3.2913165266106446,19.832442067736185
3780.0,-0.043,76.0,-83.0,-0.53,2.28,0.17,2312.8,314.0,0.511,-3.058e-05,0.56,2.47,-0.21,24.1,0.036,3.058e-05,42.542629,287.85812,27.52194772,-24.1,CONFIRMED,Kepler,4.833659491193738,95.96680497925311
5392.0,-0.185,80.0,-80.0,-21.74,61.87,0.61,389.0,715.0,1.087,-0.0001552,34.02,2.94,-0.5,21.1,0.227,0.0001552,39.446911,285.27643,16.1289679,-21.1,CONFIRMED,Kepler,2.704691812327507,18.436018957345972
5853.0,-0.087,157.0,-192.0,-19.62,68.41,0.51,336.4,733.0,0.895,-0.0001434,58.24,1.75,-0.17,25.2,0.26,0.0001434,46.347252,297.33945,13.5631157,-25.2,CONFIRMED,Kepler,1.9553072625698324,13.349206349206348
5495.0,-0.086,74.0,-82.0,-10.93,49.81,0.21,369.6,678.0,0.961,-7.703e-05,16.07,1.83,-0.17,28.0,0.115,7.703e-05,46.945862,294.47833,16.2959916,-28.0,CONFIRMED,Kepler,1.9042663891779399,13.200000000000001
5481.0,-0.065,147.0,-147.0,-53.5,222.54,0.14,75.8,985.0,0.815,-2.577e-05,133.7,0.7,-0.06,5.5,0.163,2.577e-05,43.95396,284.90302,4.16056658,-5.5,CONFIRMED,Kepler,0.8588957055214724,13.781818181818181
5485.0,-0.101,163.0,-163.0,-127.35,390.28,0.17,199.1,1134.0,0.788,-2.302e-05,196.17,1.15,-0.15,16.3,0.123,2.302e-05,47.249882,283.02725,2.93101771,-16.3,FALSE POSITIVE,Kepler,1.4593908629441623,12.214723926380367
5437.0,-0.031,73.0,-81.0,-1.37,10.38,0.08,610.4,458.0,0.781,-3.007e-05,1.54,1.9,-0.07,3.6,0.034,3.007e-05,44.518215,284.05954,39.79220077,-3.6,CONFIRMED,Kepler,2.432778489116517,169.55555555555554
5328.0,-0.126,204.0,-185.0,-15.04,41.57,0.45,525.8,648.0,0.883,-0.0001344,29.51,2.11,-0.3,31.9,0.188,0.0001344,46.825298,297.18564,16.2276756,-31.9,FALSE POSITIVE,Kepler,2.3895809739524347,16.482758620689655
5632.0,-0.05,169.0,-169.0,-180.51,778.05,3.66,259.6,1346.0,0.729,-5.088e-06,492.25,17.94,-1.23,17.5,0.149,5.088e-06,46.78616,299.07828,1.595630597,-17.5,FALSE POSITIVE,Kepler,24.60905349794239,14.834285714285716
4825.0,-0.029,96.0,-96.0,-3.27,21.92,0.06,184.9,552.0,0.732,-0.0001119,4.66,0.96,-0.04,10.3,0.043,0.0001119,44.762959,294.39105,14.8200596,-10.3,CONFIRMED,Kepler,1.3114754098360655,17.95145631067961
5681.0,-0.088,180.0,-200.0,-10.47,36.01,0.67,661.8,625.0,0.923,-0.0001751,31.47,2.34,-0.22,33.3,0.264,0.0001751,43.936852,296.18829,20.49041,-33.3,CONFIRMED,Kepler,2.5352112676056335,19.873873873873872
6534.0,-1.147,198.0,-198.0,-20733.67,31471.91,3.96,86.3,3399.0,3.028,-4.891e-06,14245.65,29.27,-11.09,3.7,0.41,4.891e-06,40.643661,297.68881,0.962827066,-3.7,FALSE POSITIVE,Kepler,9.666446499339498,23.324324324324323
6117.0,-0.143,190.0,-212.0,-68.41,191.84,0.59,301.6,949.0,1.027,-3.976e-05,188.93,1.79,-0.25,17.3,0.334,3.976e-05,42.213219,288.77182,8.679037,-17.3,CONFIRMED,Kepler,1.7429406037000976,17.433526011560694
6122.0,-0.097,190.0,-232.0,-36.66,119.44,0.62,371.0,843.0,0.964,-9.103e-05,115.92,1.93,-0.2,30.0,0.309,9.103e-05,44.32526,296.60141,11.1296971,-30.0,CONFIRMED,Kepler,2.0020746887966805,12.366666666666667
5887.0,-0.175,70.0,-79.0,-319.04,1056.15,0.26,145.6,1455.0,1.235,-1.312e-05,466.02,1.53,-0.22,8.8,0.213,1.312e-05,46.718021,293.98871,2.7296036,-8.8,CONFIRMED,Kepler,1.2388663967611335,16.545454545454543
5591.0,-0.059,175.0,-194.0,-92.68,375.55,0.43,345.2,1123.0,0.86,-1.188e-05,315.68,1.59,-0.11,21.1,0.237,1.188e-05,48.5154,295.35446,3.11604194,-21.1,CONFIRMED,Kepler,1.8488372093023258,16.360189573459714
3879.0,-0.041,77.0,-85.0,-0.3,1.37,0.12,1537.7,276.0,0.537,-9.794e-05,0.28,2.13,-0.16,52.9,0.03,9.794e-05,46.56654,284.94098,46.82767725,-52.9,CONFIRMED,Kepler,3.966480446927374,29.068052930056712
5420.0,-0.052,108.0,-97.0,-9.93,55.82,0.09,100.8,697.0,0.868,-0.0001298,17.76,0.87,-0.05,9.4,0.09,0.0001298,50.081089,294.35092,12.7372371,-9.4,CONFIRMED,Kepler,1.0023041474654377,10.723404255319148
5855.0,-0.259,104.0,-116.0,-13.41,34.19,0.35,214.5,617.0,1.373,-0.0003401,16.13,2.01,-0.38,12.8,0.235,0.0003401,49.936131,295.84653,40.0306267,-12.8,CONFIRMED,Kepler,1.4639475600873997,16.7578125
5440.0,-0.055,73.0,-81.0,-501.97,2982.78,0.16,240.7,1883.0,0.913,-8.23e-07,913.26,1.4,-0.08,7.7,0.103,8.23e-07,40.740131,283.92004,0.679336747,-7.7,CONFIRMED,Kepler,1.533406352683461,31.25974025974026
5931.0,-0.075,160.0,-178.0,-0.45,1.69,11.39,110990.0,291.0,0.845,-0.000173,1.24,46.07,-4.09,242.0,0.209,0.000173,49.972301,290.75183,213.6103207,-242.0,FALSE POSITIVE,Kepler,54.5207100591716,458.6363636363636
5989.0,-0.233,119.0,-119.0,-1.99,5.33,3.85,29841.0,387.0,1.324,-0.000125,2.4,24.4,-4.3,40.3,0.209,0.000125,43.92374,281.05594,170.8658492,-40.3,FALSE POSITIVE,Kepler,18.429003021148034,740.4714640198512
5780.0,0.0,0.0,0.0,0.0,43.52,0.0,348130.0,655.0,1.0,-2.444e-05,0.0,59.5,0.0,2293.0,0.0,2.444e-05,37.777481,290.23032,21.47642727,-2293.0,CANDIDATE,Kepler,59.5,151.82293938072394
5780.0,0.0,0.0,0.0,0.0,56.9,0.0,3859.0,700.0,1.0,-0.0003391,0.0,5.97,0.0,530.0,0.0,0.0003391,37.777481,290.23032,17.5509742,-530.0,FALSE POSITIVE,Kepler,5.97,7.281132075471698
5593.0,-0.075,111.0,-111.0,-1.19,5.47,0.61,2518.7,390.0,0.945,-0.0002736,2.08,4.7,-0.37,43.3,0.122,0.0002736,48.977402,296.13281,88.5122014,-43.3,CONFIRMED,Kepler,4.973544973544974,58.16859122401848
5406.0,-0.088,75.0,-75.0,-19.37,87.48,0.17,258.6,780.0,0.95,-8.238e-05,27.17,1.5,-0.14,17.4,0.108,8.238e-05,38.659061,288.10608,10.21507506,-17.4,FALSE POSITIVE,Kepler,1.5789473684210527,14.862068965517244
5062.0,-0.058,202.0,-157.0,-14.38,57.04,0.34,650.8,701.0,0.735,-0.0001742,35.78,1.91,-0.15,65.3,0.132,0.0001742,45.298279,293.24487,8.3806973,-65.3,FALSE POSITIVE,Kepler,2.5986394557823127,9.966309341500766
5395.0,-0.057,177.0,-144.0,-2.98,12.57,0.34,636.6,480.0,0.734,-0.0002303,7.33,1.85,-0.14,46.6,0.132,0.0002303,42.545898,295.62469,31.0572947,-46.6,CONFIRMED,Kepler,2.5204359673024523,13.660944206008583
6325.0,-0.129,174.0,-261.0,-37.97,111.74,1.09,479.8,829.0,1.112,-0.000124,114.89,3.12,-0.36,18.7,0.388,0.000124,50.33654,294.33847,15.1622287,-18.7,CONFIRMED,Kepler,2.805755395683453,25.65775401069519
6325.0,-0.129,174.0,-261.0,-65.71,193.39,1.03,437.9,951.0,1.112,-6.551e-05,198.85,2.94,-0.34,16.6,0.388,6.551e-05,50.33654,294.33847,10.04378351,-16.6,CONFIRMED,Kepler,2.6438848920863305,26.37951807228915
5488.0,-0.07,166.0,-149.0,-27.11,105.84,0.31,370.5,818.0,0.789,-2.424e-05,68.12,1.51,-0.14,26.0,0.164,2.424e-05,45.03231,297.90738,7.10397925,-26.0,CANDIDATE,Kepler,1.9138149556400506,14.25
5009.0,-0.062,80.0,-80.0,-31.24,159.65,0.04,188.7,907.0,0.84,-2.001e-05,24.49,1.13,-0.09,11.4,0.034,2.001e-05,46.752621,286.48364,4.5513988,-11.4,CONFIRMED,Kepler,1.3452380952380951,16.552631578947366
3834.0,-0.041,77.0,-84.0,-2.0,9.12,0.12,1387.2,443.0,0.539,-1.465e-05,1.88,2.13,-0.16,26.5,0.03,1.465e-05,40.591789,292.29459,10.91274065,-26.5,CONFIRMED,Kepler,3.951762523191094,52.347169811320754
5435.0,-0.068,193.0,-193.0,-13.95,51.37,3.48,535.8,683.0,0.824,-0.0001869,32.51,18.13,-1.49,27.6,0.158,0.0001869,40.583172,299.03641,12.2141545,-27.6,FALSE POSITIVE,Kepler,22.00242718446602,19.413043478260867
5762.0,-0.1,155.0,-155.0,-110.19,369.47,0.29,153.6,1119.0,0.867,-2.125e-05,290.7,1.09,-0.13,12.1,0.232,2.125e-05,44.424252,291.35867,3.732261,-12.1,FALSE POSITIVE,Kepler,1.257208765859285,12.694214876033058
5640.0,-0.061,101.0,-113.0,-91.73,468.31,0.08,42.4,1187.0,0.921,-1.374e-05,187.65,0.6,-0.04,3.2,0.131,1.374e-05,47.59251,283.42911,3.03267135,-3.2,CONFIRMED,Kepler,0.6514657980456026,13.249999999999998
5767.0,-0.202,115.0,-104.0,-140.91,379.09,0.14,70.5,1125.0,1.135,-4.112e-05,159.1,0.95,-0.17,4.1,0.165,4.112e-05,43.36808,288.66077,5.34182466,-4.1,CONFIRMED,Kepler,0.8370044052863436,17.195121951219512
5845.0,-0.102,162.0,-223.0,-293.98,955.16,0.5,269.4,1418.0,1.013,-6.449e-06,848.6,1.66,-0.17,13.4,0.305,6.449e-06,46.698341,290.17618,2.131945045,-13.4,CONFIRMED,Kepler,1.6386969397828233,20.104477611940297
6058.0,-0.078,161.0,-197.0,-22.05,80.34,0.29,168.7,764.0,0.867,-0.000293,59.91,1.13,-0.1,12.7,0.22,0.000293,40.77697,295.46234,12.9462567,-12.7,CONFIRMED,Kepler,1.303344867358708,13.283464566929133
4102.0,-0.031,81.0,-81.0,-5.21,30.22,0.08,396.6,598.0,0.581,-2.378e-05,6.04,1.5,-0.08,24.3,0.031,2.378e-05,50.787041,289.74277,5.77957133,-24.3,CONFIRMED,Kepler,2.581755593803787,16.320987654320987
6392.0,-0.134,154.0,-220.0,-108.64,324.84,0.41,150.7,1083.0,1.072,-6.332e-05,289.79,1.33,-0.17,12.1,0.334,6.332e-05,44.71851,296.00543,6.77367892,-12.1,CANDIDATE,Kepler,1.2406716417910448,12.454545454545453
5487.0,-0.059,109.0,-109.0,-37.44,185.16,0.05,48.1,941.0,0.84,-3.172e-05,57.75,0.58,-0.05,3.7,0.085,3.172e-05,45.727242,292.76175,5.22402436,-3.7,CANDIDATE,Kepler,0.6904761904761905,13.0
5791.0,-0.1,78.0,-86.0,-25.61,114.36,0.33,181.0,834.0,1.083,-0.0001024,47.66,2.08,-0.19,8.8,0.172,0.0001024,44.654469,286.22464,11.6601667,-8.8,CONFIRMED,Kepler,1.9205909510618653,20.568181818181817
5192.0,-0.691,113.0,-113.0,-11.28,21.43,0.39,67.9,549.0,2.46,-0.001539,9.53,2.57,-0.72,23.7,0.372,0.001539,45.099091,284.79694,89.465468,-23.7,FALSE POSITIVE,Kepler,1.0447154471544715,2.864978902953587
6245.0,-0.145,175.0,-219.0,-29.08,82.38,0.76,499.5,768.0,1.065,-0.0001088,77.53,2.39,-0.33,34.9,0.339,0.0001088,46.741859,292.86984,18.0161227,-34.9,CONFIRMED,Kepler,2.2441314553990614,14.312320916905446
5930.0,-0.098,178.0,-196.0,-5.43,18.15,9.27,719.1,526.0,0.937,-0.0004814,17.1,29.55,-3.09,35.8,0.294,0.0004814,42.389149,292.35745,40.8777605,-35.8,FALSE POSITIVE,Kepler,31.536819637139807,20.086592178770953
5836.0,-0.07,158.0,-175.0,-39.45,151.72,0.72,249.1,895.0,0.816,-6.377e-05,123.05,2.6,-0.22,18.8,0.225,6.377e-05,40.263371,291.37408,6.80243431,-18.8,FALSE POSITIVE,Kepler,3.186274509803922,13.25
5418.0,-0.074,164.0,-180.0,-1.13,4.26,0.58,891.6,366.0,0.888,-0.0006541,2.92,2.59,-0.22,50.5,0.198,0.0006541,44.69062,295.62927,84.5733346,-50.5,CONFIRMED,Kepler,2.9166666666666665,17.655445544554457
5437.0,-0.031,73.0,-81.0,-3.14,23.89,0.03,87.3,564.0,0.781,-7.799e-05,3.55,0.72,-0.03,2.9,0.034,7.799e-05,44.518215,284.05954,21.30181863,-2.9,CONFIRMED,Kepler,0.9218950064020486,30.103448275862068
6150.0,-0.223,79.0,-79.0,-286.13,878.32,0.37,137.6,1389.0,1.417,-3.408e-05,434.93,1.93,-0.3,9.9,0.272,3.408e-05,40.162861,297.90579,4.14789051,-9.9,CONFIRMED,Kepler,1.362032462949894,13.898989898989898
5595.0,-0.08,149.0,-166.0,-11.36,40.88,0.77,716.8,645.0,0.82,-5.037e-05,29.53,3.14,-0.3,54.6,0.201,5.037e-05,46.25079,284.71988,15.92108138,-54.6,CANDIDATE,Kepler,3.829268292682927,13.128205128205128
6347.0,-0.133,176.0,-220.0,-26.61,78.19,9.16,542.4,758.0,1.036,-6.04e-05,74.12,28.47,-3.65,35.0,0.333,6.04e-05,46.37925,293.66885,19.0054098,-35.0,CONFIRMED,Kepler,27.480694980694977,15.497142857142856
6306.0,-0.129,174.0,-261.0,-577.4,1704.63,0.46,139.1,1638.0,1.121,-1.611e-05,1739.51,1.33,-0.15,11.3,0.388,1.611e-05,39.490292,297.40906,1.96433113,-11.3,FALSE POSITIVE,Kepler,1.1864406779661019,12.309734513274336
5415.0,-0.567,81.0,-72.0,-986.59,1978.53,0.24,47.4,1701.0,2.079,-2.115e-05,885.15,1.43,-0.39,3.1,0.349,2.115e-05,42.858799,295.45367,2.81043228,-3.1,CANDIDATE,Kepler,0.6878306878306878,15.29032258064516
5580.0,-0.036,83.0,-75.0,-239.17,1867.0,0.16,114.6,1677.0,0.886,-2.958e-06,656.06,1.21,-0.05,8.2,0.114,2.958e-06,45.211498,289.88437,0.968527683,-8.2,CONFIRMED,Kepler,1.36568848758465,13.975609756097562
5178.0,-0.063,155.0,-139.0,-478.26,1998.48,0.16,212.6,1703.0,0.797,-1.528e-06,894.59,1.19,-0.09,12.0,0.107,1.528e-06,47.687649,291.27899,0.664074145,-12.0,CONFIRMED,Kepler,1.493099121706399,17.716666666666665
6440.0,-0.483,148.0,-195.0,-202.31,363.51,0.53,36.7,1114.0,1.655,-0.00014,558.0,1.01,-0.29,3.2,0.863,0.00014,50.450119,293.50702,11.7489907,-3.2,FALSE POSITIVE,Kepler,0.6102719033232629,11.46875
6225.0,-0.112,175.0,-218.0,-1.09,3.46,0.95,506.8,348.0,1.009,-0.003232,3.4,2.87,-0.32,38.2,0.335,0.003232,42.244781,287.75229,175.603366,-38.2,CANDIDATE,Kepler,2.8444003964321114,13.267015706806282
6244.0,-0.971,126.0,-114.0,-2336.51,4055.29,1.8,1298.6,2034.0,2.992,-2.344e-06,1643.78,12.94,-4.2,13.0,0.416,2.344e-06,38.94738,294.35654,3.849371737,-13.0,CONFIRMED,Kepler,4.324866310160427,99.89230769230768
4448.0,-7.056,88.0,-122.0,-1077153.97,2335438.28,2.15,275.3,9983.0,31.5,-1.025e-06,407000.24,51.34,-11.5,21.4,1.323,1.025e-06,40.926769,296.9679,0.366197145,-21.4,FALSE POSITIVE,Kepler,1.6298412698412699,12.864485981308412
3808.0,-0.042,76.0,-84.0,-6.62,28.75,0.19,2338.0,590.0,0.508,-2.155e-06,7.06,2.54,-0.21,20.8,0.037,2.155e-06,47.604939,298.25812,4.164384505,-20.8,CONFIRMED,Kepler,5.0,112.40384615384615
3605.0,-0.048,71.0,-85.0,-12.75,45.34,0.11,242.1,662.0,0.433,-4.467e-06,17.7,0.79,-0.08,15.0,0.058,4.467e-06,38.520981,285.92889,2.10433534,-15.0,CONFIRMED,Kepler,1.8244803695150116,16.14
5151.0,-0.088,168.0,-153.0,-4.15,13.77,0.3,756.7,491.0,0.785,-0.0002705,5.6,2.66,-0.3,58.8,0.088,0.0002705,40.76416,298.73523,28.8431751,-58.8,CONFIRMED,Kepler,3.388535031847134,12.86904761904762
3440.0,-0.052,68.0,-75.0,-19.72,68.34,0.52,22462.0,734.0,0.439,-4e-07,17.82,6.51,-0.77,165.0,0.035,4e-07,49.565369,285.18512,1.378649746,-165.0,FALSE POSITIVE,Kepler,14.829157175398633,136.13333333333333
6046.0,-0.1,162.0,-180.0,-707.62,2467.09,0.23,54.7,1797.0,0.972,-5.83e-06,2229.27,0.73,-0.07,5.4,0.3,5.83e-06,50.681599,291.5321,1.112207126,-5.4,FALSE POSITIVE,Kepler,0.7510288065843621,10.12962962962963
5691.0,-0.072,155.0,-155.0,-1.76,6.72,0.8,758.8,411.0,0.783,-0.00104,4.63,3.47,-0.32,53.7,0.181,0.00104,40.524281,284.11978,64.034363,-53.7,CANDIDATE,Kepler,4.431673052362708,14.130353817504654
6045.0,-0.102,180.0,-198.0,-585.44,1940.45,0.45,245.5,1694.0,0.955,-2.49e-06,1738.4,1.51,-0.16,13.9,0.285,2.49e-06,38.732479,293.62442,1.303576682,-13.9,FALSE POSITIVE,Kepler,1.581151832460733,17.66187050359712
5402.0,-0.06,177.0,-160.0,-138.38,579.19,0.37,453.0,1252.0,0.816,-8.678e-06,380.92,1.8,-0.14,23.1,0.169,8.678e-06,40.272331,284.14609,1.958577398,-23.1,FALSE POSITIVE,Kepler,2.2058823529411766,19.61038961038961
6321.0,-0.123,174.0,-261.0,-152.69,462.91,0.64,290.1,1183.0,1.125,-2.846e-05,448.36,1.92,-0.21,12.7,0.37,2.846e-05,42.320099,293.12738,5.19103699,-12.7,CONFIRMED,Kepler,1.7066666666666666,22.842519685039374
5688.0,-0.154,77.0,-77.0,-110.83,372.7,0.2,143.8,1121.0,1.111,-2.421e-05,149.35,1.32,-0.18,9.9,0.169,2.421e-05,40.557449,282.99973,4.86638504,-9.9,CONFIRMED,Kepler,1.1881188118811883,14.525252525252526
5138.0,-0.055,84.0,-77.0,-27.4,143.74,0.04,116.6,883.0,0.756,-3.298e-05,24.58,0.81,-0.06,5.9,0.036,3.298e-05,39.564529,290.23987,4.79176993,-5.9,FALSE POSITIVE,Kepler,1.0714285714285714,19.76271186440678
5009.0,-0.063,82.0,-75.0,-3.18,16.34,0.09,481.2,513.0,0.84,-0.0001689,2.7,1.95,-0.15,28.3,0.038,0.0001689,48.693851,289.85889,25.1933989,-28.3,CONFIRMED,Kepler,2.3214285714285716,17.003533568904594
6386.0,-0.14,173.0,-211.0,-2119.33,6419.35,7.05,227.0,2280.0,1.123,-1.668e-06,5490.39,24.2,-3.02,4.4,0.327,1.668e-06,40.705849,290.53607,0.759762021,-4.4,FALSE POSITIVE,Kepler,21.549421193232412,51.590909090909086
4359.0,-0.037,78.0,-87.0,-10.98,62.51,0.07,360.7,717.0,0.676,-7.96e-06,8.83,2.25,-0.12,23.9,0.021,7.96e-06,39.154209,288.9039,4.790912471,-23.9,CANDIDATE,Kepler,3.328402366863905,15.092050209205022
4769.0,-0.071,141.0,-127.0,-18.1,68.05,0.12,357.3,732.0,0.742,-3.126e-05,18.62,1.75,-0.17,23.6,0.048,3.126e-05,47.079529,284.58578,6.49441464,-23.6,CONFIRMED,Kepler,2.358490566037736,15.139830508474576
3834.0,-0.041,77.0,-84.0,-13.65,62.42,0.09,852.8,717.0,0.539,-1.951e-06,12.91,1.57,-0.12,14.6,0.03,1.951e-06,40.591789,292.29459,2.576571021,-14.6,CONFIRMED,Kepler,2.9128014842300556,58.410958904109584
4996.0,-0.06,82.0,-74.0,-2.55,13.5,0.1,763.8,489.0,0.831,-0.0001944,2.04,2.64,-0.19,38.4,0.032,0.0001944,42.728088,285.86929,28.4750006,-38.4,CONFIRMED,Kepler,3.176895306859206,19.890625
6175.0,-0.135,110.0,-134.0,-36.42,138.25,0.16,56.1,874.0,1.307,-0.0001258,64.27,0.98,-0.1,2.7,0.22,0.0001258,44.155918,281.83533,14.7966306,-2.7,CONFIRMED,Kepler,0.7498087222647284,20.77777777777778
5995.0,-0.185,163.0,-199.0,-57.61,147.13,0.75,433.4,888.0,1.118,-6.513e-05,132.97,2.42,-0.4,29.2,0.344,6.513e-05,43.835758,280.25839,11.25401871,-29.2,CONFIRMED,Kepler,2.1645796064400713,14.842465753424657
6194.0,-0.2,124.0,-136.0,-99.18,289.74,0.23,87.6,1052.0,1.314,-6.703e-05,151.21,1.24,-0.19,4.8,0.244,6.703e-05,45.192211,290.99527,9.18244299,-4.8,CONFIRMED,Kepler,0.943683409436834,18.25
6194.0,-0.2,124.0,-136.0,-53.36,155.87,0.21,72.8,901.0,1.314,-0.0001556,81.34,1.12,-0.17,5.2,0.244,0.0001556,45.192211,290.99527,14.6134781,-5.2,CONFIRMED,Kepler,0.8523592085235921,13.999999999999998
5778.0,-0.086,162.0,-182.0,-1.0,3.59,8.57,1704.1,351.0,0.911,-0.002821,3.01,30.39,-2.87,52.1,0.257,0.002821,38.747849,291.20081,119.682075,-52.1,FALSE POSITIVE,Kepler,33.3589462129528,32.70825335892514
5593.0,-0.075,111.0,-111.0,-3.12,14.33,0.42,1120.1,496.0,0.945,-0.0001741,5.44,3.32,-0.27,37.1,0.122,0.0001741,48.977402,296.13281,42.9923284,-37.1,CONFIRMED,Kepler,3.513227513227513,30.19137466307277
6139.0,-0.043,74.0,-86.0,-39.17,321.63,0.07,487.4,1080.0,1.193,-1.336e-05,32.39,2.63,-0.09,15.9,0.029,1.336e-05,40.71983,284.63519,6.88341278,-15.9,CONFIRMED,Kepler,2.20452640402347,30.654088050314463
5717.0,-0.086,173.0,-190.0,-74.38,258.12,12.88,45034.0,1022.0,0.884,-7.222e-06,227.21,44.14,-4.29,585.0,0.258,7.222e-06,48.089329,297.46594,4.593595496,-585.0,FALSE POSITIVE,Kepler,49.932126696832576,76.98119658119658
5616.0,-0.378,124.0,-90.0,-2.43,5.54,1.56,2575.6,391.0,1.674,-0.0003637,2.65,9.52,-2.15,16.0,0.275,0.0003637,43.824421,289.65125,197.5111484,-16.0,CONFIRMED,Kepler,5.6869772998805255,160.975
5616.0,-0.378,124.0,-90.0,-111.75,255.06,0.24,76.8,1019.0,1.674,-0.0001114,122.24,1.5,-0.34,4.7,0.275,0.0001114,43.824421,289.65125,11.1726723,-4.7,CONFIRMED,Kepler,0.8960573476702509,16.340425531914892
5616.0,-0.378,124.0,-90.0,-807.12,1842.18,0.23,68.0,1671.0,1.674,-1.109e-05,882.93,1.36,-0.3,3.0,0.275,1.109e-05,43.824421,289.65125,2.53573284,-3.0,CONFIRMED,Kepler,0.8124253285543609,22.666666666666668
