pl_insolerr1,pl_insol,st_tefferr2,dec,pl_radeerr1,pl_orbper,st_raderr2,pl_trandeperr2,st_raderr1,pl_trandep,st_tefferr1,st_teff,pl_eqt,ra,pl_radeerr2,pl_orbpererr1,pl_trandeperr1,st_rad,pl_orbpererr2,pl_rade,pl_insolerr2,disposition,source
8.73,21.71,-78.0,40.562462,0.62,38.5576546,-0.094,-26.8,0.161,993.0,78.0,5775.0,550.0,290.46176,-0.36,0.0001765,26.8,1.053,-0.0001765,4.02,-4.66,CONFIRMED,Kepler
50.79,213.12,-82.0,40.5774,0.9,3.525632539,-0.033,-13.1,0.062,22335.0,82.0,5150.0,975.0,290.58173,-0.48,1.5e-07,13.1,0.793,-1.5e-07,11.58,-29.54,CONFIRMED,Kepler
11.1,16.1,-166.0,39.624828,1.72,34.84398644,-0.105,-82.5,0.196,4523.6,166.0,5509.0,511.0,285.92001,-0.91,4.036e-05,82.5,0.871,-4.036e-05,7.61,-5.08,CANDIDATE,Kepler
186.49,204.39,-232.0,39.771439,1.7,7.748094239,-0.111,-25.7,0.334,2472.1,169.0,5973.0,964.0,294.4899,-0.56,7.553e-06,25.7,1.085,-7.553e-06,5.52,-63.82,CONFIRMED,Kepler
0.58,2.77,-83.0,39.898079,0.1,23.96793669,-0.044,-46.1,0.03,1182.3,75.0,3747.0,329.0,283.86639,-0.15,9.249e-05,46.1,0.524,-9.249e-05,1.8,-0.64,CONFIRMED,Kepler
2.4,11.39,-83.0,39.898079,0.1,8.29561738,-0.044,-57.5,0.03,824.3,75.0,3747.0,469.0,283.86639,-0.15,2.368e-05,57.5,0.524,-2.368e-05,1.82,-2.65,CONFIRMED,Kepler
2.46,10.55,-83.0,40.033401,0.14,8.11437482,-0.039,-32.0,0.035,1558.0,73.0,3692.0,460.0,288.81201,-0.16,1.092e-05,32.0,0.517,-1.092e-05,2.1,-2.31,CONFIRMED,Kepler
8.85,14.81,-183.0,40.055538,5.28,38.036729482,-0.077,-83.3,0.179,82872.0,166.0,5575.0,500.0,294.14789,-2.27,3.484e-06,83.3,0.932,-3.484e-06,27.5,-3.91,FALSE POSITIVE,Kepler
257.38,421.08,-205.0,40.071171,5.79,4.64090031,-0.086,-11.7,0.159,2450.6,205.0,6463.0,1155.0,295.11371,-3.14,1.485e-05,11.7,0.826,-1.485e-05,30.09,-124.0,CANDIDATE,Kepler
180.49,266.76,-149.0,50.265129,3.11,3.747838198,-0.063,-5.3,0.188,616.0,149.0,5514.0,1031.0,291.06152,-1.04,3.896e-06,5.3,0.826,-3.896e-06,13.65,-62.76,FALSE POSITIVE,Kepler
19.38,137.91,-75.0,48.208611,0.13,14.74914825,-0.046,-4.2,0.063,430.2,64.0,5847.0,874.0,297.02826,-0.1,2.174e-05,4.2,1.402,-2.174e-05,2.89,-15.39,CONFIRMED,Kepler
31.88,39.33,-166.0,40.15374,0.91,21.81295996,-0.145,-35.8,0.269,1175.4,166.0,5601.0,639.0,294.77686,-0.49,7.229e-05,35.8,0.999,-7.229e-05,3.38,-13.85,CONFIRMED,Kepler
77.2,104.0,-172.0,40.217999,2.59,7.91936937,-0.065,-49.8,0.195,15148.0,154.0,5690.0,814.0,283.53845,-0.87,2.04e-06,49.8,0.776,-2.04e-06,10.34,-26.78,FALSE POSITIVE,Kepler
3879.25,3400.48,-219.0,40.295429,27.71,1.028436523,-0.117,-127.0,0.377,8098.0,183.0,6228.0,1947.0,296.00699,-8.6,7.05e-07,127.0,0.99,-7.05e-07,72.77,-1109.02,CANDIDATE,Kepler
4.61,30.54,-79.0,40.358189,0.44,15.37562369,-0.062,-114.0,0.033,15337.0,79.0,4986.0,600.0,283.25354,-0.82,1.017e-05,114.0,0.833,-1.017e-05,11.01,-5.99,CONFIRMED,Kepler
16.3,52.82,-146.0,40.421829,0.18,8.10363271,-0.068,-24.5,0.062,887.9,131.0,4861.0,687.0,283.22141,-0.2,2.032e-05,24.5,0.732,-2.032e-05,2.11,-14.35,CONFIRMED,Kepler
33.58,108.84,-146.0,40.421829,0.12,4.71510843,-0.068,-22.0,0.062,417.5,131.0,4861.0,823.0,283.22141,-0.14,1.941e-05,22.0,0.732,-1.941e-05,1.46,-29.57,CONFIRMED,Kepler
121.73,165.33,-155.0,40.420521,0.6,6.365839713,-0.071,-13.1,0.212,780.7,155.0,5776.0,914.0,291.14951,-0.21,8.06e-06,13.1,0.849,-8.06e-06,2.44,-40.81,CONFIRMED,Kepler
295.54,284.25,-214.0,40.417858,1.32,5.97581754,-0.114,-23.5,0.341,962.4,193.0,6108.0,1047.0,294.22397,-0.44,1.118e-05,23.5,0.997,-1.118e-05,3.86,-90.93,FALSE POSITIVE,Kepler
461.45,597.19,-171.0,40.862808,6.9,2.446737317,-0.081,-12.7,0.227,1177.9,154.0,5764.0,1261.0,298.96112,-2.47,3.089e-06,12.7,0.863,-3.089e-06,26.25,-162.49,FALSE POSITIVE,Kepler
86.59,257.29,-151.0,40.82238,0.8,3.04033046,-0.087,-25.8,0.071,10859.0,151.0,5035.0,1021.0,299.3161,-0.99,3.37e-07,25.8,0.791,-3.37e-07,8.99,-76.86,CONFIRMED,Kepler
9.96,32.67,-105.0,41.08588,0.49,15.33528675,-0.029,-39.0,0.08,3081.4,105.0,5251.0,610.0,292.23676,-0.18,1.989e-05,39.0,0.817,-1.989e-05,5.0,-4.63,CONFIRMED,Kepler
44.14,314.15,-75.0,48.208611,0.05,7.95825328,-0.046,-3.7,0.063,50.0,64.0,5847.0,1074.0,297.02826,-0.04,7.673e-05,3.7,1.402,-7.673e-05,1.06,-35.07,CONFIRMED,Kepler
3.84,12.61,-105.0,41.08588,0.64,31.33046135,-0.029,-48.4,0.08,5073.8,105.0,5251.0,481.0,292.23676,-0.23,3.977e-05,48.4,0.817,-3.977e-05,6.5,-1.79,CONFIRMED,Kepler
298.42,351.05,-175.0,40.549679,3.56,3.9043425,-0.087,-62.1,0.26,16228.0,157.0,5810.0,1104.0,294.05676,-1.19,1.339e-06,62.1,0.898,-1.339e-06,12.28,-97.69,FALSE POSITIVE,Kepler
66.72,95.03,-169.0,40.53392,4.05,9.286358079,-0.087,-32.8,0.189,44791.0,169.0,5670.0,796.0,294.74396,-1.87,5.46e-07,32.8,0.821,-5.46e-07,17.61,-27.73,FALSE POSITIVE,Kepler
333.12,388.71,-182.0,40.505489,8.94,3.951405455,-0.082,-25.2,0.247,2453.9,182.0,6046.0,1133.0,295.50439,-2.96,2.258e-06,25.2,0.869,-2.258e-06,31.44,-106.59,FALSE POSITIVE,Kepler
33.37,67.65,-103.0,40.637821,1.38,23.65369415,-0.266,-13.2,0.242,3341.8,114.0,5739.0,731.0,287.89713,-1.52,1.748e-05,13.2,1.384,-1.748e-05,7.89,-26.59,CONFIRMED,Kepler
72.35,146.67,-103.0,40.637821,0.54,13.23352214,-0.266,-10.8,0.242,504.6,114.0,5739.0,888.0,287.89713,-0.58,4.503e-05,10.8,1.384,-4.503e-05,3.06,-57.65,CONFIRMED,Kepler
200.73,406.94,-103.0,40.637821,0.4,6.15560285,-0.266,-8.6,0.242,285.0,114.0,5739.0,1146.0,287.89713,-0.45,2.704e-05,8.6,1.384,-2.704e-05,2.32,-159.95,CONFIRMED,Kepler
847.46,1718.04,-103.0,40.637821,0.28,2.090811305,-0.266,-6.4,0.242,115.9,114.0,5739.0,1642.0,287.89713,-0.32,9.571e-06,6.4,1.384,-9.571e-06,1.62,-675.28,CONFIRMED,Kepler
149.88,1066.86,-75.0,48.208611,0.07,3.180027898,-0.046,-2.7,0.063,120.3,64.0,5847.0,1458.0,297.02826,-0.05,7.278e-06,2.7,1.402,-7.278e-06,1.53,-119.09,CONFIRMED,Kepler
12.16,24.64,-103.0,40.637821,0.47,50.4467417,-0.266,-20.1,0.242,370.3,114.0,5739.0,568.0,287.89713,-0.51,0.0006505,20.1,1.384,-0.0006505,2.67,-9.68,CONFIRMED,Kepler
8.24,33.99,0.0,40.66341,0.17,11.76307164,-0.027,-23.9,0.054,1037.3,99.0,4959.0,616.0,294.20215,-0.08,2.035e-05,23.9,0.756,-2.035e-05,2.35,-4.84,CONFIRMED,Kepler
1.02,4.22,0.0,40.66341,0.17,56.2279271,-0.027,-44.9,0.054,862.7,99.0,4959.0,366.0,294.20215,-0.09,0.0003134,44.9,0.756,-0.0003134,2.37,-0.6,CONFIRMED,Kepler
71.26,244.87,-144.0,40.691238,1.32,2.384052875,-0.066,-29.9,0.054,1268.1,130.0,4794.0,1010.0,299.64285,-1.6,4.74e-06,29.9,0.701,-4.74e-06,17.06,-67.02,FALSE POSITIVE,Kepler
7.15,55.37,-85.0,40.750271,0.07,7.953547,-0.049,-25.3,0.023,875.4,76.0,4768.0,696.0,291.15878,-0.14,1.91e-05,25.3,0.779,-1.91e-05,2.25,-10.12,CONFIRMED,Kepler
17.05,132.08,-85.0,40.750271,0.05,4.14451656,-0.049,-19.8,0.023,391.8,76.0,4768.0,864.0,291.15878,-0.09,1.44e-05,19.8,0.779,-1.44e-05,1.48,-24.15,CONFIRMED,Kepler
358.71,364.23,-232.0,40.759762,12.8,4.859386384,-0.11,-27.2,0.33,6044.3,168.0,6072.0,1114.0,292.21436,-4.27,1.272e-06,27.2,0.988,-1.272e-06,38.33,-118.09,FALSE POSITIVE,Kepler
34.56,61.16,-159.0,41.66177,1.48,10.526294577,-0.077,-26.4,0.143,9768.0,159.0,5386.0,713.0,293.87811,-0.8,1.783e-06,26.4,0.793,-1.783e-06,8.24,-16.93,CONFIRMED,Kepler
239.18,274.98,-175.0,41.74268,1.6,4.583520948,-0.087,-44.5,0.26,3812.1,157.0,5815.0,1038.0,299.18686,-0.53,4.18e-06,44.5,0.877,-4.18e-06,5.39,-77.52,CONFIRMED,Kepler
300.78,372.62,-171.0,41.83712,0.73,3.76181843,-0.093,-16.4,0.26,510.6,154.0,5653.0,1121.0,283.31638,-0.26,1.14e-05,16.4,0.949,-1.14e-05,2.66,-104.51,CONFIRMED,Kepler
22.24,71.5,-149.0,41.808399,0.24,8.20396958,-0.083,-21.2,0.066,1024.4,149.0,5015.0,742.0,286.5657,-0.3,1.488e-05,21.2,0.826,-1.488e-05,3.01,-20.23,CONFIRMED,Kepler
10.42,33.48,-149.0,41.808399,0.24,14.49645186,-0.083,-26.7,0.066,647.5,149.0,5015.0,613.0,286.5657,-0.3,6.36e-05,26.7,0.826,-6.36e-05,3.01,-9.47,CONFIRMED,Kepler
31.02,101.78,-105.0,41.08588,0.22,6.54626149,-0.029,-30.0,0.08,655.9,105.0,5251.0,810.0,292.23676,-0.08,2.668e-05,30.0,0.817,-2.668e-05,2.19,-14.45,CONFIRMED,Kepler
6.56,23.6,-142.0,41.060921,0.17,12.71809866,-0.067,-24.5,0.049,1149.4,128.0,4702.0,562.0,292.91312,-0.22,2.324e-05,24.5,0.686,-2.324e-05,2.31,-6.6,CONFIRMED,Kepler
1.64,5.88,-142.0,41.060921,0.19,36.06588163,-0.067,-32.1,0.049,1563.8,128.0,4702.0,397.0,292.91312,-0.26,8.305e-05,32.1,0.686,-8.305e-05,2.64,-1.64,CONFIRMED,Kepler
549.04,547.9,-232.0,41.137589,2.05,4.190425659,-0.15,-14.1,0.375,2877.4,190.0,6073.0,1234.0,293.49661,-0.82,1.611e-06,14.1,1.135,-1.611e-06,6.21,-194.78,CONFIRMED,Kepler
163.27,415.1,-85.0,41.346458,0.64,3.709870784,-0.062,-20.1,0.146,2020.3,77.0,5727.0,1151.0,283.86441,-0.28,3.043e-06,20.1,0.978,-3.043e-06,4.35,-72.1,CONFIRMED,Kepler
57.11,66.08,-193.0,41.301769,1.11,16.3297527,-0.125,-18.1,0.291,1187.5,158.0,5878.0,727.0,288.51001,-0.47,3.611e-05,18.1,0.987,-3.611e-05,3.75,-21.98,CONFIRMED,Kepler
17.69,22.24,-177.0,41.396091,3.63,27.807566216,-0.069,-47.3,0.206,25391.0,177.0,5862.0,554.0,296.88821,-1.21,4.747e-06,47.3,0.785,-4.747e-06,13.84,-5.87,CONFIRMED,Kepler
4.3,9.88,-71.0,41.565788,1.24,80.8723469,-0.247,-25.9,0.202,3604.6,82.0,5510.0,452.0,287.1543,-1.52,0.0001468,25.9,1.238,-0.0001468,7.59,-3.87,CONFIRMED,Kepler
67.72,196.31,-136.0,41.679192,2.48,3.166465862,-0.072,-44.4,0.065,4357.2,151.0,4968.0,954.0,284.86929,-2.74,2.222e-06,44.4,0.704,-2.222e-06,26.82,-54.73,FALSE POSITIVE,Kepler
10.13,60.88,-77.0,38.649601,0.12,24.99324319,-0.048,-4.9,0.064,269.6,85.0,5718.0,712.0,287.36279,-0.08,6.127e-05,4.9,1.317,-6.127e-05,2.29,-7.34,CONFIRMED,Kepler
62.02,86.22,-147.0,41.633282,0.59,10.35533116,-0.117,-17.4,0.217,750.6,164.0,5501.0,777.0,288.9942,-0.31,2.087e-05,17.4,0.918,-2.087e-05,2.47,-27.32,CONFIRMED,Kepler
16.76,33.43,-158.0,42.380322,0.54,16.08518937,-0.081,-26.7,0.122,1442.4,174.0,5239.0,613.0,292.10519,-0.36,3.022e-05,26.7,0.826,-3.022e-05,3.68,-9.37,CONFIRMED,Kepler
0.05,0.29,-85.0,42.307201,0.35,235.9986399,-0.032,-91.7,0.022,20715.0,85.0,4245.0,188.0,293.00797,-0.52,0.0002773,91.7,0.657,-0.0002773,10.59,-0.04,CANDIDATE,Kepler
17.21,76.06,-101.0,42.436321,0.17,7.49018305,-0.039,-22.7,0.051,1123.6,101.0,5103.0,753.0,291.63898,-0.12,1.181e-05,22.7,0.787,-1.181e-05,2.56,-12.63,CONFIRMED,Kepler
2.1,9.29,-101.0,42.436321,0.2,36.2761238,-0.039,-35.5,0.051,1572.6,101.0,5103.0,445.0,291.63898,-0.15,0.0001055,35.5,0.787,-0.0001055,3.03,-1.55,CONFIRMED,Kepler
5.57,24.6,-101.0,42.436321,0.15,17.46087931,-0.039,-38.3,0.051,812.4,101.0,5103.0,568.0,291.63898,-0.12,5.278e-05,38.3,0.787,-5.278e-05,2.32,-4.08,CONFIRMED,Kepler
0.15,0.69,-86.0,41.812119,0.12,56.0560754,-0.055,-66.7,0.03,1626.0,71.0,3593.0,233.0,289.50848,-0.22,0.0002753,66.7,0.491,-0.0002753,1.94,-0.19,CONFIRMED,Kepler
5.69,9.93,-148.0,41.944069,2.07,41.408316686,-0.068,-31.4,0.136,22839.0,165.0,5522.0,453.0,291.76041,-1.04,6.58e-06,31.4,0.747,-6.58e-06,11.38,-2.57,CONFIRMED,Kepler
20.59,21.87,-218.0,41.969238,4.46,39.74893077,-0.101,-44.1,0.303,15179.0,181.0,6122.0,552.0,293.17929,-1.49,1.554e-05,44.1,0.964,-1.554e-05,14.21,-6.71,CANDIDATE,Kepler
60.12,123.03,-157.0,42.033958,0.37,5.715425977,-0.057,-17.4,0.124,908.1,157.0,5237.0,850.0,285.11047,-0.17,7.779e-06,17.4,0.826,-7.779e-06,2.47,-28.62,CONFIRMED,Kepler
9.4,47.4,-78.0,46.062328,0.5,49.18394185,-0.138,-5.4,0.125,1646.2,89.0,5626.0,669.0,294.55917,-0.55,2.475e-05,5.4,2.057,-2.475e-05,8.2,-8.38,CONFIRMED,Kepler
11.3,23.14,-157.0,42.033958,0.35,20.0261412,-0.057,-60.7,0.124,421.2,157.0,5237.0,559.0,285.11047,-0.16,0.0001272,60.7,0.826,-0.0001272,2.28,-5.39,CONFIRMED,Kepler
52.16,68.29,-154.0,42.009151,4.92,13.61014819,-0.108,-38.1,0.234,5732.9,154.0,5697.0,733.0,289.89777,-2.28,5.969e-06,38.1,0.903,-5.969e-06,19.02,-20.86,CANDIDATE,Kepler
13.93,46.94,-133.0,42.148811,0.2,10.44331991,-0.081,-64.2,0.059,1159.8,148.0,4947.0,667.0,286.24356,-0.27,2.287e-05,64.2,0.802,-2.287e-05,2.66,-12.92,FALSE POSITIVE,Kepler
109.22,427.17,-84.0,42.116459,0.13,2.237489571,-0.029,-11.8,0.073,315.8,73.0,5265.0,1160.0,290.00757,-0.05,5.022e-06,11.8,0.81,-5.022e-06,1.41,-54.78,CONFIRMED,Kepler
96.85,155.89,-167.0,42.233231,2.92,5.851520671,-0.087,-26.1,0.161,33004.0,167.0,5532.0,901.0,284.08731,-1.58,3.31e-07,26.1,0.806,-3.31e-07,14.62,-46.15,FALSE POSITIVE,Kepler
466.28,526.23,-184.0,42.212502,0.78,3.167893418,-0.094,-14.3,0.282,781.2,164.0,5895.0,1221.0,293.81647,-0.26,3.869e-06,14.3,0.94,-3.869e-06,2.62,-150.76,CONFIRMED,Kepler
91.4,274.84,-83.0,42.301369,0.39,4.311780262,-0.062,-15.0,0.115,1154.0,74.0,5527.0,1038.0,287.24268,-0.21,4.342e-06,15.0,0.927,-4.342e-06,3.11,-49.59,CONFIRMED,Kepler
11.79,35.44,-83.0,42.301369,0.33,20.0504494,-0.062,-23.5,0.115,840.9,74.0,5527.0,622.0,287.24268,-0.18,8.826e-05,23.5,0.927,-8.826e-05,2.69,-6.39,CONFIRMED,Kepler
30.75,92.46,-83.0,42.301369,0.33,9.76734503,-0.062,-31.7,0.115,569.1,74.0,5527.0,791.0,287.24268,-0.18,3.052e-05,31.7,0.927,-3.052e-05,2.67,-16.68,CONFIRMED,Kepler
1.58,4.25,-73.0,42.36816,1.23,119.0207044,-0.16,-38.4,0.146,7430.5,81.0,5453.0,366.0,291.58377,-1.35,0.0001179,38.4,1.062,-0.0001179,8.98,-1.34,CANDIDATE,Kepler
1.55,7.8,-78.0,46.062328,0.48,190.3200468,-0.138,-8.5,0.125,1141.7,89.0,5626.0,426.0,294.55917,-0.52,0.0005327,8.5,2.057,-0.0005327,7.78,-1.38,CONFIRMED,Kepler
768.91,797.1,-214.0,42.343109,1.38,2.861159894,-0.108,-28.6,0.324,1014.3,193.0,6126.0,1355.0,291.67172,-0.46,3.059e-06,28.6,1.021,-3.059e-06,4.37,-244.21,FALSE POSITIVE,Kepler
7.96,23.54,-108.0,42.966141,0.43,26.44439337,-0.069,-22.2,0.104,1843.5,108.0,5427.0,562.0,292.87338,-0.29,3.65e-05,22.2,0.929,-3.65e-05,3.91,-4.92,CONFIRMED,Kepler
3.27,9.67,-108.0,42.966141,0.62,51.53997972,-0.069,-23.9,0.104,3644.3,108.0,5427.0,450.0,292.87338,-0.41,5.613e-05,23.9,0.929,-5.613e-05,5.51,-2.02,CONFIRMED,Kepler
58.69,173.74,-108.0,42.966141,0.27,5.902245782,-0.069,-12.8,0.104,702.3,108.0,5427.0,926.0,292.87338,-0.18,7.373e-06,12.8,0.929,-7.373e-06,2.43,-36.35,CONFIRMED,Kepler
196.96,583.01,-108.0,42.966141,0.21,2.382951591,-0.069,-10.4,0.104,391.6,108.0,5427.0,1253.0,292.87338,-0.13,2.808e-06,10.4,0.929,-2.808e-06,1.86,-121.98,CONFIRMED,Kepler
4.16,17.48,-102.0,42.935261,0.21,21.02250608,-0.033,-32.1,0.052,1772.5,102.0,5067.0,521.0,294.90973,-0.14,4.091e-05,32.1,0.75,-4.091e-05,3.07,-2.76,CONFIRMED,Kepler
53.16,234.93,-101.0,42.436321,0.11,3.219814777,-0.039,-17.6,0.051,488.2,101.0,5103.0,998.0,291.63898,-0.08,5.531e-06,17.6,0.787,-5.531e-06,1.69,-39.02,CONFIRMED,Kepler
5.15,27.72,-81.0,42.42942,0.09,5.912273234,-0.032,-17.2,0.029,961.4,73.0,4072.0,585.0,292.13702,-0.1,7.039e-06,17.2,0.57,-7.039e-06,1.73,-4.93,CONFIRMED,Kepler
2.96,15.9,-81.0,42.42942,0.09,8.98581901,-0.032,-18.5,0.029,881.3,73.0,4072.0,509.0,292.13702,-0.09,1.437e-05,18.5,0.57,-1.437e-05,1.65,-2.83,CONFIRMED,Kepler
40.22,64.64,-175.0,42.507069,4.93,12.940668656,-0.069,-198.0,0.174,42450.0,140.0,5875.0,723.0,291.11969,-1.96,3.352e-06,198.0,0.809,-3.352e-06,22.94,-16.72,CANDIDATE,Kepler
60.96,71.57,-229.0,50.172089,0.56,20.5452375,-0.328,-14.0,0.298,218.5,280.0,5670.0,742.0,294.40192,-0.63,0.0001428,14.0,1.264,-0.0001428,2.41,-38.29,FALSE POSITIVE,Kepler
2.79,14.22,-82.0,42.604172,0.4,33.60123371,-0.055,-33.2,0.044,7425.9,113.0,5149.0,495.0,289.26874,-0.5,1.767e-05,33.2,0.93,-1.767e-05,8.46,-2.41,CONFIRMED,Kepler
23.66,120.48,-82.0,42.604172,0.09,6.76652928,-0.055,-17.2,0.044,450.7,113.0,5149.0,845.0,289.26874,-0.12,1.577e-05,17.2,0.93,-1.577e-05,1.97,-20.46,CONFIRMED,Kepler
193.34,449.79,-78.0,42.69614,0.39,4.347288783,-0.138,-13.2,0.184,451.6,78.0,5754.0,1174.0,291.96417,-0.29,8.512e-06,13.2,1.122,-8.512e-06,2.36,-122.22,CONFIRMED,Kepler
23.09,152.91,-82.0,42.663429,0.09,4.601811819,-0.064,-14.1,0.032,755.9,82.0,4986.0,896.0,296.48343,-0.18,6.168e-06,14.1,0.833,-6.168e-06,2.35,-30.96,CONFIRMED,Kepler
7.05,46.65,-82.0,42.663429,0.06,11.18719905,-0.064,-17.5,0.032,353.6,82.0,4986.0,667.0,296.48343,-0.12,5.331e-05,17.5,0.833,-5.331e-05,1.55,-9.44,CONFIRMED,Kepler
41.22,29.68,-259.0,42.62611,0.58,4.220965778,-0.114,-17.9,0.114,2260.0,481.0,3837.0,595.0,296.69394,-0.58,2.584e-06,17.9,0.517,-2.584e-06,2.62,-16.05,CONFIRMED,Kepler
81.62,125.22,-152.0,42.832439,128.5,6.998099523,-0.065,-128.0,0.181,20285.0,152.0,5612.0,853.0,287.88412,-46.16,2.356e-06,128.0,0.829,-2.356e-06,588.66,-29.93,FALSE POSITIVE,Kepler
6.66,38.52,-85.0,42.82497,0.1,5.95489993,-0.029,-17.8,0.026,1410.7,85.0,4261.0,635.0,293.63696,-0.11,5.482e-06,17.8,0.633,-5.482e-06,2.33,-6.17,CONFIRMED,Kepler
2.6,15.06,-85.0,42.82497,0.09,12.03987488,-0.029,-23.5,0.026,1250.6,85.0,4261.0,502.0,293.63696,-0.1,1.825e-05,23.5,0.633,-1.825e-05,2.18,-2.41,CONFIRMED,Kepler
1.25,7.24,-85.0,42.82497,0.06,20.83762895,-0.029,-30.9,0.026,439.0,85.0,4261.0,418.0,293.63696,-0.07,9.65e-05,30.9,0.633,-9.65e-05,1.42,-1.16,CONFIRMED,Kepler
371.14,904.92,-113.0,38.383461,8.98,8.8111022,-0.678,-6.1,0.339,401.1,125.0,6200.0,1399.0,294.46088,-17.95,1.642e-05,6.1,2.404,-1.642e-05,63.66,-471.54,FALSE POSITIVE,Kepler
4.66,13.34,-146.0,42.83992,0.3,23.58917143,-0.075,-27.4,0.069,1200.7,146.0,4919.0,487.0,297.46002,-0.33,5.786e-05,27.4,0.721,-5.786e-05,3.16,-3.85,CONFIRMED,Kepler
58.56,406.25,-71.0,40.28487,0.11,6.481633073,-0.058,-2.7,0.058,298.5,71.0,5945.0,1145.0,290.39273,-0.12,6.004e-06,2.7,1.302,-6.004e-06,2.54,-52.79,CONFIRMED,Kepler
11.53,63.68,-84.0,43.363899,0.18,10.37168928,-0.077,-21.2,0.049,1254.9,76.0,5121.0,720.0,290.39322,-0.28,1.477e-05,21.2,0.888,-1.477e-05,3.2,-13.96,CONFIRMED,Kepler
41.51,229.37,-84.0,43.363899,0.09,3.96996298,-0.077,-24.5,0.049,299.2,76.0,5121.0,992.0,290.39322,-0.16,1.395e-05,24.5,0.888,-1.395e-05,1.78,-50.3,CONFIRMED,Kepler
359.33,398.0,-189.0,43.34639,0.79,4.40841331,-0.122,-13.4,0.285,549.4,189.0,6007.0,1139.0,292.96555,-0.33,1.408e-05,13.4,0.961,-1.408e-05,2.66,-131.06,CONFIRMED,Kepler
128.66,140.57,-192.0,43.399632,1.46,7.9426176,-0.096,-40.4,0.289,1590.7,157.0,5811.0,878.0,299.00143,-0.48,2.419e-05,40.4,0.926,-2.419e-05,4.68,-41.84,FALSE POSITIVE,Kepler
0.18,0.73,-102.0,42.935261,0.32,226.8904775,-0.033,-69.4,0.052,3136.4,102.0,5067.0,236.0,294.90973,-0.2,0.0009057,69.4,0.75,-0.0009057,4.53,-0.11,CONFIRMED,Kepler
100.66,357.16,-155.0,42.943062,1.33,1.956811408,-0.041,-244.0,0.037,24905.0,171.0,5209.0,1109.0,295.83536,-1.47,1.059e-06,244.0,0.603,-1.059e-06,21.58,-82.23,FALSE POSITIVE,Kepler
66.28,175.76,-144.0,42.967869,1.36,2.688899233,-0.042,-44.0,0.072,37492.0,130.0,4820.0,929.0,296.68307,-0.79,1.9e-07,44.0,0.639,-1.9e-07,12.04,-39.88,CANDIDATE,Kepler
21.42,52.32,-152.0,43.039291,0.5,9.439459486,-0.053,-18.8,0.093,3036.1,152.0,5097.0,686.0,288.64252,-0.28,4.991e-06,18.8,0.779,-4.991e-06,4.16,-12.06,CONFIRMED,Kepler
35.33,174.81,-75.0,44.398041,0.2,11.523067458,-0.073,-4.2,0.091,507.3,84.0,5644.0,927.0,284.48245,-0.17,9.452e-06,4.2,1.411,-9.452e-06,3.13,-25.81,CONFIRMED,Kepler
7.63,18.65,-152.0,43.039291,0.35,20.47748843,-0.053,-28.2,0.093,1382.4,152.0,5097.0,530.0,288.64252,-0.19,3.126e-05,28.2,0.779,-3.126e-05,2.92,-4.3,CONFIRMED,Kepler
85.87,209.79,-152.0,43.039291,0.2,3.336123113,-0.053,-13.7,0.093,516.3,152.0,5097.0,970.0,288.64252,-0.12,4.359e-06,13.7,0.779,-4.359e-06,1.74,-48.36,CONFIRMED,Kepler
2.52,9.9,-92.0,43.056301,0.13,8.01078456,-0.054,-29.3,0.036,1333.6,74.0,3713.0,453.0,294.77393,-0.2,1.061e-05,29.3,0.47,-1.061e-05,1.72,-2.88,CONFIRMED,Kepler
1.46,5.74,-92.0,43.056301,0.1,12.07134205,-0.054,-26.4,0.036,759.2,74.0,3713.0,395.0,294.77393,-0.15,4.21e-05,26.4,0.47,-4.21e-05,1.29,-1.67,CONFIRMED,Kepler
0.7,2.74,-92.0,43.056301,0.1,20.99587872,-0.054,-42.9,0.036,767.3,74.0,3713.0,328.0,294.77393,-0.15,7.662e-05,42.9,0.47,-7.662e-05,1.3,-0.79,CONFIRMED,Kepler
145.61,158.11,-192.0,43.029831,0.77,7.41113177,-0.096,-14.3,0.289,620.5,157.0,5849.0,905.0,295.65149,-0.25,1.357e-05,14.3,0.919,-1.357e-05,2.45,-47.15,CONFIRMED,Kepler
958.96,1635.2,-179.0,43.164909,0.75,1.000747038,-0.108,-16.9,0.143,1823.5,179.0,5472.0,1620.0,297.97513,-0.57,2.91e-07,16.9,0.79,-2.91e-07,4.14,-568.34,FALSE POSITIVE,Kepler
16.69,83.21,-96.0,36.577381,0.56,8.884922995,-0.045,-47.4,0.045,16053.0,106.0,5332.0,770.0,291.1376,-0.57,1.636e-06,47.4,0.843,-1.636e-06,10.51,-13.87,CONFIRMED,Kepler
216.44,223.19,-217.0,43.272739,2.94,8.09888906,-0.118,-18.0,0.353,6911.1,174.0,6214.0,986.0,282.69952,-0.98,2.181e-06,18.0,1.076,-2.181e-06,8.95,-69.72,CONFIRMED,Kepler
132.68,139.21,-217.0,43.379398,1.11,10.00653012,-0.106,-14.7,0.318,936.1,181.0,6063.0,876.0,283.63077,-0.38,2.001e-05,14.7,1.001,-2.001e-05,3.52,-43.02,CONFIRMED,Kepler
78.35,163.04,-92.0,41.01099,2.57,17.855221681,-0.067,-11.2,0.267,9065.2,61.0,6823.0,911.0,297.45374,-0.65,3.676e-06,11.2,1.367,-3.676e-06,13.16,-23.38,CONFIRMED,Kepler
