koi_depth_err1,koi_period,koi_period_err2,koi_depth_err2,koi_teq_err1,koi_steff_err2,koi_disposition,koi_steff_err1,koi_steff,koi_prad_err2,koi_insol_err1,koi_teq_err2,koi_teq,koi_insol_err2,koi_prad_err1,koi_srad_err2,source,koi_insol,koi_prad,koi_srad_err1,koi_depth,koi_period_err1,koi_srad
83.3,38.036729482,-3.484e-06,-83.3,0.0,-183.0,FALSE POSITIVE,166.0,5575.0,-2.27,8.85,0.0,500.0,-3.91,5.28,-0.077,Kepler,14.81,27.5,0.179,82872.0,3.484e-06,0.932
11.7,4.64090031,-1.485e-05,-11.7,0.0,-205.0,CANDIDATE,205.0,6463.0,-3.14,257.38,0.0,1155.0,-124.0,5.79,-0.086,Kepler,421.08,30.09,0.159,2450.6,1.485e-05,0.826
5.3,3.747838198,-3.896e-06,-5.3,0.0,-149.0,FALSE POSITIVE,149.0,5514.0,-1.04,180.49,0.0,1031.0,-62.76,3.11,-0.063,Kepler,266.76,13.65,0.188,616.0,3.896e-06,0.826
4.2,14.74914825,-2.174e-05,-4.2,0.0,-75.0,CONFIRMED,64.0,5847.0,-0.1,19.38,0.0,874.0,-15.39,0.13,-0.046,Kepler,137.91,2.89,0.063,430.2,2.174e-05,1.402
35.8,21.81295996,-7.229e-05,-35.8,0.0,-166.0,CONFIRMED,166.0,5601.0,-0.49,31.88,0.0,639.0,-13.85,0.91,-0.145,Kepler,39.33,3.38,0.269,1175.4,7.229e-05,0.999
49.8,7.91936937,-2.04e-06,-49.8,0.0,-172.0,FALSE POSITIVE,154.0,5690.0,-0.87,77.2,0.0,814.0,-26.78,2.59,-0.065,Kepler,104.0,10.34,0.195,15148.0,2.04e-06,0.776
127.0,1.028436523,-7.05e-07,-127.0,0.0,-219.0,CANDIDATE,183.0,6228.0,-8.6,3879.25,0.0,1947.0,-1109.02,27.71,-0.117,Kepler,3400.48,72.77,0.377,8098.0,7.05e-07,0.99
114.0,15.37562369,-1.017e-05,-114.0,0.0,-79.0,CONFIRMED,79.0,4986.0,-0.82,4.61,0.0,600.0,-5.99,0.44,-0.062,Kepler,30.54,11.01,0.033,15337.0,1.017e-05,0.833
24.5,8.10363271,-2.032e-05,-24.5,0.0,-146.0,CONFIRMED,131.0,4861.0,-0.2,16.3,0.0,687.0,-14.35,0.18,-0.068,Kepler,52.82,2.11,0.062,887.9,2.032e-05,0.732
22.0,4.71510843,-1.941e-05,-22.0,0.0,-146.0,CONFIRMED,131.0,4861.0,-0.14,33.58,0.0,823.0,-29.57,0.12,-0.068,Kepler,108.84,1.46,0.062,417.5,1.941e-05,0.732
13.1,6.365839713,-8.06e-06,-13.1,0.0,-155.0,CONFIRMED,155.0,5776.0,-0.21,121.73,0.0,914.0,-40.81,0.6,-0.071,Kepler,165.33,2.44,0.212,780.7,8.06e-06,0.849
23.5,5.97581754,-1.118e-05,-23.5,0.0,-214.0,FALSE POSITIVE,193.0,6108.0,-0.44,295.54,0.0,1047.0,-90.93,1.32,-0.114,Kepler,284.25,3.86,0.341,962.4,1.118e-05,0.997
12.7,2.446737317,-3.089e-06,-12.7,0.0,-171.0,FALSE POSITIVE,154.0,5764.0,-2.47,461.45,0.0,1261.0,-162.49,6.9,-0.081,Kepler,597.19,26.25,0.227,1177.9,3.089e-06,0.863
25.8,3.04033046,-3.37e-07,-25.8,0.0,-151.0,CONFIRMED,151.0,5035.0,-0.99,86.59,0.0,1021.0,-76.86,0.8,-0.087,Kepler,257.29,8.99,0.071,10859.0,3.37e-07,0.791
39.0,15.33528675,-1.989e-05,-39.0,0.0,-105.0,CONFIRMED,105.0,5251.0,-0.18,9.96,0.0,610.0,-4.63,0.49,-0.029,Kepler,32.67,5.0,0.08,3081.4,1.989e-05,0.817
3.7,7.95825328,-7.673e-05,-3.7,0.0,-75.0,CONFIRMED,64.0,5847.0,-0.04,44.14,0.0,1074.0,-35.07,0.05,-0.046,Kepler,314.15,1.06,0.063,50.0,7.673e-05,1.402
48.4,31.33046135,-3.977e-05,-48.4,0.0,-105.0,CONFIRMED,105.0,5251.0,-0.23,3.84,0.0,481.0,-1.79,0.64,-0.029,Kepler,12.61,6.5,0.08,5073.8,3.977e-05,0.817
62.1,3.9043425,-1.339e-06,-62.1,0.0,-175.0,FALSE POSITIVE,157.0,5810.0,-1.19,298.42,0.0,1104.0,-97.69,3.56,-0.087,Kepler,351.05,12.28,0.26,16228.0,1.339e-06,0.898
32.8,9.286358079,-5.46e-07,-32.8,0.0,-169.0,FALSE POSITIVE,169.0,5670.0,-1.87,66.72,0.0,796.0,-27.73,4.05,-0.087,Kepler,95.03,17.61,0.189,44791.0,5.46e-07,0.821
25.2,3.951405455,-2.258e-06,-25.2,0.0,-182.0,FALSE POSITIVE,182.0,6046.0,-2.96,333.12,0.0,1133.0,-106.59,8.94,-0.082,Kepler,388.71,31.44,0.247,2453.9,2.258e-06,0.869
13.2,23.65369415,-1.748e-05,-13.2,0.0,-103.0,CONFIRMED,114.0,5739.0,-1.52,33.37,0.0,731.0,-26.59,1.38,-0.266,Kepler,67.65,7.89,0.242,3341.8,1.748e-05,1.384
10.8,13.23352214,-4.503e-05,-10.8,0.0,-103.0,CONFIRMED,114.0,5739.0,-0.58,72.35,0.0,888.0,-57.65,0.54,-0.266,Kepler,146.67,3.06,0.242,504.6,4.503e-05,1.384
8.6,6.15560285,-2.704e-05,-8.6,0.0,-103.0,CONFIRMED,114.0,5739.0,-0.45,200.73,0.0,1146.0,-159.95,0.4,-0.266,Kepler,406.94,2.32,0.242,285.0,2.704e-05,1.384
6.4,2.090811305,-9.571e-06,-6.4,0.0,-103.0,CONFIRMED,114.0,5739.0,-0.32,847.46,0.0,1642.0,-675.28,0.28,-0.266,Kepler,1718.04,1.62,0.242,115.9,9.571e-06,1.384
2.7,3.180027898,-7.278e-06,-2.7,0.0,-75.0,CONFIRMED,64.0,5847.0,-0.05,149.88,0.0,1458.0,-119.09,0.07,-0.046,Kepler,1066.86,1.53,0.063,120.3,7.278e-06,1.402
20.1,50.4467417,-0.0006505,-20.1,0.0,-103.0,CONFIRMED,114.0,5739.0,-0.51,12.16,0.0,568.0,-9.68,0.47,-0.266,Kepler,24.64,2.67,0.242,370.3,0.0006505,1.384
23.9,11.76307164,-2.035e-05,-23.9,0.0,0.0,CONFIRMED,99.0,4959.0,-0.08,8.24,0.0,616.0,-4.84,0.17,-0.027,Kepler,33.99,2.35,0.054,1037.3,2.035e-05,0.756
44.9,56.2279271,-0.0003134,-44.9,0.0,0.0,CONFIRMED,99.0,4959.0,-0.09,1.02,0.0,366.0,-0.6,0.17,-0.027,Kepler,4.22,2.37,0.054,862.7,0.0003134,0.756
29.9,2.384052875,-4.74e-06,-29.9,0.0,-144.0,FALSE POSITIVE,130.0,4794.0,-1.6,71.26,0.0,1010.0,-67.02,1.32,-0.066,Kepler,244.87,17.06,0.054,1268.1,4.74e-06,0.701
25.3,7.953547,-1.91e-05,-25.3,0.0,-85.0,CONFIRMED,76.0,4768.0,-0.14,7.15,0.0,696.0,-10.12,0.07,-0.049,Kepler,55.37,2.25,0.023,875.4,1.91e-05,0.779
19.8,4.14451656,-1.44e-05,-19.8,0.0,-85.0,CONFIRMED,76.0,4768.0,-0.09,17.05,0.0,864.0,-24.15,0.05,-0.049,Kepler,132.08,1.48,0.023,391.8,1.44e-05,0.779
27.2,4.859386384,-1.272e-06,-27.2,0.0,-232.0,FALSE POSITIVE,168.0,6072.0,-4.27,358.71,0.0,1114.0,-118.09,12.8,-0.11,Kepler,364.23,38.33,0.33,6044.3,1.272e-06,0.988
26.4,10.526294577,-1.783e-06,-26.4,0.0,-159.0,CONFIRMED,159.0,5386.0,-0.8,34.56,0.0,713.0,-16.93,1.48,-0.077,Kepler,61.16,8.24,0.143,9768.0,1.783e-06,0.793
44.5,4.583520948,-4.18e-06,-44.5,0.0,-175.0,CONFIRMED,157.0,5815.0,-0.53,239.18,0.0,1038.0,-77.52,1.6,-0.087,Kepler,274.98,5.39,0.26,3812.1,4.18e-06,0.877
16.4,3.76181843,-1.14e-05,-16.4,0.0,-171.0,CONFIRMED,154.0,5653.0,-0.26,300.78,0.0,1121.0,-104.51,0.73,-0.093,Kepler,372.62,2.66,0.26,510.6,1.14e-05,0.949
21.2,8.20396958,-1.488e-05,-21.2,0.0,-149.0,CONFIRMED,149.0,5015.0,-0.3,22.24,0.0,742.0,-20.23,0.24,-0.083,Kepler,71.5,3.01,0.066,1024.4,1.488e-05,0.826
26.7,14.49645186,-6.36e-05,-26.7,0.0,-149.0,CONFIRMED,149.0,5015.0,-0.3,10.42,0.0,613.0,-9.47,0.24,-0.083,Kepler,33.48,3.01,0.066,647.5,6.36e-05,0.826
30.0,6.54626149,-2.668e-05,-30.0,0.0,-105.0,CONFIRMED,105.0,5251.0,-0.08,31.02,0.0,810.0,-14.45,0.22,-0.029,Kepler,101.78,2.19,0.08,655.9,2.668e-05,0.817
24.5,12.71809866,-2.324e-05,-24.5,0.0,-142.0,CONFIRMED,128.0,4702.0,-0.22,6.56,0.0,562.0,-6.6,0.17,-0.067,Kepler,23.6,2.31,0.049,1149.4,2.324e-05,0.686
32.1,36.06588163,-8.305e-05,-32.1,0.0,-142.0,CONFIRMED,128.0,4702.0,-0.26,1.64,0.0,397.0,-1.64,0.19,-0.067,Kepler,5.88,2.64,0.049,1563.8,8.305e-05,0.686
14.1,4.190425659,-1.611e-06,-14.1,0.0,-232.0,CONFIRMED,190.0,6073.0,-0.82,549.04,0.0,1234.0,-194.78,2.05,-0.15,Kepler,547.9,6.21,0.375,2877.4,1.611e-06,1.135
20.1,3.709870784,-3.043e-06,-20.1,0.0,-85.0,CONFIRMED,77.0,5727.0,-0.28,163.27,0.0,1151.0,-72.1,0.64,-0.062,Kepler,415.1,4.35,0.146,2020.3,3.043e-06,0.978
18.1,16.3297527,-3.611e-05,-18.1,0.0,-193.0,CONFIRMED,158.0,5878.0,-0.47,57.11,0.0,727.0,-21.98,1.11,-0.125,Kepler,66.08,3.75,0.291,1187.5,3.611e-05,0.987
47.3,27.807566216,-4.747e-06,-47.3,0.0,-177.0,CONFIRMED,177.0,5862.0,-1.21,17.69,0.0,554.0,-5.87,3.63,-0.069,Kepler,22.24,13.84,0.206,25391.0,4.747e-06,0.785
25.9,80.8723469,-0.0001468,-25.9,0.0,-71.0,CONFIRMED,82.0,5510.0,-1.52,4.3,0.0,452.0,-3.87,1.24,-0.247,Kepler,9.88,7.59,0.202,3604.6,0.0001468,1.238
44.4,3.166465862,-2.222e-06,-44.4,0.0,-136.0,FALSE POSITIVE,151.0,4968.0,-2.74,67.72,0.0,954.0,-54.73,2.48,-0.072,Kepler,196.31,26.82,0.065,4357.2,2.222e-06,0.704
4.9,24.99324319,-6.127e-05,-4.9,0.0,-77.0,CONFIRMED,85.0,5718.0,-0.08,10.13,0.0,712.0,-7.34,0.12,-0.048,Kepler,60.88,2.29,0.064,269.6,6.127e-05,1.317
17.4,10.35533116,-2.087e-05,-17.4,0.0,-147.0,CONFIRMED,164.0,5501.0,-0.31,62.02,0.0,777.0,-27.32,0.59,-0.117,Kepler,86.22,2.47,0.217,750.6,2.087e-05,0.918
26.7,16.08518937,-3.022e-05,-26.7,0.0,-158.0,CONFIRMED,174.0,5239.0,-0.36,16.76,0.0,613.0,-9.37,0.54,-0.081,Kepler,33.43,3.68,0.122,1442.4,3.022e-05,0.826
91.7,235.9986399,-0.0002773,-91.7,0.0,-85.0,CANDIDATE,85.0,4245.0,-0.52,0.05,0.0,188.0,-0.04,0.35,-0.032,Kepler,0.29,10.59,0.022,20715.0,0.0002773,0.657
22.7,7.49018305,-1.181e-05,-22.7,0.0,-101.0,CONFIRMED,101.0,5103.0,-0.12,17.21,0.0,753.0,-12.63,0.17,-0.039,Kepler,76.06,2.56,0.051,1123.6,1.181e-05,0.787
35.5,36.2761238,-0.0001055,-35.5,0.0,-101.0,CONFIRMED,101.0,5103.0,-0.15,2.1,0.0,445.0,-1.55,0.2,-0.039,Kepler,9.29,3.03,0.051,1572.6,0.0001055,0.787
38.3,17.46087931,-5.278e-05,-38.3,0.0,-101.0,CONFIRMED,101.0,5103.0,-0.12,5.57,0.0,568.0,-4.08,0.15,-0.039,Kepler,24.6,2.32,0.051,812.4,5.278e-05,0.787
66.7,56.0560754,-0.0002753,-66.7,0.0,-86.0,CONFIRMED,71.0,3593.0,-0.22,0.15,0.0,233.0,-0.19,0.12,-0.055,Kepler,0.69,1.94,0.03,1626.0,0.0002753,0.491
31.4,41.408316686,-6.58e-06,-31.4,0.0,-148.0,CONFIRMED,165.0,5522.0,-1.04,5.69,0.0,453.0,-2.57,2.07,-0.068,Kepler,9.93,11.38,0.136,22839.0,6.58e-06,0.747
44.1,39.74893077,-1.554e-05,-44.1,0.0,-218.0,CANDIDATE,181.0,6122.0,-1.49,20.59,0.0,552.0,-6.71,4.46,-0.101,Kepler,21.87,14.21,0.303,15179.0,1.554e-05,0.964
17.4,5.715425977,-7.779e-06,-17.4,0.0,-157.0,CONFIRMED,157.0,5237.0,-0.17,60.12,0.0,850.0,-28.62,0.37,-0.057,Kepler,123.03,2.47,0.124,908.1,7.779e-06,0.826
5.4,49.18394185,-2.475e-05,-5.4,0.0,-78.0,CONFIRMED,89.0,5626.0,-0.55,9.4,0.0,669.0,-8.38,0.5,-0.138,Kepler,47.4,8.2,0.125,1646.2,2.475e-05,2.057
60.7,20.0261412,-0.0001272,-60.7,0.0,-157.0,CONFIRMED,157.0,5237.0,-0.16,11.3,0.0,559.0,-5.39,0.35,-0.057,Kepler,23.14,2.28,0.124,421.2,0.0001272,0.826
38.1,13.61014819,-5.969e-06,-38.1,0.0,-154.0,CANDIDATE,154.0,5697.0,-2.28,52.16,0.0,733.0,-20.86,4.92,-0.108,Kepler,68.29,19.02,0.234,5732.9,5.969e-06,0.903
64.2,10.44331991,-2.287e-05,-64.2,0.0,-133.0,FALSE POSITIVE,148.0,4947.0,-0.27,13.93,0.0,667.0,-12.92,0.2,-0.081,Kepler,46.94,2.66,0.059,1159.8,2.287e-05,0.802
11.8,2.237489571,-5.022e-06,-11.8,0.0,-84.0,CONFIRMED,73.0,5265.0,-0.05,109.22,0.0,1160.0,-54.78,0.13,-0.029,Kepler,427.17,1.41,0.073,315.8,5.022e-06,0.81
26.1,5.851520671,-3.31e-07,-26.1,0.0,-167.0,FALSE POSITIVE,167.0,5532.0,-1.58,96.85,0.0,901.0,-46.15,2.92,-0.087,Kepler,155.89,14.62,0.161,33004.0,3.31e-07,0.806
14.3,3.167893418,-3.869e-06,-14.3,0.0,-184.0,CONFIRMED,164.0,5895.0,-0.26,466.28,0.0,1221.0,-150.76,0.78,-0.094,Kepler,526.23,2.62,0.282,781.2,3.869e-06,0.94
15.0,4.311780262,-4.342e-06,-15.0,0.0,-83.0,CONFIRMED,74.0,5527.0,-0.21,91.4,0.0,1038.0,-49.59,0.39,-0.062,Kepler,274.84,3.11,0.115,1154.0,4.342e-06,0.927
23.5,20.0504494,-8.826e-05,-23.5,0.0,-83.0,CONFIRMED,74.0,5527.0,-0.18,11.79,0.0,622.0,-6.39,0.33,-0.062,Kepler,35.44,2.69,0.115,840.9,8.826e-05,0.927
31.7,9.76734503,-3.052e-05,-31.7,0.0,-83.0,CONFIRMED,74.0,5527.0,-0.18,30.75,0.0,791.0,-16.68,0.33,-0.062,Kepler,92.46,2.67,0.115,569.1,3.052e-05,0.927
38.4,119.0207044,-0.0001179,-38.4,0.0,-73.0,CANDIDATE,81.0,5453.0,-1.35,1.58,0.0,366.0,-1.34,1.23,-0.16,Kepler,4.25,8.98,0.146,7430.5,0.0001179,1.062
8.5,190.3200468,-0.0005327,-8.5,0.0,-78.0,CONFIRMED,89.0,5626.0,-0.52,1.55,0.0,426.0,-1.38,0.48,-0.138,Kepler,7.8,7.78,0.125,1141.7,0.0005327,2.057
28.6,2.861159894,-3.059e-06,-28.6,0.0,-214.0,FALSE POSITIVE,193.0,6126.0,-0.46,768.91,0.0,1355.0,-244.21,1.38,-0.108,Kepler,797.1,4.37,0.324,1014.3,3.059e-06,1.021
22.2,26.44439337,-3.65e-05,-22.2,0.0,-108.0,CONFIRMED,108.0,5427.0,-0.29,7.96,0.0,562.0,-4.92,0.43,-0.069,Kepler,23.54,3.91,0.104,1843.5,3.65e-05,0.929
23.9,51.53997972,-5.613e-05,-23.9,0.0,-108.0,CONFIRMED,108.0,5427.0,-0.41,3.27,0.0,450.0,-2.02,0.62,-0.069,Kepler,9.67,5.51,0.104,3644.3,5.613e-05,0.929
12.8,5.902245782,-7.373e-06,-12.8,0.0,-108.0,CONFIRMED,108.0,5427.0,-0.18,58.69,0.0,926.0,-36.35,0.27,-0.069,Kepler,173.74,2.43,0.104,702.3,7.373e-06,0.929
10.4,2.382951591,-2.808e-06,-10.4,0.0,-108.0,CONFIRMED,108.0,5427.0,-0.13,196.96,0.0,1253.0,-121.98,0.21,-0.069,Kepler,583.01,1.86,0.104,391.6,2.808e-06,0.929
32.1,21.02250608,-4.091e-05,-32.1,0.0,-102.0,CONFIRMED,102.0,5067.0,-0.14,4.16,0.0,521.0,-2.76,0.21,-0.033,Kepler,17.48,3.07,0.052,1772.5,4.091e-05,0.75
17.6,3.219814777,-5.531e-06,-17.6,0.0,-101.0,CONFIRMED,101.0,5103.0,-0.08,53.16,0.0,998.0,-39.02,0.11,-0.039,Kepler,234.93,1.69,0.051,488.2,5.531e-06,0.787
17.2,5.912273234,-7.039e-06,-17.2,0.0,-81.0,CONFIRMED,73.0,4072.0,-0.1,5.15,0.0,585.0,-4.93,0.09,-0.032,Kepler,27.72,1.73,0.029,961.4,7.039e-06,0.57
18.5,8.98581901,-1.437e-05,-18.5,0.0,-81.0,CONFIRMED,73.0,4072.0,-0.09,2.96,0.0,509.0,-2.83,0.09,-0.032,Kepler,15.9,1.65,0.029,881.3,1.437e-05,0.57
198.0,12.940668656,-3.352e-06,-198.0,0.0,-175.0,CANDIDATE,140.0,5875.0,-1.96,40.22,0.0,723.0,-16.72,4.93,-0.069,Kepler,64.64,22.94,0.174,42450.0,3.352e-06,0.809
14.0,20.5452375,-0.0001428,-14.0,0.0,-229.0,FALSE POSITIVE,280.0,5670.0,-0.63,60.96,0.0,742.0,-38.29,0.56,-0.328,Kepler,71.57,2.41,0.298,218.5,0.0001428,1.264
33.2,33.60123371,-1.767e-05,-33.2,0.0,-82.0,CONFIRMED,113.0,5149.0,-0.5,2.79,0.0,495.0,-2.41,0.4,-0.055,Kepler,14.22,8.46,0.044,7425.9,1.767e-05,0.93
17.2,6.76652928,-1.577e-05,-17.2,0.0,-82.0,CONFIRMED,113.0,5149.0,-0.12,23.66,0.0,845.0,-20.46,0.09,-0.055,Kepler,120.48,1.97,0.044,450.7,1.577e-05,0.93
13.2,4.347288783,-8.512e-06,-13.2,0.0,-78.0,CONFIRMED,78.0,5754.0,-0.29,193.34,0.0,1174.0,-122.22,0.39,-0.138,Kepler,449.79,2.36,0.184,451.6,8.512e-06,1.122
14.1,4.601811819,-6.168e-06,-14.1,0.0,-82.0,CONFIRMED,82.0,4986.0,-0.18,23.09,0.0,896.0,-30.96,0.09,-0.064,Kepler,152.91,2.35,0.032,755.9,6.168e-06,0.833
17.5,11.18719905,-5.331e-05,-17.5,0.0,-82.0,CONFIRMED,82.0,4986.0,-0.12,7.05,0.0,667.0,-9.44,0.06,-0.064,Kepler,46.65,1.55,0.032,353.6,5.331e-05,0.833
17.9,4.220965778,-2.584e-06,-17.9,0.0,-259.0,CONFIRMED,481.0,3837.0,-0.58,41.22,0.0,595.0,-16.05,0.58,-0.114,Kepler,29.68,2.62,0.114,2260.0,2.584e-06,0.517
128.0,6.998099523,-2.356e-06,-128.0,0.0,-152.0,FALSE POSITIVE,152.0,5612.0,-46.16,81.62,0.0,853.0,-29.93,128.5,-0.065,Kepler,125.22,588.66,0.181,20285.0,2.356e-06,0.829
17.8,5.95489993,-5.482e-06,-17.8,0.0,-85.0,CONFIRMED,85.0,4261.0,-0.11,6.66,0.0,635.0,-6.17,0.1,-0.029,Kepler,38.52,2.33,0.026,1410.7,5.482e-06,0.633
23.5,12.03987488,-1.825e-05,-23.5,0.0,-85.0,CONFIRMED,85.0,4261.0,-0.1,2.6,0.0,502.0,-2.41,0.09,-0.029,Kepler,15.06,2.18,0.026,1250.6,1.825e-05,0.633
30.9,20.83762895,-9.65e-05,-30.9,0.0,-85.0,CONFIRMED,85.0,4261.0,-0.07,1.25,0.0,418.0,-1.16,0.06,-0.029,Kepler,7.24,1.42,0.026,439.0,9.65e-05,0.633
6.1,8.8111022,-1.642e-05,-6.1,0.0,-113.0,FALSE POSITIVE,125.0,6200.0,-17.95,371.14,0.0,1399.0,-471.54,8.98,-0.678,Kepler,904.92,63.66,0.339,401.1,1.642e-05,2.404
27.4,23.58917143,-5.786e-05,-27.4,0.0,-146.0,CONFIRMED,146.0,4919.0,-0.33,4.66,0.0,487.0,-3.85,0.3,-0.075,Kepler,13.34,3.16,0.069,1200.7,5.786e-05,0.721
2.7,6.481633073,-6.004e-06,-2.7,0.0,-71.0,CONFIRMED,71.0,5945.0,-0.12,58.56,0.0,1145.0,-52.79,0.11,-0.058,Kepler,406.25,2.54,0.058,298.5,6.004e-06,1.302
21.2,10.37168928,-1.477e-05,-21.2,0.0,-84.0,CONFIRMED,76.0,5121.0,-0.28,11.53,0.0,720.0,-13.96,0.18,-0.077,Kepler,63.68,3.2,0.049,1254.9,1.477e-05,0.888
24.5,3.96996298,-1.395e-05,-24.5,0.0,-84.0,CONFIRMED,76.0,5121.0,-0.16,41.51,0.0,992.0,-50.3,0.09,-0.077,Kepler,229.37,1.78,0.049,299.2,1.395e-05,0.888
13.4,4.40841331,-1.408e-05,-13.4,0.0,-189.0,CONFIRMED,189.0,6007.0,-0.33,359.33,0.0,1139.0,-131.06,0.79,-0.122,Kepler,398.0,2.66,0.285,549.4,1.408e-05,0.961
40.4,7.9426176,-2.419e-05,-40.4,0.0,-192.0,FALSE POSITIVE,157.0,5811.0,-0.48,128.66,0.0,878.0,-41.84,1.46,-0.096,Kepler,140.57,4.68,0.289,1590.7,2.419e-05,0.926
69.4,226.8904775,-0.0009057,-69.4,0.0,-102.0,CONFIRMED,102.0,5067.0,-0.2,0.18,0.0,236.0,-0.11,0.32,-0.033,Kepler,0.73,4.53,0.052,3136.4,0.0009057,0.75
244.0,1.956811408,-1.059e-06,-244.0,0.0,-155.0,FALSE POSITIVE,171.0,5209.0,-1.47,100.66,0.0,1109.0,-82.23,1.33,-0.041,Kepler,357.16,21.58,0.037,24905.0,1.059e-06,0.603
44.0,2.688899233,-1.9e-07,-44.0,0.0,-144.0,CANDIDATE,130.0,4820.0,-0.79,66.28,0.0,929.0,-39.88,1.36,-0.042,Kepler,175.76,12.04,0.072,37492.0,1.9e-07,0.639
18.8,9.439459486,-4.991e-06,-18.8,0.0,-152.0,CONFIRMED,152.0,5097.0,-0.28,21.42,0.0,686.0,-12.06,0.5,-0.053,Kepler,52.32,4.16,0.093,3036.1,4.991e-06,0.779
4.2,11.523067458,-9.452e-06,-4.2,0.0,-75.0,CONFIRMED,84.0,5644.0,-0.17,35.33,0.0,927.0,-25.81,0.2,-0.073,Kepler,174.81,3.13,0.091,507.3,9.452e-06,1.411
28.2,20.47748843,-3.126e-05,-28.2,0.0,-152.0,CONFIRMED,152.0,5097.0,-0.19,7.63,0.0,530.0,-4.3,0.35,-0.053,Kepler,18.65,2.92,0.093,1382.4,3.126e-05,0.779
13.7,3.336123113,-4.359e-06,-13.7,0.0,-152.0,CONFIRMED,152.0,5097.0,-0.12,85.87,0.0,970.0,-48.36,0.2,-0.053,Kepler,209.79,1.74,0.093,516.3,4.359e-06,0.779
29.3,8.01078456,-1.061e-05,-29.3,0.0,-92.0,CONFIRMED,74.0,3713.0,-0.2,2.52,0.0,453.0,-2.88,0.13,-0.054,Kepler,9.9,1.72,0.036,1333.6,1.061e-05,0.47
26.4,12.07134205,-4.21e-05,-26.4,0.0,-92.0,CONFIRMED,74.0,3713.0,-0.15,1.46,0.0,395.0,-1.67,0.1,-0.054,Kepler,5.74,1.29,0.036,759.2,4.21e-05,0.47
42.9,20.99587872,-7.662e-05,-42.9,0.0,-92.0,CONFIRMED,74.0,3713.0,-0.15,0.7,0.0,328.0,-0.79,0.1,-0.054,Kepler,2.74,1.3,0.036,767.3,7.662e-05,0.47
14.3,7.41113177,-1.357e-05,-14.3,0.0,-192.0,CONFIRMED,157.0,5849.0,-0.25,145.61,0.0,905.0,-47.15,0.77,-0.096,Kepler,158.11,2.45,0.289,620.5,1.357e-05,0.919
16.9,1.000747038,-2.91e-07,-16.9,0.0,-179.0,FALSE POSITIVE,179.0,5472.0,-0.57,958.96,0.0,1620.0,-568.34,0.75,-0.108,Kepler,1635.2,4.14,0.143,1823.5,2.91e-07,0.79
47.4,8.884922995,-1.636e-06,-47.4,0.0,-96.0,CONFIRMED,106.0,5332.0,-0.57,16.69,0.0,770.0,-13.87,0.56,-0.045,Kepler,83.21,10.51,0.045,16053.0,1.636e-06,0.843
18.0,8.09888906,-2.181e-06,-18.0,0.0,-217.0,CONFIRMED,174.0,6214.0,-0.98,216.44,0.0,986.0,-69.72,2.94,-0.118,Kepler,223.19,8.95,0.353,6911.1,2.181e-06,1.076
14.7,10.00653012,-2.001e-05,-14.7,0.0,-217.0,CONFIRMED,181.0,6063.0,-0.38,132.68,0.0,876.0,-43.02,1.11,-0.106,Kepler,139.21,3.52,0.318,936.1,2.001e-05,1.001
11.2,17.855221681,-3.676e-06,-11.2,0.0,-92.0,CONFIRMED,61.0,6823.0,-0.65,78.35,0.0,911.0,-23.38,2.57,-0.067,Kepler,163.04,13.16,0.267,9065.2,3.676e-06,1.367
41.0,12.732624065,-4.397e-06,-41.0,0.0,-301.0,CANDIDATE,560.0,3950.0,-0.96,11.81,0.0,432.0,-4.37,0.97,-0.107,Kepler,8.22,4.87,0.107,6465.7,4.397e-06,0.541
54.8,83.92494032,-7.999e-05,-54.8,0.0,-130.0,CANDIDATE,118.0,3960.0,-0.47,0.18,0.0,226.0,-0.18,0.34,-0.05,Kepler,0.62,4.78,0.036,7958.7,7.999e-05,0.509
19.7,5.007316661,-1.389e-06,-19.7,0.0,-190.0,CONFIRMED,146.0,5865.0,-0.62,170.6,0.0,998.0,-64.02,1.75,-0.074,Kepler,234.28,6.96,0.208,6932.3,1.389e-06,0.827
18.9,2.211116989,-2.691e-06,-18.9,0.0,-90.0,CONFIRMED,90.0,4500.0,-0.05,40.98,0.0,931.0,-23.72,0.13,-0.02,Kepler,177.19,1.85,0.043,724.2,2.691e-06,0.646
39.6,27.9541337,-0.0001727,-39.6,0.0,-90.0,CONFIRMED,90.0,4500.0,-0.06,1.39,0.0,400.0,-0.81,0.13,-0.02,Kepler,6.04,1.9,0.043,942.5,0.0001727,0.646
4.6,12.69104387,-2.298e-05,-4.6,0.0,-117.0,CONFIRMED,117.0,5869.0,-0.65,109.11,0.0,1008.0,-118.87,0.4,-0.413,Kepler,244.3,2.57,0.254,252.1,2.298e-05,1.626
174.0,4.409409243,-5.831e-06,-174.0,0.0,-169.0,FALSE POSITIVE,186.0,5600.0,-2.03,298.88,0.0,1101.0,-143.45,3.05,-0.181,Kepler,347.06,10.95,0.271,12861.0,5.831e-06,0.975
22.5,16.23947096,-1.575e-05,-22.5,0.0,-103.0,CONFIRMED,103.0,5191.0,-0.15,8.83,0.0,598.0,-4.28,0.38,-0.03,Kepler,30.14,4.14,0.078,2590.7,1.575e-05,0.837
17.3,6.308201629,-7.031e-06,-17.3,0.0,-103.0,CONFIRMED,103.0,5191.0,-0.1,31.16,0.0,819.0,-15.12,0.28,-0.03,Kepler,106.44,2.96,0.078,1328.5,7.031e-06,0.837
